UNITID,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
379782,2,"R",2496,"R",0,"R",2,"R",27,"R",0,"R",990,"R",0,"R",3513,"R",2,"R",3515,"R",1,"R",17985,"R",17986,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
380359,2,"R",11175,"R",5850,"R",0,"R",1701,"R",2477,"R",165,"R",75,"R",13041,"R",8402,"R",21443,"R",2062,"R",76,"R",2138,1,"R",521,"R",107,"R",0,"R",71370,1,"R",29170,"R",4034,"R",723,"R",0,"R",4757,"R",0,"R",3614,"R",3614,"R",108911,79741
380368,2,"R",18732,"Z",0,"Z",0,"R",3085,"Z",0,"R",242,"Z",0,"R",22059,"R",0,"R",22059,"R",611,"R",0,"R",611,2,"A",,"A",,"R",0,"R",121751,1,"R",33655,"R",2897,"R",14434,"R",0,"R",17331,"R",0,"R",26992,"R",26992,"R",199729,166074
380377,2,"R",32850,"R",81,"R",16,"R",1600,"R",0,"R",35,"R",0,"R",34485,"R",97,"R",34582,"R",2832,"R",251,"R",3083,1,"R",0,"R",14,"R",0,"R",161593,1,"R",45733,"R",10861,"R",10526,"R",6943,"R",28330,"R",0,"R",0,"R",0,"R",235656,189923
380438,1,"A",,"Z",0,"R",67,"A",,"Z",0,"A",,"Z",0,"A",,"R",67,"R",67,"A",,"R",3782,"R",3782,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
381352,2,"R",5410,"R",0,"R",0,"R",589,"R",0,"R",3527,"R",0,"R",9526,"R",0,"R",9526,"R",407,"R",0,"R",407,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
381459,2,"R",51090,"R",6246,"R",9,"R",8051,"R",231,"R",359,"R",0,"R",59500,"R",6486,"R",65986,"R",4393,"R",3890,"R",8283,1,"R",20,"R",197,"R",0,"R",137725,1,"R",39150,"R",16320,"R",23317,"R",0,"R",39637,"R",706,"R",1080,"R",1786,"R",218298,179148
381732,2,"R",992,"N",0,"N",21,"R",403,"N",0,"Z",0,"N",0,"R",1395,"N",21,"N",1416,"N",456,"N",114,"N",570,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
381945,2,"R",240,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",240,"R",0,"R",240,"R",240,"R",0,"R",240,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
382504,2,"R",5460,"R",14195,"R",66,"R",908,"R",0,"R",35,"R",0,"R",6403,"R",14261,"R",20664,"R",1820,"R",300,"R",2120,2,"A",,"A",,"R",1,"R",60071,1,"R",6642,"R",32752,"R",13239,"R",3228,"R",49219,"R",0,"R",21282,"R",21282,"R",137214,130572
382771,1,"A",,"R",160828,"R",108,"A",,"R",2509,"A",,"R",52748,"A",,"R",216193,"R",216193,"A",,"R",65813,"R",65813,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
382896,2,"R",2153,"R",180285,"R",123,"R",4,"R",0,"R",11,"Z",0,"R",2168,"R",180408,"R",182576,"R",2,"R",779,"R",781,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
382911,2,"R",6763,"R",151000,"R",72,"R",662,"R",0,"R",14,"R",10000,"R",7439,"R",161072,"R",168511,"R",452,"R",2,"R",454,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
382957,2,"R",742,"R",0,"R",5,"R",71,"R",0,"R",0,"R",0,"R",813,"R",5,"R",818,"R",17,"R",1520,"R",1537,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
383020,2,"R",4373,"R",0,"Z",0,"R",61,"R",0,"R",0,"R",134,"R",4434,"R",134,"R",4568,"R",96,"R",62,"R",158,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
383190,2,"R",2368,"R",140061,"R",77,"R",183,"R",0,"R",2,"Z",0,"R",2553,"R",140138,"R",142691,"R",361,"R",7928,"R",8289,1,"R",13,"R",171,"R",0,"R",191525,2,"Z",0,"R",0,"R",600,"R",0,"R",600,"R",0,"R",6723,"R",6723,"R",198848,198848
383950,2,"R",621,"Z",0,"R",7,"R",21,"Z",0,"Z",0,"Z",0,"R",642,"R",7,"R",649,"R",361,"R",4293,"R",4654,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
383996,2,"R",3325,"R",20,"R",17,"R",400,"R",303,"R",37,"R",0,"R",3762,"R",340,"R",4102,"R",64,"R",100,"R",164,1,"R",0,"R",35,"R",1,"R",71800,1,"R",32000,"R",700,"R",6000,"R",0,"R",6700,"R",6500,"R",0,"R",6500,"R",117000,85000
384254,2,"R",14147,"R",147563,"Z",0,"R",1198,"R",819,"R",38,"Z",0,"R",15383,"R",148382,"R",163765,"R",1609,"R",132713,"R",134322,1,"R",402,"R",70,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
384306,2,"R",1959,"R",0,"R",0,"R",59,"R",0,"R",0,"R",0,"R",2018,"R",0,"R",2018,"R",396,"R",0,"R",396,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
384333,2,"R",25059,"R",0,"R",71,"R",2862,"R",0,"R",62,"R",0,"R",27983,"R",71,"R",28054,"R",15929,"R",8246,"R",24175,1,"R",109,"R",112,"R",0,"R",539966,1,"R",170271,"R",48856,"R",132302,"R",0,"R",181158,"R",0,"R",0,"R",0,"R",891395,721124
384342,2,"R",19866,"R",2900,"R",15,"R",3156,"R",0,"R",47,"R",0,"R",23069,"R",2915,"R",25984,"R",13526,"R",180,"R",13706,1,"R",2022,"R",3520,"R",0,"R",322797,2,"Z",0,"R",25875,"R",54396,"R",14745,"R",95016,"R",0,"R",14830,"R",14830,"R",432643,432643
384412,2,"R",4500,"R",0,"R",5,"R",1,"R",1,"R",20,"R",5,"R",4521,"R",11,"R",4532,"R",300,"R",1500,"R",1800,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
384421,2,"R",10500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10500,"R",0,"R",10500,"R",0,"R",0,"R",0,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
385503,2,"R",630,"R",0,"R",7,"R",28,"R",0,"R",26,"R",0,"R",684,"R",7,"R",691,"R",3,"R",7,"R",10,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
385619,2,"R",23279,"R",250124,"R",121,"R",2153,"R",0,"R",18,"R",60856,"R",25450,"R",311101,"R",336551,"R",3765,"R",672214,"R",675979,1,"R",87,"R",63,"R",4,"R",187200,2,"Z",0,"R",17554,"R",60132,"R",0,"R",77686,"R",0,"R",0,"R",0,"R",264886,264886
386472,2,"R",498,"R",27100,"R",93,"R",73,"R",37866,"R",0,"R",54017,"R",571,"R",119076,"R",119647,"R",53,"R",27179,"R",27232,1,"R",0,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
387925,1,"A",,"R",1000000,"R",20000,"A",,"R",500000,"A",,"Z",0,"A",,"R",1520000,"R",1520000,"A",,"R",366,"R",366,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
388043,2,"R",6299,"R",0,"R",21,"R",179,"R",0,"R",0,"R",0,"R",6478,"R",21,"R",6499,"R",168,"R",39,"R",207,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
388520,2,"R",47414,"R",218887,"Z",0,"R",2423,"R",1,"R",323,"R",12376,"R",50160,"R",231264,"R",281424,"R",10239,"R",133194,"R",143433,1,"R",1,"R",1,"R",0,"R",193505,1,"R",30966,"R",23001,"R",32805,"R",2602,"R",58408,"R",0,"R",7922,"R",7922,"R",290801,259835
389727,2,"R",876,"R",180285,"R",124,"R",6,"R",0,"R",11,"Z",0,"R",893,"R",180409,"R",181302,"R",75,"R",74,"R",149,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
390701,2,"R",598,"R",158632,"R",2,"R",88,"R",21850,"R",34,"R",0,"R",720,"R",180484,"R",181204,"R",344,"R",32316,"R",32660,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
392257,2,"R",1914,"R",31878,"R",3,"R",18,"R",40573,"R",8,"R",2812,"R",1940,"R",75266,"R",77206,"R",300,"R",2866,"R",3166,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
392840,2,"R",19127,"R",1476,"R",3,"R",2502,"R",2502,"R",44,"Z",0,"R",21673,"R",3981,"R",25654,"R",3212,"R",2000,"R",5212,1,"R",4,"R",3,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
393180,2,"R",160,"R",0,"R",0,"R",13,"R",0,"R",1,"R",0,"R",174,"R",0,"R",174,"R",1,"R",0,"R",1,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
395362,2,"R",13287,"R",14436,"R",8,"R",523,"R",0,"R",46,"R",12,"R",13856,"R",14456,"R",28312,"R",8537,"R",53276,"R",61813,2,"A",,"A",,"R",0,"R",239478,1,"R",77857,"R",39585,"R",16160,"R",4595,"R",60340,"R",0,"R",7955,"R",7955,"R",385630,307773
398130,2,"R",2500,"R",0,"R",0,"R",500,"R",0,"R",55,"R",0,"R",3055,"R",0,"R",3055,"R",422,"R",0,"R",422,2,"A",,"A",,"R",0,"R",82118,1,"R",11015,"R",9321,"R",1164,"R",0,"R",10485,"R",0,"R",2489,"R",2489,"R",106107,95092
399212,2,"R",39011,"R",14482,"R",45,"R",4367,"R",24968,"R",23,"R",301,"R",43401,"R",39796,"R",83197,"R",21588,"R",5976,"R",27564,1,"R",10,"R",2,"R",0,"R",1246532,1,"R",323960,"R",45215,"R",79648,"R",0,"R",124863,"R",0,"R",18450,"R",18450,"R",1713805,1389845
399869,2,"R",8000,"R",0,"R",0,"R",200,"R",100,"R",10,"Z",0,"R",8210,"R",100,"R",8310,"R",500,"R",10,"R",510,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
399911,2,"R",91841,"R",268846,"R",96,"R",3744,"R",24968,"R",380,"R",49971,"R",95965,"R",343881,"R",439846,"R",13398,"R",109262,"R",122660,1,"R",870,"R",706,"R",0,"R",664047,2,"Z",0,"R",147581,"R",383982,"R",1449,"R",533012,"R",26975,"R",28876,"R",55851,"R",1252910,1252910
401223,2,"R",3588,"R",1695,"R",1769,"R",30,"R",0,"R",610,"Z",0,"R",4228,"R",3464,"R",7692,"R",3179,"R",1702,"R",4881,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
401250,2,"R",3680,"R",1,"R",1,"R",234,"R",0,"R",13,"R",9,"R",3927,"R",11,"R",3938,"R",1064,"R",6,"R",1070,1,"R",0,"R",19,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
402776,2,"R",0,"R",0,"R",84,"R",65,"R",21,"R",0,"R",0,"R",65,"R",105,"R",170,"R",50,"R",59,"R",109,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
403469,2,"R",12130,"R",38,"R",41,"R",1104,"R",9,"R",40,"Z",0,"R",13274,"R",88,"R",13362,"R",3166,"R",83704,"R",86870,1,"R",538,"R",871,"R",0,"R",77570,1,"R",21319,"R",6884,"R",3193,"R",3787,"R",13864,"R",0,"R",1423,"R",1423,"R",114176,92857
403478,2,"R",14227,"R",0,"R",36,"R",159,"R",0,"R",0,"R",0,"R",14386,"R",36,"R",14422,"R",431,"R",366,"R",797,1,"R",325,"R",245,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
403487,2,"R",20546,"R",3908,"R",45,"R",901,"R",0,"R",0,"R",0,"R",21447,"R",3953,"R",25400,"R",2312,"R",5126,"R",7438,1,"R",514,"R",253,"R",0,"R",89091,2,"Z",0,"R",8000,"R",0,"R",578,"R",8578,"R",0,"R",6597,"R",6597,"R",104266,104266
404222,2,"R",11105,"R",41,"R",1,"R",2087,"R",0,"Z",0,"Z",0,"R",13192,"R",42,"R",13234,"R",1572,"R",474,"R",2046,1,"R",4,"R",11,"R",0,"R",96508,1,"R",25252,"R",30920,"R",83857,"R",0,"R",114777,"R",2191,"R",172732,"R",174923,"R",411460,386208
404338,2,"R",2320,"R",141882,"R",131,"R",17,"R",0,"R",1337,"R",174594,"R",3674,"R",316607,"R",320281,"R",56,"R",45,"R",101,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
404365,2,"R",916,"R",46,"R",9,"R",11,"Z",0,"Z",0,"Z",0,"R",927,"R",55,"R",982,"R",43,"R",1098,"R",1141,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
404374,2,"R",995,"R",46,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"R",995,"R",55,"R",1050,"R",0,"R",1098,"R",1098,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
404383,2,"R",1059,"R",46,"R",9,"R",11,"R",0,"Z",0,"Z",0,"R",1070,"R",55,"R",1125,"R",13,"R",1098,"R",1111,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
404426,1,"A",,"R",227,"R",11,"A",,"Z",0,"A",,"Z",0,"A",,"R",238,"R",238,"A",,"R",34777,"R",34777,2,"A",,"A",,"R",0,"R",43333,1,"R",16775,"R",0,"R",41874,"R",0,"R",41874,"R",0,"R",1000,"R",1000,"R",102982,86207
404806,2,"R",3721,"R",1538,"Z",0,"R",164,"R",128219,"R",4,"R",0,"R",3889,"R",129757,"R",133646,"R",3889,"R",21318,"R",25207,1,"R",3,"R",3,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
404994,2,"R",11874,"R",452293,"R",59,"R",273,"R",5402,"R",40,"R",0,"R",12187,"R",457754,"R",469941,"R",1425,"R",294422,"R",295847,2,"A",,"A",,"R",3,"R",440898,1,"R",42062,"R",65172,"R",2389,"R",0,"R",67561,"R",0,"R",294351,"R",294351,"R",844872,802810
405058,2,"R",2000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2000,"R",0,"R",2000,"R",0,"R",0,"R",0,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
405854,2,"R",10000,"R",200,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10000,"R",200,"R",10200,"R",200,"R",20,"R",220,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
405872,2,"R",40588,"R",134575,"R",41,"R",2494,"R",23077,"Z",0,"Z",0,"R",43082,"R",157693,"R",200775,"R",8315,"R",20496,"R",28811,1,"R",0,"R",57,"R",1,"R",582297,1,"R",167513,"R",43494,"R",95380,"R",5325,"R",144199,"R",0,"R",28254,"R",28254,"R",922263,754750
406547,2,"R",2852,"Z",0,"R",117,"R",400,"Z",0,"Z",0,"Z",0,"R",3252,"R",117,"R",3369,"R",295,"R",3097,"R",3392,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
407328,2,"R",479,"R",27100,"R",92,"R",157,"R",37866,"R",2,"R",54017,"R",638,"R",119075,"R",119713,"R",163,"R",27179,"R",27342,1,"R",0,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
407610,2,"R",2567,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2569,"R",0,"R",2569,"R",331,"R",0,"R",331,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
407629,2,"R",18900,"R",230,"R",27,"R",60,"R",1750,"Z",0,"Z",0,"R",18960,"R",2007,"R",20967,"R",5500,"R",975,"R",6475,1,"R",370,"R",1500,"R",3,"R",469258,2,"Z",0,"R",22161,"R",430821,"R",800,"R",453782,"R",6000,"R",60000,"R",66000,"R",989040,989040
408039,2,"R",4471,"R",193007,"R",41,"R",141,"R",3183,"R",12,"R",405,"R",4624,"R",196636,"R",201260,"R",0,"R",13633,"R",13633,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
408312,2,"R",1260,"R",0,"R",27,"R",70,"R",0,"R",0,"R",0,"R",1330,"R",27,"R",1357,"R",115,"R",50,"R",165,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
408729,2,"R",864,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",864,"R",1,"R",865,"R",6,"R",1,"R",7,1,"R",2,"R",2,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
408844,2,"R",23301,"R",144218,"R",32,"R",3855,"R",32,"Z",0,"Z",0,"R",27156,"R",144282,"R",171438,"R",12191,"R",19658,"R",31849,1,"R",0,"R",0,"R",0,"R",286196,1,"R",16149,"R",97500,"R",1400,"R",6500,"R",105400,"R",0,"R",156367,"R",156367,"R",564112,547963
409254,2,"R",29113,"Z",0,"R",31,"R",1211,"R",10563,"R",119,"R",26019,"R",30443,"R",36613,"R",67056,"R",3555,"R",1638,"R",5193,1,"R",551,"R",773,"R",0,"R",194044,1,"R",43172,"R",19473,"R",59419,"R",1296,"R",80188,"R",0,"R",38823,"R",38823,"R",356227,313055
409315,2,"R",81236,"R",181501,"R",114,"R",6658,"R",21743,"R",304,"R",605507,"R",88198,"R",808865,"R",897063,"R",13324,"R",21413,"R",34737,1,"R",424,"R",556,"R",6,"R",3053645,2,"Z",0,"R",251616,"R",283615,"R",6171,"R",541402,"R",0,"R",690574,"R",690574,"R",4285621,4285621
409616,2,"R",31204,"R",241619,"R",98,"R",448,"R",0,"R",2061,"R",78879,"R",33713,"R",320596,"R",354309,"R",4984,"R",1751,"R",6735,1,"R",122,"R",140,"R",0,"R",569461,2,"Z",0,"R",34569,"R",560562,"R",0,"R",595131,"R",2088,"R",78006,"R",80094,"R",1244686,1244686
409698,2,"R",96664,"R",140596,"R",68,"R",2606,"R",6464,"R",496,"R",65340,"R",99766,"R",212468,"R",312234,"R",23923,"R",233725,"R",257648,1,"R",1153,"R",2857,"R",0,"R",1048588,2,"Z",0,"R",130423,"R",404764,"R",3340,"R",538527,"R",3971,"R",58754,"R",62725,"R",1649840,1649840
410283,2,"R",1148,"R",193007,"R",41,"R",45,"R",3183,"R",12,"R",405,"R",1205,"R",196636,"R",197841,"R",155,"R",13633,"R",13788,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
410496,2,"R",1944,"R",341647,"R",45,"R",122,"R",3,"R",8,"R",0,"R",2074,"R",341695,"R",343769,"R",7,"R",860,"R",867,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
410502,2,"R",8147,"R",218559,"R",77,"R",1298,"R",36369,"R",423,"R",243800,"R",9868,"R",498805,"R",508673,"R",2384,"R",437298,"R",439682,1,"R",2,"R",3,"R",0,"R",54682,1,"R",9643,"R",16418,"R",40295,"R",0,"R",56713,"R",0,"R",99,"R",99,"R",121137,111494
412003,2,"R",500,"R",10,"R",0,"R",0,"R",50,"R",5,"R",0,"R",505,"R",60,"R",565,"R",0,"R",10,"R",10,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
412173,2,"R",812,"R",8,"R",12,"R",131,"R",13,"R",0,"R",0,"R",943,"R",33,"R",976,"R",38,"R",54,"R",92,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
412599,2,"R",885,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"Z",0,"R",898,"R",0,"R",898,"R",0,"R",0,"R",0,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
413413,1,"A",,"R",193826,"R",58,"A",,"R",349,"A",,"R",56798,"A",,"R",251031,"R",251031,"A",,"R",4632838,"R",4632838,1,"R",0,"R",3400,"R",0,"R",566557,1,"R",123002,"R",61850,"R",537515,"R",177316,"R",776681,"R",0,"R",137026,"R",137026,"R",1603266,1480264
413617,2,"R",28660,"Z",0,"R",2,"R",0,"Z",0,"Z",0,"Z",0,"R",28660,"R",2,"R",28662,"R",19239,"R",24866,"R",44105,1,"R",201,"R",25,"R",0,"R",114578,1,"R",49720,"R",38850,"R",12736,"R",9008,"R",60594,"R",0,"R",38525,"R",38525,"R",263417,213697
413626,2,"R",8276,"R",20,"R",6,"R",404,"R",0,"R",3,"R",26,"R",8683,"R",52,"R",8735,"R",1589,"R",917,"R",2506,1,"R",27,"R",130,"R",0,"R",89685,1,"R",37627,"R",11495,"R",10576,"R",13734,"R",35805,"R",0,"R",32974,"R",32974,"R",196091,158464
413802,2,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30,"R",0,"R",30,"R",30,"R",0,"R",30,2,"A",,"A",,"R",0,"R",75264,1,"R",23255,"R",250,"R",0,"R",550,"R",800,"R",0,"R",1200,"R",1200,"R",100519,77264
414461,2,"R",4586,"R",4,"R",6,"R",786,"R",27,"R",73,"R",28,"R",5445,"R",65,"R",5510,"R",5012,"R",3254,"R",8266,1,"R",7,"R",2,"R",3,"R",119230,2,"Z",0,"R",2499,"R",1937,"R",16553,"R",20989,"R",0,"R",2333,"R",2333,"R",142552,142552
414823,2,"R",11575,"R",254965,"R",60,"R",4456,"R",21520,"R",64,"R",30022,"R",16095,"R",306567,"R",322662,"R",2794,"R",402243,"R",405037,2,"A",,"A",,"R",0,"R",201920,1,"R",71519,"R",17825,"R",46245,"R",8281,"R",72351,"R",0,"R",10599,"R",10599,"R",356389,284870
414878,1,"A",,"R",41298,"R",16,"A",,"R",14199,"A",,"R",4,"A",,"R",55517,"R",55517,"A",,"R",13331,"R",13331,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
414911,2,"R",13108,"R",2444,"R",36,"R",339,"R",2337,"R",10,"Z",0,"R",13457,"R",4817,"R",18274,"R",1614,"R",2095,"R",3709,1,"R",56,"R",7,"R",0,"R",159393,1,"R",45413,"R",19900,"R",88000,"R",1500,"R",109400,"R",0,"R",0,"R",0,"R",314206,268793
414966,2,"R",80667,"R",17657,"R",42,"R",5473,"R",55,"R",4821,"R",28375,"R",90961,"R",46129,"R",137090,"R",2431,"R",305,"R",2736,1,"R",375,"R",177,"R",0,"R",180430,1,"R",68250,"R",28283,"R",68028,"R",0,"R",96311,"R",86,"R",40658,"R",40744,"R",385735,317485
416801,2,"R",17933,"R",22132,"R",88,"R",565,"R",0,"R",478,"R",5483,"R",18976,"R",27703,"R",46679,"R",1649,"R",297320,"R",298969,1,"R",4898,"R",5252,"R",0,"R",1210004,1,"R",323014,"R",19047,"R",2032914,"R",33979,"R",2085940,"R",8208,"R",469271,"R",477479,"R",4096437,3773423
417327,2,"R",1030,"Z",0,"R",117,"R",26,"R",0,"R",7,"Z",0,"R",1063,"R",117,"R",1180,"R",113,"R",2229,"R",2342,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
417734,1,"A",,"R",1045,"R",12,"A",,"R",1135,"A",,"R",2550,"A",,"R",4742,"R",4742,"A",,"R",30630,"R",30630,1,"R",0,"R",197,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
417752,2,"R",12617,"R",10290,"R",15,"R",88,"R",4674,"Z",0,"Z",0,"R",12705,"R",14979,"R",27684,"R",115,"R",2793,"R",2908,1,"R",1,"R",1,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
418126,2,"R",6050,"R",30,"Z",0,"R",520,"R",15,"R",10,"R",7,"R",6580,"R",52,"R",6632,"R",6580,"R",52,"R",6632,2,"A",,"A",,"R",1,"R",39247,1,"R",11969,"R",5500,"R",3148,"R",14955,"R",23603,"R",100000,"R",38400,"R",138400,"R",213219,201250
419341,2,"R",1780,"R",3,"R",1,"R",32,"Z",0,"Z",0,"Z",0,"R",1812,"R",4,"R",1816,"R",36,"R",2,"R",38,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
419457,2,"R",6261,"R",2316924,"R",78,"R",785,"R",71981,"R",6,"R",50242,"R",7052,"R",2439225,"R",2446277,"R",1075,"R",960722,"R",961797,1,"R",659,"R",1104,"R",0,"R",78666,1,"R",11429,"R",0,"R",25529,"R",250,"R",25779,"R",0,"R",1004,"R",1004,"R",116878,105449
420006,2,"R",581,"R",187852,"R",1,"R",0,"R",3095,"R",23,"R",0,"R",604,"R",190948,"R",191552,"R",1,"R",506,"R",507,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
420024,2,"R",2993,"R",0,"R",58,"R",34,"R",137,"R",0,"R",0,"R",3027,"R",195,"R",3222,"R",1234,"R",2747,"R",3981,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
