UNITID,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
117627,2,"R",218855,"R",139619,"R",75,"R",386402,"Z",0,"R",35765,"R",72723,"R",641022,"R",212417,"R",853439,"R",18109,"R",237831,"R",255940,1,"R",2473,"R",3159,"R",0,"R",632106,1,"R",263946,"R",82648,"R",330765,"R",0,"R",413413,"R",9218,"R",150743,"R",159961,"R",1469426,1205480
117636,2,"R",132571,"R",9586,"R",111,"R",12721,"R",28,"R",5496,"R",16622,"R",150788,"R",26347,"R",177135,"R",13871,"R",127593,"R",141464,1,"R",3711,"R",1690,"R",0,"R",1026710,1,"R",407901,"R",185712,"R",3183792,"R",80613,"R",3450117,"R",15835,"R",324902,"R",340737,"R",5225465,4817564
117645,2,"R",148865,"R",13490,"R",58,"R",1716,"R",23,"R",772,"R",11359,"R",151353,"R",24930,"R",176283,"R",27485,"R",7576620,"R",7604105,1,"R",105,"R",116,"R",1,"R",1662027,1,"R",519008,"R",12574,"R",131735,"R",0,"R",144309,"R",0,"R",82551,"R",82551,"R",2407895,1888887
117672,2,"R",13770,"R",141475,"R",2212,"R",940,"Z",0,"R",55,"R",104,"R",14765,"R",143791,"R",158556,"R",7814,"R",317,"R",8131,1,"R",143,"R",810,"R",0,"R",148000,1,"R",50320,"R",36158,"R",136388,"R",0,"R",172546,"R",2500,"R",8200,"R",10700,"R",381566,331246
117690,2,"R",81807,"Z",0,"R",74,"R",366,"Z",0,"R",31,"R",8340,"R",82204,"R",8414,"R",90618,"R",13829,"R",47871,"R",61700,1,"R",37,"R",19,"R",0,"R",500873,1,"R",158218,"R",112232,"R",77070,"R",0,"R",189302,"R",0,"R",0,"R",0,"R",848393,690175
117706,2,"R",77168,"R",182133,"Z",0,"R",62,"R",24831,"R",123,"R",1,"R",77353,"R",206965,"R",284318,"R",35635,"R",1161795,"R",1197430,1,"R",26,"R",40,"R",0,"R",928525,2,"Z",0,"R",61001,"R",6257,"R",12590,"R",79848,"R",1215,"R",4615,"R",5830,"R",1014203,1014203
117715,2,"R",45369,"R",15027,"R",67,"R",664,"R",0,"R",34,"Z",0,"R",46067,"R",15094,"R",61161,"R",19923,"R",4953,"R",24876,1,"R",12,"R",23,"R",1,"R",554044,1,"R",168232,"R",54123,"R",38497,"R",259,"R",92879,"R",0,"R",150,"R",150,"R",815305,647073
117724,2,"R",61225,"R",9863,"R",62,"R",739,"Z",0,"R",94,"R",65651,"R",62058,"R",75576,"R",137634,"R",14655,"R",6013,"R",20668,1,"R",57,"R",54,"R",0,"R",595126,1,"R",166914,"R",18041,"R",11983,"R",13941,"R",43965,"R",0,"R",1986,"R",1986,"R",807991,641077
117733,2,"R",111735,"R",20238,"R",43,"R",934,"R",0,"R",42,"R",0,"R",112711,"R",20281,"R",132992,"R",112669,"R",322936,"R",435605,1,"R",45,"R",41,"R",1,"R",814817,1,"R",255779,"R",113440,"R",4666,"R",0,"R",118106,"R",0,"R",0,"R",0,"R",1188702,932923
117751,2,"R",112228,"R",195962,"R",38,"R",3734,"R",20775,"Z",0,"R",18703,"R",115962,"R",235478,"R",351440,"R",13239,"R",4024,"R",17263,1,"R",861,"R",408,"R",0,"R",404785,2,"Z",0,"R",63000,"R",14338,"R",1200,"R",78538,"R",3125,"R",122555,"R",125680,"R",609003,609003
117788,2,"R",157427,"R",212000,"R",62,"R",0,"R",0,"R",90,"R",0,"R",157517,"R",212062,"R",369579,"R",35289,"R",943745,"R",979034,1,"R",167,"R",9,"R",0,"R",1094653,1,"R",348344,"R",117145,"R",144099,"R",289196,"R",550440,"R",0,"R",6477,"R",6477,"R",1999914,1651570
117803,2,"R",4131,"R",44,"R",5,"R",403,"Z",0,"Z",0,"Z",0,"R",4534,"R",49,"R",4583,"R",3094,"R",30322,"R",33416,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
117867,2,"R",48619,"R",196265,"R",55,"R",404,"R",0,"R",79,"R",17779,"R",49102,"R",214099,"R",263201,"R",29782,"R",50970,"R",80752,1,"R",12,"R",3,"R",0,"R",488588,1,"R",153144,"R",8850,"R",41325,"R",1850,"R",52025,"R",0,"R",0,"R",0,"R",693757,540613
117894,2,"R",25564,"R",95468,"R",43,"R",2970,"R",35833,"R",0,"R",0,"R",28534,"R",131344,"R",159878,"R",27881,"R",44192,"R",72073,2,"A",,"A",,"R",0,"R",500103,1,"R",165113,"R",35343,"R",35343,"R",2946,"R",73632,"R",0,"R",6651,"R",6651,"R",745499,580386
117928,2,"R",11080,"R",218559,"R",77,"R",2670,"R",36369,"R",232,"R",243800,"R",13982,"R",498805,"R",512787,"R",2965,"R",437298,"R",440263,1,"R",0,"R",0,"R",0,"R",56166,1,"R",11541,"R",17420,"R",29509,"R",0,"R",46929,"R",0,"R",195,"R",195,"R",114831,103290
117946,2,"R",516463,"R",445414,"R",275,"R",27939,"R",60404,"R",6184,"R",44816,"R",550586,"R",550909,"R",1101495,"R",79562,"R",28762,"R",108324,1,"R",14272,"R",6469,"R",0,"R",3308346,1,"R",1021911,"R",1756370,"R",2848544,"R",158390,"R",4763304,"R",0,"R",888106,"R",888106,"R",9981667,8959756
118198,2,"R",2767,"R",0,"R",1,"R",188,"R",0,"Z",0,"Z",0,"R",2955,"R",1,"R",2956,"R",100,"R",1751,"R",1851,2,"A",,"A",,"R",0,"R",75000,1,"R",2240,"R",0,"R",39975,"R",0,"R",39975,"R",0,"R",0,"R",0,"R",117215,114975
118259,2,"R",217,"R",180285,"R",117,"R",4,"R",0,"R",7,"Z",0,"R",228,"R",180402,"R",180630,"R",108,"R",123,"R",231,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
118277,2,"R",1049,"R",180285,"R",117,"R",7,"R",0,"R",5,"Z",0,"R",1061,"R",180402,"R",181463,"R",268,"R",527,"R",795,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
118286,2,"R",378,"R",180285,"R",120,"R",110,"R",0,"R",4,"Z",0,"R",492,"R",180405,"R",180897,"R",2,"R",237,"R",239,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
118347,2,"R",89105,"R",270,"R",49,"R",310,"Z",0,"R",113,"R",41369,"R",89528,"R",41688,"R",131216,"R",30481,"R",44173,"R",74654,1,"R",5790,"R",397,"R",1,"R",542604,1,"R",232673,"R",22923,"R",49600,"R",6471,"R",78994,"R",0,"R",50667,"R",50667,"R",904938,672265
118541,2,"R",23246,"R",135971,"R",51,"R",255,"R",30329,"Z",0,"Z",0,"R",23501,"R",166351,"R",189852,"R",2001,"R",39376,"R",41377,1,"R",41,"R",183,"R",1,"R",199581,1,"R",49455,"R",21893,"R",85322,"R",2145,"R",109360,"R",0,"R",18982,"R",18982,"R",377378,327923
118684,2,"R",37745,"Z",0,"R",9,"R",2706,"R",20000,"R",70,"R",8,"R",40521,"R",20017,"R",60538,"R",4670,"R",3194,"R",7864,1,"R",53,"R",1,"R",0,"R",316042,1,"R",112741,"R",50000,"R",19013,"R",4970,"R",73983,"R",0,"R",0,"R",0,"R",502766,390025
118693,2,"R",47158,"R",8605,"R",40,"R",409,"R",0,"R",104,"R",45551,"R",47671,"R",54196,"R",101867,"R",3608,"R",91141,"R",94749,1,"R",161,"R",270,"R",0,"R",258000,1,"R",51096,"R",37250,"R",109851,"R",0,"R",147101,"R",0,"R",55892,"R",55892,"R",512089,460993
118718,2,"R",81026,"R",26836,"R",55,"R",9274,"R",0,"R",151,"Z",0,"R",90451,"R",26891,"R",117342,"R",46580,"R",4098,"R",50678,1,"R",91,"R",60,"R",1,"R",812212,2,"Z",0,"R",141602,"R",86050,"R",32554,"R",260206,"R",0,"R",7974,"R",7974,"R",1080392,1080392
118772,2,"R",45440,"R",15428,"R",81,"Z",0,"Z",0,"R",93,"Z",0,"R",45533,"R",15509,"R",61042,"R",9413,"R",3661,"R",13074,2,"A",,"A",,"R",0,"R",464848,1,"R",187607,"R",18234,"R",46534,"R",0,"R",64768,"R",0,"R",14985,"R",14985,"R",732208,544601
118888,2,"R",188132,"R",136684,"Z",0,"R",14917,"R",6,"R",166,"R",46007,"R",203215,"R",182697,"R",385912,"R",25010,"R",96326,"R",121336,1,"R",275,"R",426,"R",0,"R",541487,1,"R",161649,"R",87836,"R",258437,"R",42590,"R",388863,"R",1780,"R",21375,"R",23155,"R",1115154,953505
118912,2,"R",47539,"R",221434,"R",122,"R",7338,"R",50461,"R",92,"R",275629,"R",54969,"R",547646,"R",602615,"R",33621,"R",763515,"R",797136,1,"R",225,"R",33,"R",2,"R",1703484,1,"R",410886,"R",142669,"R",180961,"R",0,"R",323630,"R",0,"R",28805,"R",28805,"R",2466805,2055919
118930,2,"R",56618,"R",32000,"R",61,"R",1800,"R",26920,"R",54,"R",74164,"R",58472,"R",133145,"R",191617,"R",16350,"R",124241,"R",140591,1,"R",1555,"R",330,"R",0,"R",655691,1,"R",234022,"R",21986,"R",128299,"R",3436,"R",153721,"R",11039,"R",1600,"R",12639,"R",1056073,822051
118967,2,"R",306,"R",180285,"R",116,"R",40,"R",0,"R",0,"Z",0,"R",346,"R",180401,"R",180747,"R",0,"R",280,"R",280,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
118976,2,"R",21919,"R",21464,"R",38,"R",467,"R",3358,"R",118,"R",18782,"R",22504,"R",43642,"R",66146,"R",29174,"R",38909,"R",68083,1,"R",167,"R",175,"R",1,"R",1422766,1,"R",549671,"R",36118,"R",60858,"R",0,"R",96976,"R",0,"R",51636,"R",51636,"R",2121049,1571378
119058,2,"R",100914,"R",18700,"R",75,"R",1908,"R",0,"R",258,"Z",0,"R",103080,"R",18775,"R",121855,"R",26621,"R",20979,"R",47600,1,"R",308,"R",480,"R",0,"R",51160,2,"Z",0,"R",116531,"R",258300,"R",5000,"R",379831,"R",2622,"R",71796,"R",74418,"R",505409,505409
119067,2,"R",49614,"R",28383,"R",51,"R",2743,"Z",0,"R",96,"R",17,"R",52453,"R",28451,"R",80904,"R",16651,"R",4090,"R",20741,1,"R",141,"R",253,"R",0,"R",820243,1,"R",159569,"R",78948,"R",64104,"R",12829,"R",155881,"R",7008,"R",35674,"R",42682,"R",1178375,1018806
119137,2,"R",79857,"R",30427,"R",61,"R",2587,"Z",0,"R",413,"R",14,"R",82857,"R",30502,"R",113359,"R",14634,"R",21396,"R",36030,1,"R",35,"R",13,"R",0,"R",669361,1,"R",352306,"R",152875,"R",220450,"R",0,"R",373325,"R",0,"R",14496,"R",14496,"R",1409488,1057182
119164,2,"R",75412,"R",91403,"R",117,"R",3093,"R",32164,"R",240,"R",58,"R",78745,"R",123742,"R",202487,"R",71312,"R",85352,"R",156664,2,"A",,"A",,"R",0,"R",1721755,2,"Z",0,"R",237468,"R",380165,"R",0,"R",617633,"R",0,"R",14470,"R",14470,"R",2353858,2353858
119173,2,"R",166568,"R",380395,"R",211,"R",52,"R",1,"R",1560,"R",38,"R",168180,"R",380645,"R",548825,"R",7212,"R",17622,"R",24834,1,"R",516,"R",2376,"R",1,"R",1076181,1,"R",199643,"R",100489,"R",854249,"R",116249,"R",1070987,"R",1500,"R",37747,"R",39247,"R",2386058,2186415
119216,2,"R",57044,"R",234069,"R",48,"R",6119,"R",921000,"R",152,"R",21769,"R",63315,"R",1176886,"R",1240201,"R",33172,"R",93719,"R",126891,1,"R",0,"R",49,"R",1,"R",680927,1,"R",136753,"R",158818,"R",99911,"R",23698,"R",282427,"R",0,"R",10161,"R",10161,"R",1110268,973515
119270,2,"R",2439,"R",88,"R",20,"R",5233,"R",16354329,"R",1895,"R",7956,"R",9567,"R",16362393,"R",16371960,"R",8858,"R",1369,"R",10227,1,"R",1,"R",2,"R",0,"R",153400,2,"Z",0,"R",9179,"R",8354,"R",16828,"R",34361,"R",0,"R",0,"R",0,"R",187761,187761
119331,2,"R",68000,"R",906,"R",27,"R",544,"Z",0,"R",34,"R",1,"R",68578,"R",934,"R",69512,"R",4706,"R",2888,"R",7594,1,"R",5109,"R",2157,"R",0,"R",448614,1,"R",151000,"R",8416,"R",3404,"R",4776,"R",16596,"R",0,"R",78137,"R",78137,"R",694347,543347
119605,2,"R",216574,"R",289279,"R",190,"R",11230,"R",26595,"R",1630,"R",77230,"R",229434,"R",393294,"R",622728,"R",9485,"R",1186182,"R",1195667,1,"R",678,"R",1891,"R",0,"R",1758826,2,"Z",0,"R",827707,"R",1239838,"R",55827,"R",2123372,"R",0,"R",767607,"R",767607,"R",4649805,4649805
119678,2,"R",242451,"R",363249,"R",210,"R",22279,"R",2261,"R",3164,"R",71535,"R",267894,"R",437255,"R",705149,"R",14340,"R",248336,"R",262676,1,"R",5668,"R",3910,"R",0,"R",1869376,1,"R",830355,"R",226157,"R",1910917,"R",7819,"R",2144893,"R",1008,"R",380506,"R",381514,"R",5226138,4395783
119775,2,"R",13578,"R",316,"R",8,"R",473,"R",0,"R",65,"R",0,"R",14116,"R",324,"R",14440,"R",6542,"R",708,"R",7250,2,"A",,"A",,"R",0,"R",80723,1,"R",14784,"R",33996,"R",34946,"R",0,"R",68942,"R",0,"R",6294,"R",6294,"R",170743,155959
120184,2,"R",85898,"R",138515,"R",40,"R",2626,"R",2562,"R",556,"R",106,"R",89080,"R",141223,"R",230303,"R",5165,"R",395,"R",5560,1,"R",5,"R",387,"R",0,"R",377115,1,"R",77598,"R",21774,"R",190382,"R",0,"R",212156,"R",1000,"R",0,"R",1000,"R",667869,590271
120254,2,"R",214693,"R",731216,"R",342,"R",14127,"R",73445,"R",2979,"R",64040,"R",231799,"R",869043,"R",1100842,"R",36725,"R",292092,"R",328817,1,"R",3691,"R",3427,"R",1,"R",1385959,2,"Z",0,"R",47382,"R",771066,"R",76066,"R",894514,"R",6000,"R",244723,"R",250723,"R",2531196,2531196
120290,2,"R",32400,"R",202938,"R",53,"R",1680,"R",24788,"R",75,"R",106106,"R",34155,"R",333885,"R",368040,"R",5251,"R",28501,"R",33752,1,"R",0,"R",5,"R",1,"R",750503,1,"R",132746,"R",35919,"R",82801,"R",0,"R",118720,"R",0,"R",20580,"R",20580,"R",1022549,889803
120342,2,"R",101777,"R",20159,"R",53,"R",1498,"R",27514,"R",74,"R",51787,"R",103349,"R",99513,"R",202862,"R",42580,"R",328286,"R",370866,1,"R",3,"R",20,"R",2,"R",1168619,1,"R",423145,"R",82182,"R",123211,"R",0,"R",205393,"R",0,"R",18269,"R",18269,"R",1815426,1392281
120403,2,"R",34592,"R",113000,"R",12,"R",3500,"R",13,"R",143,"R",113030,"R",38235,"R",226055,"R",264290,"R",13386,"R",34159,"R",47545,2,"A",,"A",,"R",1,"R",519671,2,"Z",0,"R",19496,"R",31667,"R",1400,"R",52563,"R",1915,"R",44189,"R",46104,"R",618338,618338
120421,2,"R",47874,"R",141577,"R",12,"Z",0,"R",9,"R",60,"R",0,"R",47934,"R",141598,"R",189532,"R",1570,"R",2052,"R",3622,1,"R",0,"R",18,"R",0,"R",295982,1,"R",87186,"R",16296,"R",33100,"R",6300,"R",55696,"R",0,"R",2646,"R",2646,"R",441510,354324
120537,2,"R",53654,"R",150720,"R",45,"R",2075,"R",3049,"R",2225,"R",185,"R",57954,"R",153999,"R",211953,"R",6128,"R",60482,"R",66610,1,"R",540,"R",537,"R",0,"R",273855,1,"R",36967,"R",13157,"R",87650,"R",17434,"R",118241,"R",0,"R",8987,"R",8987,"R",438050,401083
120661,2,"R",665,"Z",0,"R",10,"R",0,"R",0,"R",84,"Z",0,"R",749,"R",10,"R",759,"R",25,"R",702,"R",727,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
120698,2,"R",1866,"R",532442,"R",51,"R",215,"R",7001,"R",13,"R",215642,"R",2094,"R",755136,"R",757230,"R",723,"R",2987,"R",3710,1,"R",829,"R",6003,"R",0,"R",320807,1,"R",68172,"R",6432,"R",166732,"R",0,"R",173164,"R",0,"R",17897,"R",17897,"R",580040,511868
120768,2,"R",12000,"R",342100,"R",202,"R",86,"R",66806,"R",0,"R",74742,"R",12086,"R",483850,"R",495936,"R",12000,"R",10985,"R",22985,1,"R",40,"R",80,"R",1,"R",118000,2,"Z",0,"R",12000,"R",150000,"R",0,"R",162000,"R",0,"R",0,"R",0,"R",280000,280000
120838,2,"R",1069,"R",0,"R",1,"R",43,"R",0,"Z",0,"Z",0,"R",1112,"R",1,"R",1113,"R",124,"R",1,"R",125,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
120865,2,"R",149204,"R",247436,"R",104,"R",9237,"R",89395,"R",360,"R",460721,"R",158801,"R",797656,"R",956457,"R",20642,"R",151815,"R",172457,1,"R",2608,"R",1407,"R",0,"R",483859,1,"R",272786,"R",93252,"R",204673,"R",34000,"R",331925,"R",0,"R",115138,"R",115138,"R",1203708,930922
120883,2,"R",406693,"R",161410,"R",164,"R",727674,"R",44305,"R",2830,"R",63640,"R",1137197,"R",269519,"R",1406716,"R",26357,"R",503204,"R",529561,1,"R",1386,"R",2483,"R",2,"R",2780850,1,"R",578026,"R",101151,"R",2795917,"R",0,"R",2897068,"R",602,"R",292704,"R",293306,"R",6549250,5971224
120953,2,"R",19571,"R",72,"R",33,"R",1833,"Z",0,"R",0,"Z",0,"R",21404,"R",105,"R",21509,"R",1468,"R",55,"R",1523,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
120971,2,"R",118155,"R",34491,"R",46,"R",8226,"R",10,"R",345,"R",50,"R",126726,"R",34597,"R",161323,"R",33706,"R",337844,"R",371550,1,"R",283,"R",283,"R",1,"R",1637211,1,"R",1329038,"R",53696,"R",175363,"R",28639,"R",257698,"R",0,"R",44294,"R",44294,"R",3268241,1939203
121044,2,"R",115431,"R",14925,"R",55,"R",5954,"R",29599,"R",40,"R",45555,"R",121425,"R",90134,"R",211559,"R",96550,"R",15437,"R",111987,1,"R",114,"R",92,"R",0,"R",1314885,1,"R",564519,"R",99801,"R",100724,"R",17836,"R",218361,"R",0,"R",11826,"R",11826,"R",2109591,1545072
121150,2,"R",348364,"R",237133,"R",150,"R",28420,"R",88732,"R",411,"R",61042,"R",377195,"R",387057,"R",764252,"R",28211,"R",55899,"R",84110,1,"R",5038,"R",8417,"R",5,"R",2213577,1,"R",724454,"R",283310,"R",1330787,"R",63836,"R",1677933,"R",5004,"R",373500,"R",378504,"R",4994468,4270014
121275,2,"R",500,"R",400,"Z",0,"R",30000,"R",11000000,"Z",0,"Z",0,"R",30500,"R",11000400,"R",11030900,"R",180,"R",180,"R",360,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
121309,2,"R",123364,"R",6600,"R",83,"R",8194,"R",26,"R",1611,"R",0,"R",133169,"R",6709,"R",139878,"R",15782,"R",20127,"R",35909,1,"R",1599,"R",771,"R",0,"R",848517,2,"Z",0,"R",32124,"R",397111,"R",0,"R",429235,"R",4518,"R",88416,"R",92934,"R",1370686,1370686
121363,2,"R",39699,"R",170727,"R",40,"R",867,"R",0,"R",46,"R",0,"R",40612,"R",170767,"R",211379,"R",2043,"R",20874,"R",22917,2,"A",,"A",,"R",0,"R",232940,1,"R",83155,"R",22273,"R",53955,"R",0,"R",76228,"R",900,"R",4690,"R",5590,"R",397913,314758
121619,2,"R",57777,"R",21973,"R",37,"R",1523,"R",0,"R",138,"R",152358,"R",59438,"R",174368,"R",233806,"R",22992,"R",152358,"R",175350,1,"R",104,"R",35,"R",0,"R",915958,1,"R",348647,"R",14858,"R",75890,"R",5606,"R",96354,"R",0,"R",56483,"R",56483,"R",1417442,1068795
121628,2,"R",60440,"R",126414,"R",90,"R",649,"Z",0,"R",962,"R",64801,"R",62051,"R",191305,"R",253356,"R",237,"R",8000,"R",8237,1,"R",0,"R",1050,"R",2,"R",1178279,1,"R",1109642,"R",1116455,"R",80763,"R",0,"R",1197218,"R",0,"R",520326,"R",520326,"R",4005465,2895823
121691,2,"R",208768,"R",122042,"R",56,"R",17777,"R",104581,"R",1561,"R",95310,"R",228106,"R",321989,"R",550095,"R",12584,"R",18340,"R",30924,1,"R",855,"R",1798,"R",0,"R",1008790,2,"Z",0,"R",180521,"R",762034,"R",33454,"R",976009,"R",50,"R",121944,"R",121994,"R",2106793,2106793
121707,2,"R",50056,"R",22629,"R",35,"R",1528,"R",19654,"R",2199,"R",0,"R",53783,"R",42318,"R",96101,"R",15778,"R",12421,"R",28199,2,"A",,"A",,"R",1,"R",293437,2,"Z",0,"R",16975,"R",28293,"R",1562,"R",46830,"R",0,"R",16339,"R",16339,"R",356606,356606
121886,2,"R",89083,"R",363,"Z",0,"R",3940,"Z",0,"R",619,"Z",0,"R",93642,"R",363,"R",94005,"R",27952,"R",8541,"R",36493,1,"R",178,"R",12,"R",0,"R",1205000,1,"R",404000,"R",56170,"R",88953,"R",0,"R",145123,"R",2090,"R",204000,"R",206090,"R",1960213,1556213
121901,2,"R",114156,"R",78666,"R",72,"R",6497,"R",4661,"R",213,"R",47266,"R",120866,"R",130665,"R",251531,"R",71857,"R",52815,"R",124672,1,"R",441,"R",34,"R",1,"R",1251422,1,"R",291860,"R",107916,"R",112274,"R",0,"R",220190,"R",0,"R",64352,"R",64352,"R",1827824,1535964
121983,2,"R",5967,"R",2316924,"R",78,"R",1406,"R",71981,"R",0,"R",50242,"R",7373,"R",2439225,"R",2446598,"R",762,"R",960722,"R",961484,1,"R",659,"R",516,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
122117,2,"R",13302,"Z",0,"R",16,"R",385,"Z",0,"R",6321,"Z",0,"R",20008,"R",16,"R",20024,"R",2430,"R",37,"R",2467,1,"R",2,"R",9,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
122180,2,"R",60016,"R",180191,"R",65,"R",5100,"R",128771,"R",239,"R",27160,"R",65355,"R",336187,"R",401542,"R",76759,"R",28666,"R",105425,1,"R",2140,"R",1472,"R",1,"R",2850888,2,"Z",0,"R",108162,"R",318,"R",34072,"R",142552,"R",0,"R",17643,"R",17643,"R",3011083,3011083
122205,2,"R",32775,"R",85977,"R",99,"Z",0,"R",123364,"R",76,"R",0,"R",32851,"R",209440,"R",242291,"R",23914,"R",4926,"R",28840,1,"R",206,"R",151,"R",0,"R",998219,1,"R",451573,"R",27738,"R",91500,"R",0,"R",119238,"R",0,"R",20743,"R",20743,"R",1589773,1138200
122296,2,"R",11777,"R",242,"R",24,"R",1892,"R",27912,"R",719,"R",16204,"R",14388,"R",44382,"R",58770,"R",9089,"R",1887,"R",10976,1,"R",714,"R",3352,"R",2,"R",416530,2,"Z",0,"R",209775,"R",123370,"R",105493,"R",438638,"R",0,"R",2797,"R",2797,"R",857965,857965
122339,2,"R",69044,"R",30288,"R",57,"R",1502,"R",1477,"R",1140,"R",181,"R",71686,"R",32003,"R",103689,"R",19421,"R",28938,"R",48359,1,"R",51,"R",294,"R",0,"R",919059,1,"R",216463,"R",121591,"R",27099,"R",4341,"R",153031,"R",0,"R",12600,"R",12600,"R",1301153,1084690
122366,2,"R",73,"R",180285,"R",109,"R",37,"R",0,"Z",0,"Z",0,"R",110,"R",180394,"R",180504,"R",98,"R",52,"R",150,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
122375,2,"R",98904,"R",31684,"R",54,"R",2102,"R",31738,"R",215,"Z",0,"R",101221,"R",63476,"R",164697,"R",20823,"R",11510,"R",32333,1,"R",156,"R",114,"R",0,"R",754292,1,"R",486173,"R",51000,"R",90000,"R",12325,"R",153325,"R",0,"R",2935,"R",2935,"R",1396725,910552
122384,2,"R",35467,"R",29745,"R",45,"R",2581,"Z",0,"R",123,"Z",0,"R",38171,"R",29790,"R",67961,"R",12361,"R",2078,"R",14439,1,"R",161,"R",90,"R",0,"R",580274,1,"R",198495,"R",254763,"R",4749,"R",23700,"R",283212,"R",0,"R",0,"R",0,"R",1061981,863486
122409,2,"R",2553151,"R",801232,"R",315,"R",39408,"R",26492,"R",46768,"R",87186,"R",2639327,"R",915225,"R",3554552,"R",75917,"R",469021,"R",544938,1,"R",16531,"R",18018,"R",1,"R",5709826,1,"R",2696218,"R",403149,"R",2794709,"R",506254,"R",3704112,"R",10075,"R",2567491,"R",2577566,"R",14687722,11991504
122436,2,"R",566393,"R",834947,"R",331,"R",13846,"R",632,"R",6403,"R",75037,"R",586642,"R",910947,"R",1497589,"R",66755,"R",360502,"R",427257,1,"R",9701,"R",9030,"R",0,"R",3557269,1,"R",1186340,"R",300267,"R",3064699,"R",100101,"R",3465067,"R",13754,"R",279855,"R",293609,"R",8502285,7315945
122454,2,"R",31999,"R",0,"R",7,"R",3400,"R",596,"R",160,"R",0,"R",35559,"R",603,"R",36162,"R",11177,"R",63,"R",11240,1,"R",1,"R",6,"R",0,"R",263129,1,"R",56019,"R",15009,"R",18569,"R",0,"R",33578,"R",600,"R",10800,"R",11400,"R",364126,308107
122506,2,"R",22873,"R",3073,"R",13,"R",21752,"R",41509,"R",70,"R",374,"R",44695,"R",44969,"R",89664,"R",24413,"R",619,"R",25032,1,"R",70,"R",154,"R",1,"R",205409,1,"R",38493,"R",40758,"R",23034,"R",22496,"R",86288,"R",9085,"R",6421,"R",15506,"R",345696,307203
122597,2,"R",1249987,"R",160371,"R",194,"R",39348,"R",34319,"R",6252,"R",50089,"R",1295587,"R",244973,"R",1540560,"R",65011,"R",792748,"R",857759,1,"R",31688,"R",23691,"R",0,"R",4913898,2,"Z",0,"R",612110,"R",2103323,"R",298965,"R",3014398,"R",28706,"R",670827,"R",699533,"R",8627829,8627829
122612,2,"R",763825,"R",526891,"R",336,"R",5660,"R",23891,"R",8391,"R",71733,"R",777876,"R",622851,"R",1400727,"R",56267,"R",524956,"R",581223,1,"R",6879,"R",9940,"R",5,"R",4419404,1,"R",1571798,"R",872642,"R",3640692,"R",25713,"R",4539047,"R",27771,"R",471168,"R",498939,"R",11029188,9457390
122649,2,"R",5593,"R",25487,"R",7,"R",284,"R",0,"R",1020,"R",76784,"R",6897,"R",102278,"R",109175,"R",0,"R",183620,"R",183620,1,"R",0,"R",3,"R",0,"R",226749,1,"R",53184,"R",579,"R",287595,"R",0,"R",288174,"R",0,"R",17542,"R",17542,"R",585649,532465
