UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
456931,4,"15.0501","A",.,"A",.,"R",960,1,"R",10,"R",40,"R",900,"R",36,"R",19900,"R",19900,"R",19900,"R",19900,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9240,"R",9420,"R",9610,"R",9800,"R",10110,"R",10310,"R",10520,"R",10730,"R",10110,"R",10310,"R",10520,"R",10730,"51.0801","R",18360,"R",0,"R",968,1,"R",10,"48.0508","R",19348,"R",0,"R",960,1,"R",10,"51.0601","R",18360,"R",0,"R",968,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
456968,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",44,"R",900,"R",26,"R",17875,"R",17875,"R",19995,"R",20145,"R",1500,"R",1500,"R",1850,"R",1850,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12155,"R",10494,"R",12870,"R",13046,"R",3135,"R",2750,"R",3355,"R",5522,"R",3135,"R",2750,"R",3355,"R",5522,"12.0409","R",9145,"R",1850,"R",600,1,"R",8,"12.0409","R",12145,"R",1850,"R",1000,1,"R",12,"12.0413","R",13345,"R",650,"R",800,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457031,3,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",18300,"R",18300,"R",18300,"R",18250,"R",1700,"R",1800,"R",1800,"R",1800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16372,"R",16372,"R",16372,"R",8546,"R",9105,"R",9105,"R",9105,"R",2709,"R",6235,"R",6235,"R",6235,"R",6644,"12.0413","R",11600,"R",350,"R",1000,1,"R",8,"12.0413","R",5825,"R",350,"R",500,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457077,4,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",30,"R",16664,"R",17213,"R",17169,"R",17146,"R",2712,"R",2287,"R",2331,"R",2354,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16589,"R",16920,"R",17623,"R",18391,"R",6135,"R",6108,"R",6135,"R",6122,"R",6294,"R",6281,"R",6307,"R",6307,"12.0409","R",8418,"R",1582,"R",600,1,"R",6,"51.3501","R",12067,"R",1133,"R",740,1,"R",8,"51.0801","R",12893,"R",857,"R",760,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457086,3,"51.3901","A",.,"A",.,"R",1549,1,"R",12,"R",48,"R",900,"R",26,"R",28500,"R",28500,"R",29950,"R",29950,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12144,"R",12144,"R",12144,"R",12144,"R",2160,"R",2160,"R",2160,"R",2160,"R",2160,"R",2160,"R",2160,"R",2160,"51.3801","R",23790,"R",200,"R",60,2,"R",20,"51.0899","R",10000,"R",695,"R",720,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457101,8,"51.0812","A",.,"A",.,"R",97,2,"R",24,"R",96,"R",24,"R",30,"R",41616,"R",41616,"R",41616,"R",41152,"R",2947,"R",2947,"R",2947,"R",3652,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",27792,"R",30648,"R",31920,"R",33312,"R",10272,"R",11064,"R",11112,"R",11088,"R",10536,"R",11376,"R",11424,"R",11424,"51.0801","R",12462,"R",1005,"R",36,2,"R",9,"51.0806","R",38699,"R",2998,"R",77,2,"R",20,"51.0714","R",14128,"R",1359,"R",36,2,"R",9,"51.0601","R",16635,"R",1035,"R",41,2,"R",11,"43.0109","R",16138,"R",1135,"R",33,2,"R",9,
457110,3,"51.3801","A",.,"A",.,"R",69,2,"R",20,"R",80,"R",24,"R",32,"R",48142,"R",48142,"R",46611,"R",46461,"R",4144,"R",4144,"R",3988,"R",4551,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",21920,"R",25540,"R",26600,"R",27760,"R",8100,"R",9220,"R",9260,"R",9240,"R",8320,"R",9480,"R",9520,"R",9520,"51.0801","R",14128,"R",1005,"R",36,2,"R",9,"51.0714","R",14228,"R",1359,"R",36,2,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457174,4,"51.0801","A",.,"A",.,"R",65,2,"R",12,"R",48,"R",36,"R",32,"R",15995,"R",15995,"R",19990,"R",20520,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10164,"R",10320,"R",10488,"R",10488,"R",7152,"R",7164,"R",7680,"R",7680,"R",7152,"R",7164,"R",7680,"R",7680,"12.0401","R",19900,"R",0,"R",1500,1,"R",12,"51.0713","R",15995,"R",0,"R",41,2,"R",9,"51.0805","R",20520,"R",0,"R",65,2,"R",13,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457192,2,"12.0402","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",13500,"R",13500,"R",13500,"R",13500,"R",2000,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5644,"R",5644,"R",5644,"R",5644,"R",2580,"R",2580,"R",2580,"R",2580,"R",2580,"R",2580,"R",2580,"R",2580,"12.0413","R",8150,"R",350,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457208,3,"46.0302","A",.,"A",.,"R",49,2,"R",13,"R",50,"R",30,"R",30,"R",20115,"R",20115,"R",20115,"R",19650,"A",.,"A",.,"A",.,"R",1322,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15650,"R",15963,"R",16100,"R",16125,"R",4300,"R",4350,"R",4400,"R",4438,"R",4300,"R",4350,"R",4400,"R",4438,"51.1501","R",20445,"R",887,"R",41,2,"R",12,"51.0801","R",16950,"R",334,"R",42,2,"R",11,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457244,2,"12.0503","A",.,"A",.,"R",900,1,"R",9,"R",36,"R",900,"R",36,"R",21660,"R",21660,"R",21660,"R",21660,"R",1821,"R",1821,"R",1821,"R",1821,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4275,"R",7227,"R",7227,"R",7227,"R",450,"R",450,"R",450,"R",450,"R",450,"R",450,"R",450,"R",450,"12.0501","R",21315,"R",1092,"R",1190,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457253,6,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",48,"R",900,"R",26,"R",14395,"R",11121,"R",11115,"R",13915,"R",900,"R",900,"R",900,"R",1100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15024,"R",15324,"R",15960,"R",16656,"R",5232,"R",5532,"R",5556,"R",5544,"R",5700,"R",5688,"R",5712,"R",5712,"12.0402","R",10425,"R",900,"R",1500,1,"R",12,"12.0409","R",4215,"R",575,"R",600,1,"R",4,"12.0413","R",4215,"R",675,"R",600,1,"R",4,"12.0410","R",2835,"R",475,"R",400,1,"R",3,"12.0402","R",3655,"R",900,"R",400,1,"R",3,
457299,8,"51.3501","A",.,"A",.,"R",720,1,"R",6,"R",24,"R",900,"R",26,"R",10359,"R",4608,"R",4608,"R",4608,"R",591,"R",392,"R",392,"R",392,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5598,"R",7662,"R",7980,"R",8328,"R",2058,"R",2766,"R",2778,"R",2772,"R",2058,"R",2844,"R",2856,"R",2856,"51.0801","R",10386,"R",1464,"R",900,1,"R",9,"51.3901","R",27324,"R",1626,"R",1800,1,"R",13,"51.1009","R",1725,"R",160,"R",80,1,"R",2,"51.0701","R",35340,"R",3560,"R",186,2,"R",23,"51.3902","R",1659,"R",191,"R",164,1,"R",2,
457314,1,"51.3901","A",.,"A",.,"R",1530,1,"R",10,"R",40,"R",900,"R",26,"R",25245,"R",26010,"R",26010,"R",26010,"R",3454,"R",3495,"R",3495,"R",3495,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11280,"R",11900,"R",12670,"R",14280,"R",6690,"R",6290,"R",7000,"R",6970,"R",4870,"R",5170,"R",5490,"R",5500,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457323,1,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",50,"R",900,"R",26,"R",18110,"R",18011,"R",18000,"R",19456,"R",2600,"R",3790,"R",3790,"R",2454,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13275,"R",13188,"R",13050,"R",26600,"R",7325,"R",10788,"R",11125,"R",15213,"R",4800,"R",7650,"R",7850,"R",7963,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457332,1,"12.0407","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",26,"R",18500,"R",18500,"R",18500,"R",18500,"R",3000,"R",3000,"R",3000,"R",3000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9444,"R",9444,"R",9444,"R",11784,"R",2028,"R",2028,"R",2028,"R",9480,"R",2028,"R",2028,"R",2028,"R",7428,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457341,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",31,"R",19200,"R",19200,"R",19200,"R",19200,"R",2865,"R",2865,"R",2865,"R",2865,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13910,"R",14183,"R",14105,"R",12428,"R",9373,"R",9555,"R",6851,"R",7891,"R",8034,"R",8203,"R",6409,"R",4823,"12.0409","R",3715,"R",1023,"R",300,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457378,14,"51.3901","A",.,"A",.,"R",1350,1,"R",11,"R",45,"R",900,"R",30,"R",4496,"R",5306,"R",5576,"R",5576,"R",1550,"R",1700,"R",1700,"R",1700,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8786,"R",8786,"R",8786,"R",8786,"R",7684,"R",7684,"R",7684,"R",7684,"R",7346,"R",7346,"R",7346,"R",7346,"12.0401","R",4356,"R",900,"R",1200,1,"R",12,"11.0901","R",3267,"R",250,"R",900,1,"R",8,"47.0604","R",6534,"R",250,"R",1800,1,"R",18,"47.0201","R",2723,"R",250,"R",750,1,"R",9,"48.0508","R",4337,"R",750,"R",1050,1,"R",12,
457387,18,"51.3901","A",.,"A",.,"R",1350,1,"R",13,"R",50,"R",900,"R",33,"R",5080,"R",5255,"R",5865,"R",5084,"R",968,"R",994,"R",1015,"R",1543,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12600,"R",15113,"R",16375,"R",15875,"R",2875,"R",3075,"R",3950,"R",3813,"R",2875,"R",3075,"R",3950,"R",3813,"47.0302","R",7176,"R",4404,"R",1800,1,"R",24,"47.0604","R",6766,"R",3260,"R",1800,1,"R",24,"12.0401","R",5520,"R",621,"R",1200,1,"R",12,"48.0501","R",5212,"R",1299,"R",1500,1,"R",15,"12.0503","R",4322,"R",826,"R",1200,1,"R",12,
457396,5,"12.0401","A",.,"A",.,"R",1200,1,"R",10,"R",40,"R",900,"R",26,"R",11840,"R",12090,"R",14500,"R",14650,"R",1750,"R",1750,"R",1850,"R",1850,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9090,"R",9090,"R",9430,"R",12530,"R",6150,"R",6150,"R",6350,"R",6680,"R",4980,"R",4980,"R",5160,"R",5830,"12.0402","R",14650,"R",1850,"R",1200,1,"R",10,"12.0408","R",2150,"R",600,"R",260,1,"R",3,"12.0409","R",7150,"R",1350,"R",600,1,"R",6,"12.0410","R",1950,"R",400,"R",240,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457420,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",45,"R",900,"R",27,"R",14145,"R",14600,"R",14600,"R",14600,"R",1550,"R",1800,"R",2300,"R",2300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15919,"R",16234,"R",19271,"R",12296,"R",6953,"R",8224,"R",9765,"R",8359,"R",5074,"R",5175,"R",5265,"R",8348,"12.0409","R",8500,"R",2300,"R",700,1,"R",6,"12.0499","R",8500,"R",2800,"R",700,1,"R",6,"12.0402","R",14600,"R",2300,"R",1500,1,"R",11,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457439,2,"12.0401","A",.,"A",.,"R",1200,1,"R",10,"R",39,"R",900,"R",29,"R",13395,"R",13395,"R",13395,"R",13395,"R",1442,"R",1571,"R",1590,"R",1590,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8892,"R",8892,"R",8892,"R",8278,"R",5987,"R",6026,"R",6026,"R",5733,"R",5723,"R",5811,"R",6035,"R",6201,"12.0499","R",6750,"R",1174,"R",600,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457448,1,"12.0401","A",.,"A",.,"R",1200,1,"R",8,"R",30,"R",1200,"R",30,"R",15065,"R",15065,"R",13575,"R",13575,"R",2450,"R",2450,"R",1775,"R",1715,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7958,"R",7913,"R",7830,"R",8010,"R",4388,"R",6473,"R",6675,"R",6825,"R",2880,"R",4590,"R",4710,"R",6825,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457466,2,"12.0402","A",.,"A",.,"R",1500,1,"R",16,"R",64,"R",900,"R",36,"R",14500,"R",15500,"R",15500,"R",15500,"R",575,"R",575,"R",575,"R",750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",20400,"R",20400,"R",20400,"R",20400,"R",4000,"R",4000,"R",4000,"R",4000,"R",4000,"R",4000,"R",4000,"R",4000,"12.0413","R",8000,"R",350,"R",750,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457475,2,"12.0407","A",.,"A",.,"R",1325,1,"R",10,"R",38,"R",900,"R",26,"R",17050,"R",17050,"R",17050,"R",17450,"R",2226,"R",2226,"R",2226,"R",2226,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9586,"R",9586,"R",9586,"R",8702,"R",6232,"R",6232,"R",5330,"R",6346,"R",4342,"R",4342,"R",3829,"R",4332,"12.0413","R",9050,"R",950,"R",750,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457527,3,"51.3801","A",.,"A",.,"R",74,2,"R",23,"R",90,"R",24,"R",30,"R",32100,"R",32100,"R",32100,"R",32100,"R",3586,"R",3730,"R",3730,"R",3850,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",23783,"R",24143,"R",24345,"R",25988,"R",15480,"R",15728,"R",15863,"R",15975,"R",10778,"R",10958,"R",11048,"R",11160,"51.3901","R",25400,"R",2819,"R",1121,1,"R",16,"51.3801","R",22200,"R",1300,"R",50,2,"R",16,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457536,14,"51.0909","A",.,"A",.,"R",37,2,"R",14,"R",56,"R",24,"R",36,"R",14960,"R",18960,"R",18960,"R",21960,"R",500,"R",700,"R",700,"R",606,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11004,"R",11452,"R",11550,"R",11634,"R",5502,"R",5796,"R",5838,"R",5740,"R",5502,"R",5656,"R",5698,"R",5740,"51.1011","R",11420,"R",600,"R",24,2,"R",10,"51.0920","R",24060,"R",920,"R",58,2,"R",20,"51.0910","R",26060,"R",960,"R",66,2,"R",20,"51.0801","R",11420,"R",548,"R",29,2,"R",10,"51.0920","R",26060,"R",1775,"R",72,2,"R",20,
457545,5,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",26,"R",16925,"R",16925,"R",16925,"R",16925,"R",2695,"R",3333,"R",3333,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13812,"R",15156,"R",15012,"R",10740,"R",7644,"R",8388,"R",8388,"R",4524,"R",5040,"R",5532,"R",7344,"R",6984,"12.0409","R",8675,"R",750,"R",750,1,"R",5,"12.0413","R",6000,"R",1200,"R",500,1,"R",4,"12.0413","R",12000,"R",1200,"R",1000,1,"R",8,"12.0413","R",9000,"R",1200,"R",750,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457554,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",14200,"R",15325,"R",15325,"R",15325,"R",1300,"R",1300,"R",1300,"R",1300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7500,"R",7500,"R",7500,"R",7500,"R",2500,"R",2500,"R",2500,"R",2500,"R",1250,"R",1250,"R",1250,"R",1250,"12.0413","R",10450,"R",300,"R",1000,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457563,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",30,"R",17200,"R",17450,"R",18250,"R",18700,"R",1735,"R",1735,"R",1735,"R",1735,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14950,"R",13715,"R",13572,"R",13741,"R",8268,"R",11219,"R",11570,"R",11700,"R",5460,"R",7956,"R",8164,"R",8229,"12.0409","R",9150,"R",1350,"R",700,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457572,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",45,"R",900,"R",26,"R",14549,"R",14549,"R",15949,"R",13800,"A",.,"A",.,"A",.,"R",2499,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10879,"R",12341,"R",12218,"R",12251,"R",11790,"R",10091,"R",10969,"R",10440,"R",7909,"R",6761,"R",6975,"R",6986,"12.0409","R",8283,"R",1616,"R",700,1,"R",7,"12.0410","R",5343,"R",1156,"R",600,1,"R",6,"12.0413","R",8100,"A",.,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457581,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",42,"R",943,"R",26,"R",16700,"R",16700,"R",16700,"R",16700,"R",2267,"R",2651,"R",2651,"R",2705,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8064,"R",8589,"R",8589,"R",8726,"R",3980,"R",4242,"R",4242,"R",4305,"R",3980,"R",4242,"R",4242,"R",4305,"12.0409","R",10200,"R",2597,"R",1000,1,"R",10,"12.0413","R",3750,"R",150,"R",450,1,"R",3,"12.0413","R",2500,"R",150,"R",300,1,"R",2,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457606,2,"12.0401","A",.,"A",.,"R",1500,1,"R",10,"R",40,"R",1100,"R",40,"R",7125,"R",7500,"R",7500,"R",7500,"R",585,"R",585,"R",585,"R",585,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5710,"R",5710,"R",5710,"R",5710,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"12.0410","R",3900,"R",475,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457615,1,"51.3901","R",10300,"R",3396,"R",1090,1,"R",16,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457624,2,"51.3999","A",.,"A",.,"R",1082,1,"R",13,"R",52,"R",1082,"R",42,"R",13500,"R",13500,"R",13500,"R",13500,"R",1498,"R",1498,"R",1498,"R",2165,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9529,"R",11232,"R",11492,"R",11583,"R",4940,"R",5759,"R",6617,"R",8255,"R",1105,"R",1326,"R",1326,"R",1495,"12.0401","R",7200,"R",850,"R",1000,1,"R",15,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457633,5,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",13665,"R",15765,"R",17765,"R",17765,"R",2410,"R",2410,"R",2410,"R",2410,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10266,"R",11341,"R",11223,"R",11374,"R",7525,"R",9277,"R",9568,"R",9675,"R",6181,"R",6214,"R",6407,"R",6407,"12.0409","R",8665,"R",1100,"R",600,1,"R",5,"12.0410","R",4265,"R",500,"R",400,1,"R",8,"12.0413","R",5165,"R",300,"R",500,1,"R",4,"12.0413","R",3165,"R",300,"R",300,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
457642,6,"12.0401","A",.,"A",.,"R",1500,1,"R",15,"R",60,"R",900,"R",30,"R",13615,"R",13615,"R",13615,"R",15015,"R",850,"R",850,"R",850,"R",1100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9000,"R",9000,"R",9000,"R",9000,"R",4500,"R",4500,"R",4500,"R",4500,"R",4500,"R",4500,"R",4500,"R",4500,"12.0413","R",2315,"R",300,"R",500,1,"R",6,"12.0409","R",3115,"R",790,"R",400,1,"R",5,"12.0410","R",2115,"R",500,"R",400,1,"R",5,"12.0413","R",1615,"R",300,"R",300,1,"R",4,"12.0413","R",1615,"R",300,"R",301,1,"R",4,
