UNITID,EFDEEXC,XEFDESOM,EFDESOM,EFDENON
114716,356,R,118,929
114734,0,A,0,40
114734,0,A,0,40
114761,0,A,0,61
114761,0,A,0,61
114789,1408,R,2066,19451
114789,1408,R,2066,19451
114789,1133,R,1902,16475
114789,275,R,164,2976
114813,369,R,1029,2166
114813,173,R,733,1525
114813,172,R,731,1518
114813,1,R,2,7
114813,196,R,296,641
114840,787,R,386,1262
114840,787,R,386,1262
114859,1536,R,3091,19446
114859,1536,R,3091,19446
114859,1305,R,2976,17752
114859,231,R,115,1694
114938,280,R,1248,4319
114938,280,R,1248,4319
114938,246,R,1146,3490
114938,34,R,102,829
114947,0,A,0,302
114947,0,A,0,302
115001,532,R,2363,12283
115001,532,R,2363,12283
115001,466,R,2291,11013
115001,66,R,72,1270
115010,0,R,0,265
115010,0,R,0,265
115010,0,R,0,265
115083,868,R,689,1099
115083,228,R,198,19
115083,227,R,198,19
115083,1,R,0,0
115083,640,R,491,1080
115126,1390,R,2542,7925
115126,1390,R,2542,7925
115126,1246,R,2505,7236
115126,144,R,37,689
115214,2,R,6,179
115214,2,R,6,179
115296,2070,R,3339,13089
115296,2070,R,3339,13089
115296,1805,R,3236,11589
115296,265,R,103,1500
115357,0,A,0,63
115357,0,A,0,63
115393,376,R,1163,10789
115393,376,R,1163,10789
115393,326,R,1142,10005
115393,50,R,21,784
115409,0,A,0,842
115409,0,A,0,842
115409,0,A,0,829
115409,0,A,0,13
115658,0,A,0,124
115658,0,A,0,124
115728,0,R,16,850
115728,0,Z,0,526
115728,0,Z,0,515
115728,0,Z,0,11
115728,0,R,16,324
115746,0,A,0,923
115746,0,A,0,923
115755,115,R,1886,6502
115755,89,R,1751,6142
115755,81,R,1749,6126
115755,8,R,2,16
115755,26,R,135,360
115773,0,R,132,348
115773,0,R,111,281
115773,0,R,111,281
115773,0,R,21,67
115861,140,R,1079,6605
115861,140,R,1079,6605
115861,127,R,1052,5694
115861,13,R,27,911
115931,0,A,0,441
115931,0,A,0,441
115931,0,A,0,441
116226,0,A,0,229
116226,0,A,0,229
116226,0,A,0,225
116226,0,A,0,4
116350,0,A,0,276
116350,0,A,0,276
116439,1566,R,3168,9413
116439,1566,R,3168,9413
116439,1237,R,3010,8034
116439,329,R,158,1379
116563,0,A,0,173
116563,0,A,0,173
116712,97,R,214,643
116712,11,R,64,61
116712,11,R,64,61
116712,86,R,150,582
116846,0,A,0,159
116846,0,A,0,65
116846,0,A,0,63
116846,0,A,0,2
116846,0,A,0,94
117052,1085,R,1120,7847
117052,1085,R,1120,7847
117052,853,R,1015,6031
117052,232,R,105,1816
117104,122,R,147,358
117104,98,R,110,358
117104,69,R,110,355
117104,29,Z,0,3
117104,24,R,37,0
117113,0,R,610,509
117113,0,R,610,509
117113,0,R,610,508
117113,0,Z,0,1
117140,857,R,1326,6186
117140,410,R,550,4499
117140,404,R,541,4422
117140,6,R,9,77
117140,447,R,776,1687
117168,0,R,75,543
117168,0,R,63,504
117168,0,R,63,504
117168,0,R,12,39
117195,606,R,362,1084
117195,606,R,362,1084
117195,484,R,339,973
117195,122,R,23,111
117238,0,A,0,142
117238,0,A,0,142
117247,886,R,1136,8906
117247,886,R,1136,8906
117247,750,R,1114,7618
117247,136,R,22,1288
117274,108,R,284,1835
117274,108,R,284,1835
117274,108,R,270,1570
117274,0,R,14,265
117520,0,R,0,634
117520,0,R,0,634
117557,0,A,0,792
117557,0,A,0,138
117557,0,A,0,138
117557,0,A,0,654
117575,96,R,46,98
117575,24,R,19,30
117575,23,R,19,30
117575,1,R,0,0
117575,72,R,27,68
117627,0,R,2384,0
117627,0,R,1963,0
117627,0,R,1898,0
117627,0,R,65,0
117627,0,R,421,0
117636,253,R,457,3734
117636,151,R,248,758
117636,131,R,247,660
117636,20,R,1,98
117636,102,R,209,2976
117645,1285,R,4028,19391
117645,1285,R,4028,19391
117645,1140,R,3959,18103
117645,145,R,69,1288
117672,0,R,61,874
117672,0,R,0,418
117672,0,R,0,73
117672,0,R,0,345
117672,0,R,61,456
117690,1043,R,1241,7116
117690,1043,R,1241,7116
117690,918,R,1182,5900
117690,125,R,59,1216
117706,872,R,1589,18157
117706,872,R,1589,18157
117706,721,R,1555,15823
117706,151,R,34,2334
117715,717,R,794,5144
117715,717,R,794,5144
117715,636,R,745,4310
117715,81,R,49,834
117724,199,R,509,13898
117724,199,R,509,13898
117724,146,R,496,11413
117724,53,R,13,2485
117733,1916,R,2232,14495
117733,1916,R,2232,14495
117733,1668,R,2181,12354
117733,248,R,51,2141
117751,424,R,129,1342
117751,325,R,100,944
117751,159,R,100,896
117751,166,R,0,48
117751,99,R,29,398
117788,2253,R,1759,13649
117788,2253,R,1759,13649
117788,1920,R,1727,10591
117788,333,R,32,3058
117803,0,A,0,200
117803,0,A,0,200
117803,0,A,0,200
117867,1165,R,1209,8062
117867,1165,R,1209,8062
117867,950,R,1160,6400
117867,215,R,49,1662
117894,365,R,1047,7316
117894,365,R,1047,7316
117894,317,R,1029,6560
117894,48,R,18,756
117928,0,R,396,234
117928,0,R,396,234
117928,0,R,396,233
117928,0,Z,0,1
117946,37,R,207,9086
117946,0,R,51,6210
117946,0,R,51,6075
117946,0,R,0,135
117946,37,R,156,2876
117955,0,A,0,201
117955,0,A,0,201
118134,0,A,0,68
118134,0,A,0,68
118143,0,A,0,60
118143,0,A,0,60
118161,0,A,0,139
118161,0,A,0,139
118189,0,A,0,106
118189,0,A,0,106
118198,0,R,8,790
118198,0,R,8,790
118198,0,R,8,790
118259,0,A,0,224
118259,0,A,0,224
118259,0,A,0,224
118277,0,A,0,654
118277,0,A,0,654
118277,0,A,0,652
118277,0,A,0,2
118286,0,A,0,397
118286,0,A,0,397
118286,0,A,0,395
118286,0,A,0,2
118347,105,R,291,5225
118347,105,R,291,5225
118347,97,R,281,4104
118347,8,R,10,1121
118541,45,R,367,573
118541,32,R,346,564
118541,32,R,346,564
118541,13,R,21,9
118684,641,R,782,2815
118684,641,R,782,2815
118684,517,R,732,1936
118684,124,R,50,879
118693,0,A,0,790
118693,0,A,0,790
118693,0,A,0,787
118693,0,A,0,3
118718,421,R,1671,8658
118718,421,R,1671,8658
118718,351,R,1597,7530
118718,70,R,74,1128
118772,1028,R,783,4972
118772,1028,R,783,4972
118772,820,R,770,4237
118772,208,R,13,735
118888,0,A,0,1345
118888,0,A,0,821
118888,0,A,0,819
118888,0,A,0,2
118888,0,A,0,524
118912,2676,R,3951,8174
118912,2676,R,3951,8174
118912,2320,R,3896,7689
118912,356,R,55,485
118930,1149,R,1436,5283
118930,1149,R,1436,5283
118930,950,R,1297,4076
118930,199,R,139,1207
118958,0,A,0,46
118958,0,A,0,46
118967,0,A,0,486
118967,0,A,0,486
118967,0,A,0,485
118967,0,A,0,1
118976,2142,R,4179,11363
118976,2142,R,4179,11363
118976,1958,R,4110,10484
118976,184,R,69,879
118994,0,A,0,169
118994,0,A,0,169
119058,0,A,0,786
119058,0,A,0,20
119058,0,A,0,20
119058,0,A,0,766
119067,577,R,1364,5874
119067,577,R,1364,5874
119067,498,R,1324,5395
119067,79,R,40,479
119137,1067,R,2222,10721
119137,1067,R,2222,10721
119137,957,R,2200,10101
119137,110,R,22,620
119164,513,R,1906,27027
119164,513,R,1906,27027
119164,438,R,1830,24327
119164,75,R,76,2700
119173,168,R,772,2556
119173,160,R,757,1914
119173,149,R,736,1894
119173,11,R,21,20
119173,8,R,15,642
119216,1946,R,3819,9732
119216,1946,R,3819,9732
119216,1785,R,3723,8995
119216,161,R,96,737
119270,9,R,0,1010
119270,9,R,0,1010
119270,9,R,0,897
119270,0,R,0,113
119331,486,R,992,4670
119331,486,R,992,4670
119331,394,R,962,4270
119331,92,R,30,400
119553,0,A,0,919
119553,0,A,0,919
119605,11599,R,1569,4024
119605,4993,R,894,2432
119605,4835,R,890,2257
119605,158,R,4,175
119605,6606,R,675,1592
119678,1208,R,0,1474
119678,1208,R,0,1474
119775,20,R,8,494
119775,0,R,1,413
119775,0,R,0,411
119775,0,R,1,2
119775,20,R,7,81
119845,0,A,0,151
119845,0,A,0,151
119951,0,A,0,339
119951,0,A,0,339
120069,0,A,0,218
120069,0,A,0,218
120078,10,R,0,305
120078,10,R,0,305
120078,10,R,0,305
120087,0,A,0,192
120087,0,A,0,192
120184,64,R,0,1627
120184,0,A,0,982
120184,0,A,0,982
120184,64,R,0,645
120254,0,A,0,1969
120254,0,A,0,1969
120254,0,A,0,1957
120254,0,A,0,12
120272,0,A,0,37
120272,0,A,0,37
120290,1076,R,2630,6108
120290,1076,R,2630,6108
120290,890,R,2558,5130
120290,186,R,72,978
120342,755,R,2760,18216
120342,755,R,2760,18216
120342,664,R,2718,17083
120342,91,R,42,1133
120403,0,R,0,1078
120403,0,R,0,1023
120403,0,R,0,1015
120403,0,R,0,8
120403,0,A,0,55
120421,984,R,1830,4301
120421,984,R,1830,4301
120421,806,R,1748,3952
120421,178,R,82,349
120537,600,R,0,772
120537,338,R,0,623
120537,329,R,0,611
120537,9,R,0,12
120537,262,R,0,149
120661,0,A,0,634
120661,0,A,0,634
120661,0,A,0,634
120698,223,R,202,705
120698,19,R,58,80
120698,19,R,58,80
120698,204,R,144,625
120768,378,R,170,649
120768,163,R,102,257
120768,163,R,102,257
120768,215,R,68,392
120795,9,R,23,98
120795,9,R,23,98
120838,0,A,0,126
120838,0,A,0,31
120838,0,A,0,12
120838,0,A,0,19
120838,0,A,0,95
120865,28,R,46,1364
120865,28,R,46,1361
120865,28,R,44,1328
120865,0,R,2,33
120865,0,A,0,3
120883,0,A,0,6128
120883,0,A,0,3483
120883,0,A,0,3474
120883,0,A,0,9
120883,0,A,0,2645
120953,1874,R,317,1806
120953,1874,R,317,1806
120953,1435,R,288,1665
120953,439,R,29,141
120971,2010,R,5942,15971
120971,2010,R,5942,15971
120971,1702,R,5644,14085
120971,308,R,298,1886
121044,947,R,3611,22607
121044,947,R,3611,22607
121044,864,R,3565,20361
121044,83,R,46,2246
121150,303,R,600,6923
121150,14,R,0,3528
121150,14,R,0,3514
121150,0,R,0,14
121150,289,R,600,3395
121257,0,A,0,1062
121257,0,A,0,1062
121257,0,A,0,1062
121275,0,A,0,202
121275,0,A,0,202
121275,0,A,0,202
121309,158,R,543,3397
121309,1,R,355,2639
121309,1,R,355,2630
121309,0,Z,0,9
121309,157,R,188,758
121345,0,A,0,1563
121345,0,A,0,1563
121345,0,A,0,1547
121345,0,A,0,16
121363,304,R,631,3324
121363,304,R,631,3324
121363,203,R,598,2607
121363,101,R,33,717
121433,0,A,0,82
121433,0,A,0,82
121619,1375,R,2501,24384
121619,1375,R,2501,24384
121619,1218,R,2422,22564
121619,157,R,79,1820
121628,0,A,0,106
121628,0,A,0,106
121637,0,A,0,66
121637,0,A,0,66
121691,22,R,66,4983
121691,22,R,65,3150
121691,16,R,61,3092
121691,6,R,4,58
121691,0,R,1,1833
121707,374,R,760,3670
121707,374,R,760,3670
121707,316,R,728,3014
121707,58,R,32,656
121859,0,A,0,161
121859,0,A,0,161
121868,0,A,0,79
121868,0,A,0,79
121886,1458,R,2169,15593
121886,1458,R,2169,15593
121886,1126,R,2035,13553
121886,332,R,134,2040
121901,1674,R,2003,15967
121901,1674,R,2003,15967
121901,1448,R,1942,14092
121901,226,R,61,1875
121983,0,R,152,152
121983,0,R,105,6
121983,0,R,105,5
121983,0,Z,0,1
121983,0,R,47,146
121992,0,A,0,222
121992,0,A,0,222
122117,0,A,0,156
122117,0,A,0,32
122117,0,A,0,32
122117,0,A,0,124
122180,2380,R,3204,16458
122180,2380,R,3204,16458
122180,2231,R,3151,14759
122180,149,R,53,1699
122205,4259,R,4589,10798
122205,4259,R,4589,10798
122205,3675,R,4454,9677
122205,584,R,135,1121
122296,208,R,22,1677
122296,0,R,0,738
122296,0,R,0,650
122296,0,R,0,88
122296,208,R,22,939
122339,2676,R,2198,11852
122339,2676,R,2198,11852
122339,2288,R,2129,9906
122339,388,R,69,1946
122366,0,R,0,117
122366,0,R,0,117
122366,0,R,0,117
122375,3665,R,3437,16458
122375,3665,R,3437,16458
122375,3162,R,3368,13913
122375,503,R,69,2545
122384,2724,R,1515,10483
122384,2724,R,1515,10483
122384,2320,R,1468,9005
122384,404,R,47,1478
122409,239,R,11822,22627
122409,110,R,11686,18064
122409,96,R,11624,17678
122409,14,R,62,386
122409,129,R,136,4563
122436,469,R,39,8000
122436,0,A,0,5711
122436,0,A,0,5604
122436,0,A,0,107
122436,469,R,39,2289
122454,0,R,8,498
122454,0,A,0,338
122454,0,A,0,332
122454,0,A,0,6
122454,0,R,8,160
122506,0,A,0,401
122506,0,A,0,188
122506,0,A,0,187
122506,0,A,0,1
122506,0,A,0,213
122597,322,R,7825,20898
122597,297,R,7599,18049
122597,246,R,7597,17039
122597,51,R,2,1010
122597,25,R,226,2849
122603,3,R,9,162
122603,3,R,9,162
122612,398,R,285,10320
122612,0,R,35,6710
122612,0,R,35,6629
122612,0,R,0,81
122612,398,R,250,3610
122649,0,A,0,164
122649,0,A,0,164
122658,3331,R,4610,10161
122658,3331,R,4610,10161
122658,2598,R,4293,8206
122658,733,R,317,1955
122685,872,R,1136,3545
122685,872,R,1136,3545
122685,872,R,1136,3545
122728,52,R,399,867
122728,21,R,396,748
122728,21,R,396,742
122728,0,R,0,6
122728,31,R,3,119
122746,718,R,991,6412
122746,718,R,991,6412
122746,627,R,933,5280
122746,91,R,58,1132
122755,593,R,6354,25207
122755,229,R,5995,20208
122755,188,R,5993,20072
122755,41,R,2,136
122755,364,R,359,4999
122791,866,R,1094,7088
122791,866,R,1094,7088
122791,736,R,1058,5985
122791,130,R,36,1103
122834,0,R,113,309
122834,0,R,113,309
122834,0,R,113,309
122852,0,R,21,83
122852,0,R,21,83
122852,0,R,21,83
122889,2543,R,3103,10996
122889,2543,R,3103,10996
122889,2227,R,2954,8646
122889,316,R,149,2350
122931,1,R,0,8421
122931,0,A,0,5438
122931,0,A,0,5411
122931,0,A,0,27
122931,1,Z,0,2983
122977,2908,R,5188,22732
122977,2908,R,5188,22732
122977,2665,R,5118,20371
122977,243,R,70,2361
123013,1512,R,3524,16181
123013,1512,R,3524,16181
123013,1237,R,3397,13854
123013,275,R,127,2327
123095,546,R,2,71
123095,546,R,2,71
123165,0,A,0,1057
123165,0,A,0,1039
123165,0,A,0,1030
123165,0,A,0,9
123165,0,A,0,18
123217,486,R,1759,9714
123217,486,R,1759,9714
123217,394,R,1717,8470
123217,92,R,42,1244
123280,15,Z,0,37
123280,11,Z,0,35
123280,11,Z,0,35
123280,4,Z,0,2
123299,1797,R,2436,5056
123299,1797,R,2436,5056
123299,1458,R,2239,3588
123299,339,R,197,1468
123341,1903,R,3265,12665
123341,1903,R,3265,12665
123341,1733,R,3171,11453
123341,170,R,94,1212
123350,0,A,0,135
123350,0,A,0,135
123448,0,R,12,167
123448,0,R,12,167
123457,119,R,237,656
123457,75,R,201,514
123457,75,R,201,512
123457,0,Z,0,2
123457,44,R,36,142
123484,348,R,635,1333
123484,348,R,635,1333
123484,224,R,612,1166
123484,124,R,23,167
123493,0,A,0,335
123493,0,A,0,335
123493,0,A,0,307
123493,0,A,0,28
123509,607,R,987,7898
123509,607,R,987,7898
123509,486,R,969,6787
123509,121,R,18,1111
123527,1555,R,2742,8423
123527,1555,R,2742,8423
123527,1357,R,2594,7072
123527,198,R,148,1351
123554,0,A,0,3908
123554,0,A,0,2802
123554,0,A,0,2789
123554,0,A,0,13
123554,0,A,0,1106
123563,975,R,2827,5934
123563,975,R,2827,5934
123563,820,R,2622,4777
123563,155,R,205,1157
123572,21,R,1004,8298
123572,7,R,933,7691
123572,7,R,932,7633
123572,0,R,1,58
123572,14,R,71,607
123633,0,A,0,896
123633,0,A,0,261
123633,0,A,0,261
123633,0,A,0,635
123642,0,A,0,356
123642,0,A,0,356
123642,0,A,0,356
123651,91,R,0,2013
123651,91,R,0,1700
123651,71,R,0,1694
123651,20,R,0,6
123651,0,A,0,313
123679,0,A,0,547
123679,0,A,0,547
123679,0,A,0,547
123800,1869,R,4499,12359
123800,1869,R,4499,12359
123800,1607,R,4358,10987
123800,262,R,141,1372
123855,0,A,0,116
123855,0,A,0,116
123916,51,R,26,5
123916,51,R,26,5
123943,0,A,0,544
123943,0,A,0,544
123952,0,A,0,519
123952,0,A,0,262
123952,0,A,0,257
123952,0,A,0,5
123952,0,A,0,257
123961,5435,R,1587,36849
123961,87,R,579,18128
123961,87,R,579,17891
123961,0,R,0,237
123961,5348,R,1008,18721
123970,0,A,0,900
123970,0,A,0,900
124113,1002,R,974,4049
124113,1002,R,974,4049
124113,826,R,918,3806
124113,176,R,56,243
124283,124,R,69,158
124283,124,R,69,158
124292,0,A,0,386
124292,0,A,0,386
124292,0,A,0,386
124487,43,R,41,108
124487,33,R,36,102
124487,33,R,36,102
124487,10,R,5,6
124681,0,A,0,598
124681,0,A,0,598
124706,0,A,0,679
124706,0,A,0,679
124706,0,A,0,679
124779,0,A,0,25
124779,0,A,0,25
124937,0,A,0,681
124937,0,A,0,681
124937,0,A,0,681
125028,1368,R,1813,9670
125028,1368,R,1813,9670
125028,1243,R,1774,8627
125028,125,R,39,1043
125037,8,R,2,89
125037,8,R,2,89
125091,1352,R,2605,7832
125091,1352,R,2605,7832
125091,1020,R,2409,6396
125091,332,R,196,1436
125170,633,R,1061,5117
125170,633,R,1061,5117
125170,536,R,1028,4643
125170,97,R,33,474
125231,52565,A,0,0
125231,8035,A,0,0
125231,7329,A,0,0
125231,706,A,0,0
125231,44530,A,0,0
125310,0,A,0,25
125310,0,A,0,25
125462,1527,R,757,1300
125462,1527,R,757,1300
125462,1287,R,732,1056
125462,240,R,25,244
125471,4127,R,2554,5741
125471,4127,R,2554,5741
125471,3519,R,2469,4664
125471,608,R,85,1077
125499,1321,R,1835,5107
125499,1321,R,1835,5107
125499,1145,R,1693,4280
125499,176,R,142,827
125532,281,R,542,363
125532,281,R,542,363
125532,281,R,542,363
125718,0,R,0,109
125718,0,R,0,109
125727,0,A,0,1277
125727,0,A,0,1277
125727,0,A,0,1277
125763,0,R,0,2072
125763,0,R,0,1614
125763,0,R,0,1594
125763,0,R,0,20
125763,0,A,0,458
125897,0,R,98,1185
125897,0,R,98,1006
125897,0,R,98,1005
125897,0,R,0,1
125897,0,R,0,179
126012,0,A,0,479
126012,0,A,0,479
126030,0,A,0,350
126030,0,A,0,350
126049,37,R,26,548
126049,37,R,26,548
126076,0,A,0,151
126076,0,A,0,151
126076,0,A,0,151
126119,971,R,1128,4271
126119,971,R,1128,4271
126119,824,R,1101,3797
126119,147,R,27,474
126164,0,A,0,13
126164,0,A,0,13
126182,1112,R,433,1825
126182,262,R,117,1635
126182,262,R,116,1604
126182,0,R,1,31
126182,850,R,316,190
126207,276,R,1387,3989
126207,276,R,1387,3989
126207,161,R,1205,2237
126207,115,R,182,1752
126289,2655,R,1262,6344
126289,2655,R,1262,6344
126289,2510,R,1205,3047
126289,145,R,57,3297
126359,0,A,0,411
126359,0,A,0,411
126359,0,A,0,411
126401,0,R,20,103
126401,0,R,20,103
126401,0,R,20,103
126562,2017,R,4061,17882
126562,757,R,2954,10911
126562,739,R,2948,7541
126562,18,R,6,3370
126562,1260,R,1107,6971
126580,1154,R,2235,9170
126580,534,R,2057,8028
126580,497,R,2052,7604
126580,37,R,5,424
126580,620,R,178,1142
126605,0,A,0,478
126605,0,A,0,478
126605,0,A,0,478
126614,633,R,2282,31062
126614,305,R,2147,25449
126614,242,R,2116,25018
126614,63,R,31,431
126614,328,R,135,5613
126669,3318,R,625,3089
126669,2774,R,496,3037
126669,2765,R,492,1440
126669,9,R,4,1597
126669,544,R,129,52
126678,0,A,0,2114
126678,0,A,0,2101
126678,0,A,0,2084
126678,0,A,0,17
126678,0,A,0,13
126687,0,A,0,521
126687,0,A,0,521
126687,0,A,0,521
126702,0,R,488,323
126702,0,R,488,323
126702,0,R,488,323
126711,560,R,722,4524
126711,560,R,722,4524
126711,388,R,630,2505
126711,172,R,92,2019
126748,80,R,85,933
126748,80,R,85,933
126748,69,R,77,479
126748,11,R,8,454
126775,2,R,26,6041
126775,0,R,17,4593
126775,0,R,17,4547
126775,0,R,0,46
126775,2,R,9,1448
126784,0,A,0,170
126784,0,A,0,170
126784,0,A,0,170
126818,2964,R,4446,24446
126818,1018,R,3887,20272
126818,195,R,3851,19451
126818,823,R,36,821
126818,1946,R,559,4174
126827,24132,R,560,856
126827,21160,R,364,678
126827,20947,R,361,678
126827,213,R,3,0
126827,2972,R,196,178
126863,865,R,711,5811
126863,865,R,711,5811
126863,806,R,690,3252
126863,59,R,21,2559
126872,0,A,0,201
126872,0,A,0,201
126872,0,A,0,201
126915,0,R,67,277
126915,0,R,67,277
126915,0,R,63,153
126915,0,R,4,124
126942,944,R,1028,7041
126942,944,R,1028,7041
126942,848,R,994,5780
126942,96,R,34,1261
126951,0,A,0,1033
126951,0,A,0,1033
126951,0,A,0,1033
126979,56,R,137,708
126979,56,R,137,708
127060,1244,R,527,9843
127060,53,R,167,5534
127060,53,R,167,5518
127060,0,R,0,16
127060,1191,R,360,4309
127158,0,A,0,4693
127158,0,A,0,4693
127158,0,A,0,4693
127185,1,R,38,3561
127185,1,R,38,3551
127185,1,R,38,3404
127185,0,R,0,147
127185,0,A,0,10
127200,3198,R,2631,13137
127200,3198,R,2631,13137
127200,2892,R,2506,9145
127200,306,R,125,3992
127219,0,A,0,36
127219,0,A,0,36
127228,0,A,0,117
127228,0,A,0,117
127273,90,R,91,130
127273,90,R,91,130
127316,0,A,0,308
127316,0,A,0,308
127389,35,R,64,692
127389,35,R,64,692
127389,23,R,44,421
127389,12,R,20,271
127556,520,R,2105,7110
127556,455,R,2077,7063
127556,448,R,2072,6214
127556,7,R,5,849
127556,65,R,28,47
127565,1395,R,5925,13154
127565,1320,R,5797,12823
127565,1287,R,5744,12303
127565,33,R,53,520
127565,75,R,128,331
127617,252,R,283,939
127617,252,R,283,939
127617,129,R,143,409
127617,123,R,140,530
127653,38,R,16,877
127653,0,A,0,382
127653,0,A,0,374
127653,0,A,0,8
127653,38,R,16,495
127680,127,R,55,13
127680,127,R,55,13
127680,126,R,55,13
127680,1,Z,0,0
127714,702,R,15,52
127714,702,R,15,52
127714,626,R,15,52
127714,76,R,0,0
127732,72,R,86,1487
127732,72,R,86,1487
127732,67,R,84,1007
127732,5,R,2,480
127741,1036,R,2159,9892
127741,313,R,1656,8042
127741,257,R,1633,7208
127741,56,R,23,834
127741,723,R,503,1850
127778,88,R,84,1292
127778,88,R,84,1292
127778,63,R,84,728
127778,25,R,0,564
127787,0,R,24,118
127787,0,R,24,118
127787,0,R,24,118
127820,2181,R,2482,8491
127820,2181,R,2482,8491
127820,2046,R,2327,6423
127820,135,R,155,2068
127839,0,A,0,269
127839,0,A,0,269
127839,0,A,0,269
127884,651,R,692,4219
127884,651,R,692,4219
127884,642,R,687,2593
127884,9,R,5,1626
127909,1128,R,1026,5584
127909,1128,R,1026,5584
127909,1007,R,985,4546
127909,121,R,41,1038
127918,3049,R,2405,2914
127918,1289,R,1377,1404
127918,1245,R,1372,1399
127918,44,R,5,5
127918,1760,R,1028,1510
127945,455,R,468,0
127945,438,R,468,0
127945,435,R,463,0
127945,3,R,5,0
127945,17,R,0,0
127954,0,A,0,79
127954,0,A,0,19
127954,0,A,0,19
127954,0,A,0,60
128106,43,R,101,7658
128106,42,R,101,4881
128106,41,R,101,3811
128106,1,R,0,1070
128106,1,R,0,2777
128151,0,A,0,1204
128151,0,A,0,1204
128151,0,A,0,1204
128179,0,A,0,742
