UNITID,EFDEEXC,EFDESOM,EFDENON
119270,9,0,897
119270,0,0,113
119331,486,992,4670
119331,486,992,4670
119331,394,962,4270
119331,92,30,400
119553,,,919
119553,,,919
119605,11599,1569,4024
119605,4993,894,2432
119605,4835,890,2257
119605,158,4,175
119605,6606,675,1592
119678,1208,0,1474
119678,1208,0,1474
119775,20,8,494
119775,0,1,413
119775,0,0,411
119775,0,1,2
119775,20,7,81
119845,,,151
119845,,,151
119951,,,339
119951,,,339
120069,,,218
120069,,,218
120078,10,0,305
120078,10,0,305
120078,10,0,305
120087,,,192
120087,,,192
120184,64,0,1627
120184,,,982
120184,,,982
120184,64,0,645
120254,,,1969
120254,,,1969
120254,,,1957
120254,,,12
120272,,,37
120272,,,37
120290,1076,2630,6108
120290,1076,2630,6108
120290,890,2558,5130
120290,186,72,978
120342,755,2760,18216
120342,755,2760,18216
120342,664,2718,17083
120342,91,42,1133
120403,0,0,1078
120403,0,0,1023
120403,0,0,1015
120403,0,0,8
120403,,,55
120421,984,1830,4301
120421,984,1830,4301
120421,806,1748,3952
120421,178,82,349
120537,600,0,772
120537,338,0,623
120537,329,0,611
120537,9,0,12
120537,262,0,149
120661,,,634
120661,,,634
120661,,,634
120698,223,202,705
120698,19,58,80
120698,19,58,80
120698,204,144,625
120768,378,170,649
120768,163,102,257
120768,163,102,257
120768,215,68,392
120795,9,23,98
120795,9,23,98
120838,,,126
120838,,,31
120838,,,12
120838,,,19
120838,,,95
120865,28,46,1364
120865,28,46,1361
120865,28,44,1328
120865,0,2,33
120865,,,3
120883,,,6128
120883,,,3483
120883,,,3474
120883,,,9
120883,,,2645
120953,1874,317,1806
120953,1874,317,1806
120953,1435,288,1665
120953,439,29,141
120971,2010,5942,15971
120971,2010,5942,15971
120971,1702,5644,14085
120971,308,298,1886
121044,947,3611,22607
121044,947,3611,22607
121044,864,3565,20361
121044,83,46,2246
121150,303,600,6923
121150,14,0,3528
121150,14,0,3514
121150,0,0,14
121150,289,600,3395
121257,,,1062
121257,,,1062
121257,,,1062
121275,,,202
121275,,,202
121275,,,202
121309,158,543,3397
121309,1,355,2639
121309,1,355,2630
121309,0,0,9
121309,157,188,758
121345,,,1563
121345,,,1563
121345,,,1547
121345,,,16
121363,304,631,3324
121363,304,631,3324
121363,203,598,2607
121363,101,33,717
121433,,,82
121433,,,82
121619,1375,2501,24384
121619,1375,2501,24384
121619,1218,2422,22564
121619,157,79,1820
121628,,,106
121628,,,106
121637,,,66
121637,,,66
121691,22,66,4983
121691,22,65,3150
121691,16,61,3092
121691,6,4,58
121691,0,1,1833
121707,374,760,3670
121707,374,760,3670
121707,316,728,3014
121707,58,32,656
121859,,,161
121859,,,161
121868,,,79
121868,,,79
121886,1458,2169,15593
121886,1458,2169,15593
121886,1126,2035,13553
121886,332,134,2040
121901,1674,2003,15967
121901,1674,2003,15967
121901,1448,1942,14092
121901,226,61,1875
121983,0,152,152
121983,0,105,6
121983,0,105,5
121983,0,0,1
121983,0,47,146
121992,,,222
121992,,,222
122117,,,156
122117,,,32
122117,,,32
122117,,,124
122180,2380,3204,16458
122180,2380,3204,16458
122180,2231,3151,14759
122180,149,53,1699
122205,4259,4589,10798
122205,4259,4589,10798
122205,3675,4454,9677
122205,584,135,1121
122296,208,22,1677
122296,0,0,738
122296,0,0,650
122296,0,0,88
122296,208,22,939
122339,2676,2198,11852
122339,2676,2198,11852
122339,2288,2129,9906
122339,388,69,1946
122366,0,0,117
122366,0,0,117
122366,0,0,117
122375,3665,3437,16458
122375,3665,3437,16458
122375,3162,3368,13913
122375,503,69,2545
122384,2724,1515,10483
122384,2724,1515,10483
122384,2320,1468,9005
122384,404,47,1478
122409,239,11822,22627
122409,110,11686,18064
122409,96,11624,17678
122409,14,62,386
122409,129,136,4563
122436,469,39,8000
122436,,,5711
122436,,,5604
122436,,,107
122436,469,39,2289
122454,0,8,498
122454,,,338
122454,,,332
122454,,,6
122454,0,8,160
122506,,,401
122506,,,188
122506,,,187
122506,,,1
122506,,,213
122597,322,7825,20898
122597,297,7599,18049
122597,246,7597,17039
122597,51,2,1010
122597,25,226,2849
122603,3,9,162
122603,3,9,162
122612,398,285,10320
122612,0,35,6710
122612,0,35,6629
122612,0,0,81
122612,398,250,3610
122649,,,164
122649,,,164
122658,3331,4610,10161
122658,3331,4610,10161
122658,2598,4293,8206
122658,733,317,1955
122685,872,1136,3545
122685,872,1136,3545
122685,872,1136,3545
122728,52,399,867
122728,21,396,748
122728,21,396,742
122728,0,0,6
122728,31,3,119
122746,718,991,6412
122746,718,991,6412
122746,627,933,5280
122746,91,58,1132
122755,593,6354,25207
122755,229,5995,20208
122755,188,5993,20072
122755,41,2,136
122755,364,359,4999
122791,866,1094,7088
122791,866,1094,7088
122791,736,1058,5985
122791,130,36,1103
122834,0,113,309
122834,0,113,309
122834,0,113,309
122852,0,21,83
122852,0,21,83
122852,0,21,83
122889,2543,3103,10996
122889,2543,3103,10996
122889,2227,2954,8646
122889,316,149,2350
122931,1,0,8421
122931,,,5438
122931,,,5411
122931,,,27
122931,1,0,2983
122977,2908,5188,22732
122977,2908,5188,22732
122977,2665,5118,20371
122977,243,70,2361
123013,1512,3524,16181
123013,1512,3524,16181
123013,1237,3397,13854
123013,275,127,2327
123095,546,2,71
123095,546,2,71
123165,,,1057
123165,,,1039
123165,,,1030
123165,,,9
123165,,,18
123217,486,1759,9714
123217,486,1759,9714
123217,394,1717,8470
123217,92,42,1244
123280,15,0,37
123280,11,0,35
123280,11,0,35
123280,4,0,2
123299,1797,2436,5056
123299,1797,2436,5056
123299,1458,2239,3588
123299,339,197,1468
123341,1903,3265,12665
123341,1903,3265,12665
123341,1733,3171,11453
123341,170,94,1212
123350,,,135
123350,,,135
123448,0,12,167
123448,0,12,167
123457,119,237,656
123457,75,201,514
123457,75,201,512
123457,0,0,2
123457,44,36,142
123484,348,635,1266
123484,348,635,1266
123484,224,612,1099
123484,124,23,167
123493,,,335
123493,,,335
123493,,,307
123493,,,28
123509,607,987,7898
123509,607,987,7898
123509,486,969,6787
123509,121,18,1111
123527,1555,2742,8423
123527,1555,2742,8423
123527,1357,2594,7072
123527,198,148,1351
123554,,,3908
123554,,,2802
123554,,,2789
123554,,,13
123554,,,1106
123563,975,2827,5934
123563,975,2827,5934
123563,820,2622,4777
123563,155,205,1157
123572,21,1004,8298
123572,7,933,7691
123572,7,932,7633
123572,0,1,58
123572,14,71,607
123633,,,896
123633,,,261
123633,,,261
123633,,,635
123642,,,356
123642,,,356
123642,,,356
123651,91,0,2013
123651,91,0,1700
123651,71,0,1694
123651,20,0,6
123651,,,313
123679,,,547
123679,,,547
123679,,,547
123800,1869,4499,12359
123800,1869,4499,12359
123800,1607,4358,10987
123800,262,141,1372
123855,,,116
123855,,,116
123916,51,26,5
123916,51,26,5
123943,,,544
123943,,,544
123952,,,519
123952,,,262
123952,,,257
123952,,,5
123952,,,257
123961,5435,1587,36849
123961,87,579,18128
123961,87,579,17891
123961,0,0,237
123961,5348,1008,18721
123970,,,900
123970,,,900
124113,1002,974,4049
124113,1002,974,4049
124113,826,918,3806
124113,176,56,243
124283,124,69,158
124283,124,69,158
124292,,,386
124292,,,386
124292,,,386
124487,43,41,108
124487,33,36,102
124487,33,36,102
124487,10,5,6
124681,,,598
124681,,,598
124706,,,679
124706,,,679
124706,,,679
124779,,,25
124779,,,25
124937,,,681
124937,,,681
124937,,,681
125028,1368,1813,9670
125028,1368,1813,9670
125028,1243,1774,8627
125028,125,39,1043
125037,8,2,89
125037,8,2,89
125091,1352,2605,7832
125091,1352,2605,7832
125091,1020,2409,6396
125091,332,196,1436
125170,633,1061,5117
125170,633,1061,5117
125170,536,1028,4643
125170,97,33,474
125231,52565,,
125231,8035,,
125231,7329,,
125231,706,,
125231,44530,,
125310,,,25
125310,,,25
125462,1527,757,1300
125462,1527,757,1300
125462,1287,732,1056
125462,240,25,244
125471,4127,2554,5741
125471,4127,2554,5741
125471,3519,2469,4664
125471,608,85,1077
125499,1321,1835,5107
125499,1321,1835,5107
125499,1145,1693,4280
125499,176,142,827
125532,281,542,363
125532,281,542,363
125532,281,542,363
125718,0,0,109
125718,0,0,109
125727,,,1277
125727,,,1277
125727,,,1277
125763,0,0,2072
125763,0,0,1614
125763,0,0,1594
125763,0,0,20
125763,,,458
125897,0,98,1185
125897,0,98,1006
125897,0,98,1005
125897,0,0,1
125897,0,0,179
126012,,,479
126012,,,479
126030,,,350
126030,,,350
126049,37,26,548
126049,37,26,548
126076,,,151
126076,,,151
126076,,,151
126119,971,1128,4271
126119,971,1128,4271
126119,824,1101,3797
126119,147,27,474
126164,,,13
126164,,,13
126182,1112,433,1825
126182,262,117,1635
126182,262,116,1604
126182,0,1,31
126182,850,316,190
126207,276,1387,3989
126207,276,1387,3989
126207,161,1205,2237
126207,115,182,1752
126289,2655,1262,6344
126289,2655,1262,6344
126289,2510,1205,3047
126289,145,57,3297
126359,,,381
126359,,,381
126359,,,381
126401,0,20,103
126401,0,20,103
126401,0,20,103
126562,2017,4061,17882
126562,757,2954,10911
126562,739,2948,7541
126562,18,6,3370
126562,1260,1107,6971
126580,1154,2235,9170
126580,534,2057,8028
126580,497,2052,7604
126580,37,5,424
126580,620,178,1142
126605,,,478
126605,,,478
126605,,,478
126614,633,2282,31062
126614,305,2147,25449
126614,242,2116,25018
126614,63,31,431
126614,328,135,5613
126669,3318,625,3089
126669,2774,496,3037
126669,2765,492,1440
126669,9,4,1597
126669,544,129,52
126678,,,2114
126678,,,2101
126678,,,2084
126678,,,17
126678,,,13
126687,,,521
126687,,,521
126687,,,521
126702,0,488,323
126702,0,488,323
126702,0,488,323
126711,560,722,4524
126711,560,722,4524
126711,388,630,2505
126711,172,92,2019
126748,80,85,933
126748,80,85,933
126748,69,77,479
126748,11,8,454
126775,2,26,6041
126775,0,17,4593
126775,0,17,4547
126775,0,0,46
126775,2,9,1448
126784,,,170
126784,,,170
126784,,,170
126818,2964,4446,24446
126818,1018,3887,20272
126818,195,3851,19451
126818,823,36,821
126818,1946,559,4174
126827,24132,560,856
126827,21160,364,678
126827,20947,361,678
126827,213,3,0
126827,2972,196,178
126863,865,711,5811
126863,865,711,5811
126863,806,690,3252
126863,59,21,2559
126872,,,201
126872,,,201
126872,,,201
126915,0,67,277
126915,0,67,277
126915,0,63,153
126915,0,4,124
126942,944,1028,7041
126942,944,1028,7041
126942,848,994,5780
126942,96,34,1261
126951,,,1033
126951,,,1033
126951,,,1033
126979,56,137,708
126979,56,137,708
127060,1244,527,9843
127060,53,167,5534
127060,53,167,5518
127060,0,0,16
127060,1191,360,4309
127158,,,4693
127158,,,4693
127158,,,4693
127185,1,38,3562
127185,1,38,3552
127185,1,38,3405
127185,0,0,147
127185,,,10
127200,3198,2631,13137
127200,3198,2631,13137
127200,2892,2506,9145
127200,306,125,3992
127219,,,36
127219,,,36
127228,,,117
127228,,,117
127273,90,91,130
127273,90,91,130
127316,,,308
127316,,,308
127389,35,64,692
127389,35,64,692
127389,23,44,421
127389,12,20,271
127556,520,2105,7110
127556,455,2077,7063
127556,448,2072,6214
127556,7,5,849
127556,65,28,47
127565,1395,5925,13154
127565,1320,5797,12823
127565,1287,5744,12303
127565,33,53,520
127565,75,128,331
127617,252,283,939
127617,252,283,939
127617,129,143,409
127617,123,140,530
127653,38,16,877
127653,,,382
127653,,,374
127653,,,8
127653,38,16,495
127680,127,55,13
127680,127,55,13
127680,126,55,13
127680,1,0,0
127714,702,15,52
127714,702,15,52
127714,626,15,52
127714,76,0,0
127732,72,86,1487
127732,72,86,1487
127732,67,84,1007
127732,5,2,480
127741,1036,2159,9892
127741,313,1656,8042
127741,257,1633,7208
127741,56,23,834
127741,723,503,1850
127778,88,84,1292
127778,88,84,1292
127778,63,84,728
127778,25,0,564
127787,0,24,118
127787,0,24,118
127787,0,24,118
127820,2181,2482,8491
127820,2181,2482,8491
127820,2046,2327,6423
127820,135,155,2068
127839,,,269
127839,,,269
127839,,,269
127884,651,692,4219
127884,651,692,4219
127884,642,687,2593
127884,9,5,1626
127909,1128,1026,5584
127909,1128,1026,5584
127909,1007,985,4546
127909,121,41,1038
127918,3049,2405,2914
127918,1289,1377,1404
127918,1245,1372,1399
127918,44,5,5
127918,1760,1028,1510
127945,455,468,0
127945,438,468,0
127945,435,463,0
127945,3,5,0
127945,17,0,0
127954,,,79
127954,,,19
127954,,,19
127954,,,60
128106,43,101,7658
128106,42,101,4881
128106,41,101,3811
128106,1,0,1070
128106,1,0,2777
128151,,,1204
128151,,,1204
128151,,,1204
128179,,,742
128179,,,742
128179,,,742
128188,,,942
128188,,,942
128188,,,942
128258,173,202,1279
128258,173,202,1279
128258,113,164,771
128258,60,38,508
128328,,,4237
128328,,,4237
128328,,,4237
128337,,,85
128337,,,85
128391,119,225,2564
128391,3,83,2412
128391,2,83,1902
128391,1,0,510
128391,116,142,152
128498,237,289,1029
128498,169,263,788
128498,169,263,786
128498,0,0,2
128498,68,26,241
128540,,,95
128540,,,95
128577,145,271,1529
128577,145,271,1529
128577,78,264,1316
128577,67,7,213
128586,,,33
128586,,,33
128586,,,33
128674,0,52,322
128674,0,52,322
128683,30,0,506
128683,30,0,506
128683,30,0,506
128726,,,158
128726,,,158
128744,549,901,4208
128744,263,454,2224
128744,263,454,2224
128744,286,447,1984
128771,97,841,10846
128771,25,617,8896
128771,20,612,8637
128771,5,5,259
128771,72,224,1950
128780,1583,,
128780,1533,,
128780,1459,,
128780,74,,
128780,50,,
128896,,,267
128896,,,267
128902,,,1865
128902,,,1865
128902,,,1822
128902,,,43
129002,,,198
129002,,,198
129020,616,1904,25201
129020,24,1504,17796
129020,17,1501,17512
129020,7,3,284
129020,592,400,7405
129154,584,1380,1582
129154,584,1380,1582
129154,575,1380,1435
129154,9,0,147
129181,,,837
129181,,,837
129215,44,390,4928
129215,19,377,4775
129215,18,375,4425
129215,1,2,350
129215,25,13,153
129242,19,546,4572
129242,11,326,3695
129242,10,321,3624
129242,1,5,71
129242,8,220,877
129349,,,154
129349,,,154
129367,291,638,2373
129367,291,638,2373
129367,194,622,2112
129367,97,16,261
129428,0,0,79
129428,0,0,79
129482,0,415,0
129482,0,415,0
129491,13,30,95
129491,13,30,95
129525,333,395,5986
129525,55,179,4916
129525,48,178,4698
129525,7,1,218
129525,278,216,1070
129534,312,5,147
129534,83,0,52
129534,78,0,38
129534,5,0,14
129534,229,5,95
129543,292,619,4232
129543,292,619,4232
129543,213,600,3931
129543,79,19,301
129695,447,901,5432
129695,447,901,5432
129695,322,820,4652
129695,125,81,780
129729,272,996,5383
129729,272,996,5383
129729,193,953,4830
129729,79,43,553
129756,319,681,1733
129756,319,681,1733
129756,218,644,1517
129756,101,37,216
129774,,,677
129774,,,677
129774,,,579
129774,,,98
129808,246,717,3282
129808,246,717,3282
129808,186,692,3027
129808,60,25,255
129923,,,490
129923,,,490
129932,,,344
129932,,,344
129941,210,1400,5225
129941,40,1106,3790
129941,38,1105,3707
129941,2,1,83
129941,170,294,1435
129969,,,156
129969,,,156
130004,216,676,4908
130004,216,676,4908
130004,136,573,3889
130004,80,103,1019
130040,138,332,936
130040,138,332,936
130040,77,316,673
130040,61,16,263
130110,,,103
130110,,,103
130110,,,95
130110,,,8
130174,,,1928
130174,,,1928
130183,6898,239,543
130183,6278,237,543
130183,6158,234,540
130183,120,3,3
130183,620,2,0
130217,110,313,1136
130217,110,313,1136
130217,91,308,1035
130217,19,5,101
130226,864,950,8086
130226,112,366,6621
130226,112,366,6564
130226,0,0,57
130226,752,584,1465
130253,1145,1759,5628
130253,312,1506,3610
130253,265,1503,3557
130253,47,3,53
130253,833,253,2018
130314,268,256,1943
130314,24,172,698
130314,20,170,653
130314,4,2,45
130314,244,84,1245
130396,193,616,6408
130396,193,616,6408
130396,153,589,5752
130396,40,27,656
130448,204,236,323
130448,204,236,323
130448,192,235,318
130448,12,1,5
130493,145,1037,9138
130493,58,852,7053
130493,58,852,7053
130493,87,185,2085
130509,,,521
130509,,,521
130581,,,108
130581,,,108
130590,,,2350
130590,,,2259
130590,,,2225
130590,,,34
130590,,,91
130606,382,636,2749
130606,382,636,2749
130606,267,602,2435
130606,115,34,314
130624,,,986
130624,,,986
130624,,,986
130697,,,3206
130697,,,2971
130697,,,2913
130697,,,58
130697,,,235
130776,153,956,4612
130776,49,927,4205
130776,44,922,4035
130776,5,5,170
130776,104,29,407
130794,0,14,12444
130794,0,8,5464
130794,0,8,5463
130794,0,0,1
130794,0,6,6980
130837,,,53
130837,,,53
130873,27,18,66
130873,27,18,66
130907,623,2672,11184
130907,623,2672,11184
130907,513,2613,9699
130907,110,59,1485
130934,8,682,3638
130934,7,647,3339
130934,5,645,3042
130934,2,2,297
130934,1,35,299
130943,375,1434,21200
130943,173,1145,17897
130943,116,1138,17256
130943,57,7,641
130943,202,289,3303
130989,,,2063
130989,,,698
130989,,,687
130989,,,11
130989,,,1365
131061,,,136
131061,,,136
131098,14,5,1454
131098,0,5,1379
131098,0,5,1340
131098,0,0,39
131098,14,0,75
131113,5611,4798,4907
131113,3144,1862,3856
131113,3107,1861,3409
131113,37,1,447
131113,2467,2936,1051
131159,879,723,11744
131159,17,492,7391
131159,16,453,6807
131159,1,39,584
131159,862,231,4353
131283,553,118,5405
131283,7,42,3192
131283,7,42,3171
131283,0,0,21
131283,546,76,2213
131399,0,216,4102
131399,0,180,3770
131399,0,180,3515
131399,0,0,255
131399,0,36,332
131405,,,90
131405,,,90
131450,65,298,1203
131450,9,212,900
131450,9,209,894
131450,0,3,6
131450,56,86,303
131469,4422,1310,21427
131469,603,343,10558
131469,559,339,10346
131469,44,4,212
131469,3819,967,10869
131496,1587,214,16724
131496,13,53,7387
131496,10,45,7057
131496,3,8,330
131496,1574,161,9337
131520,77,725,8164
131520,0,461,5438
131520,0,461,5369
131520,0,0,69
131520,77,264,2726
131803,675,178,274
131803,451,140,212
131803,448,140,210
131803,3,0,2
131803,224,38,62
131830,,,34
131830,,,34
131876,0,118,1950
131876,0,105,1458
