UNITID,F2A01,F2B04,F2B06,F2C03,F2C04,F2C06,F2D01,F2D02,F2D03,F2D04,F2E011,F2E012
148982,8396808,4562074,0,0,0,0,578257,0,0,0,2059547,397560
149028,4866653,522206,0,345271,6000,2000,5373439,0,0,0,2562477,2001935
149329,1101813,107994,0,107759,0,1319559,904781,63132,0,0,1579483,789981
149505,8572912,-2582295,0,1346631,0,9135721,19401201,0,0,0,12697746,6422575
149514,47547862,-8835667,0,0,0,10573046,16202450,0,0,0,16645576,8000918
149639,979310,-344407,0,139100,0,759533,5144972,0,0,0,1467795,1177876
149763,,,,452964,0,477411,12452078,0,0,0,6867044,5049922
149781,542400659,-19255574,0,536297,0,21473840,58430178,0,0,0,40584589,21745227
150048,5801045,-1391958,-796020,967394,12710,2016810,4154320,0,0,0,2462203,1537777
150066,34952000,-4172000,3099000,2460000,0,18981000,27461000,0,0,0,18860000,11869000
150145,9900639,2350012,0,2404136,0,12052680,19526183,0,0,0,12109468,7175834
150163,241646000,7586000,0,3128000,0,57640000,99034000,0,0,0,65876000,35702000
150172,7621945,-22524,0,1098432,191517,3008687,11732056,0,0,0,5214950,3007501
150215,115036048,-9768694,0,0,0,246296,1870644,0,0,0,1356501,1084372
150288,31116605,660356,0,0,0,0,1414497,0,0,0,2964448,1792124
150400,570303059,-32095330,0,927252,0,35632857,43169157,0,0,0,47157914,22512033
150455,384735733,-36034746,0,0,0,22775064,15356383,0,0,0,27752371,10428579
150534,80341719,-10455200,0,2337618,0,36839251,34717528,0,0,0,27508844,16886006
150604,80360641,-5793445,0,2417663,0,12918063,14316958,0,0,0,9648530,5674622
150668,104711223,-9154190,0,926227,0,9721595,11227226,0,0,0,9177304,4706491
150677,5823436,2237516,0,2400643,0,14603851,15683968,0,0,0,13704344,5625819
150756,142810840,-15992810,0,1701180,831856,22319530,14909712,0,0,0,15810533,8407139
150774,749655,-1348655,0,513891,0,5483122,6914650,0,0,0,2833960,1711059
150941,25089309,-462976,0,1360974,0,7687701,14159425,0,0,0,10898882,5349012
151263,90971264,-6113728,0,6771333,0,36547256,76202938,0,0,0,46656299,27075313
151290,101727904,12194571,0,9058021,0,18773450,37470155,0,0,0,17210184,12676047
151777,70058903,102532,0,2977772,0,20175672,24549950,0,0,0,13537874,8053368
151786,69794372,-10550817,0,3805763,0,19643003,56120456,0,0,0,36145739,14457255
151801,163753599,-1752903,0,2520757,0,25796804,43487783,0,0,0,29958916,19547372
151810,0,533934,0,1075648,0,0,4439060,0,0,0,890542,706324
151865,16743201,-950412,0,0,0,78345,373709,0,0,0,1329531,651546
151962,0,32755,0,0,0,0,827094,0,0,0,355666,219809
152080,10639675000,-84799000,0,366000,0,175958000,306742000,0,0,0,359447000,210469185
152099,10586732,-1731461,0,0,0,5220209,17240799,805673,0,0,7935160,5951539
152318,179955991,-10289347,0,879733,3587697,34629878,56179100,0,0,0,42463380,23516471
152336,19773552,3169359,0,1030117,0,15367920,31175404,0,0,0,15896934,10207823
152363,87346,-14679474,0,877050,0,13139925,9573121,0,0,0,7152951,3643502
152381,5039924,-4278656,0,1142738,0,4785985,8028818,0,0,0,8759849,4332741
152390,189497103,3574559,0,766966,0,26836905,28906751,761271,6585,0,23820821,11915717
152451,36926478,-2848676,2847717,0,0,407085,3189915,0,0,0,2002130,1484348
152497,,,,308153,0,0,509164,0,0,0,2740548,1973681
152530,76731000,-5966505,-495,983387,0,19358478,35888661,0,0,0,22973299,10413509
152567,29699193,17696035,0,1955638,0,25049617,39650827,0,0,0,18626533,9847849
152600,204706000,-11819000,0,2350509,0,62488832,76425000,0,0,0,51170000,27573000
152673,336775678,-19327196,0,1048404,0,15183035,14756474,0,0,0,14754449,7801782
152798,9044237,2165319,0,1049474,0,0,9589132,0,0,0,4993080,3671085
152992,11767568,-1578582,0,1452460,0,9814563,12010188,0,0,0,7198131,4425659
153001,123366766,-7584545,0,4390044,0,14943479,26692517,0,0,0,15387255,9397533
153108,74452154,-6808283,0,2528333,0,20136111,17765195,0,0,0,17281253,7719162
153126,26694397,-2425969,0,1360110,0,9354780,17656757,0,0,0,9205128,5769472
153144,84316392,-1667859,-1776085,1700332,0,29001356,19723469,0,0,0,14428435,8506231
153162,71542241,-5431365,0,436990,0,20373427,16871233,0,0,0,12894034,7050028
153241,26108436,655975,0,0,0,0,397788,0,0,0,1789146,1217364
153250,41380225,6017292,0,1513215,0,16043117,21220514,0,0,0,14967681,7429107
153269,203012983,-1228693,0,1893632,0,52248551,86771392,0,0,0,48098198,29692378
153278,84113958,-4231567,0,0,0,1674512,40884510,0,0,0,15194927,8168184
153302,1901507,-1215334,0,242585,0,974199,1982603,0,0,0,1636026,1081852
153320,10648500,-280256,0,349110,0,1454390,2017312,0,0,0,1894637,1179688
153366,50249926,-5463996,0,954942,0,14317266,22531854,0,0,0,12949784,6059203
153375,20370495,1689683,0,3951360,0,15134446,24399866,220141,0,0,11720632,7612241
153384,1692262000,-134288000,0,0,0,41497000,29962000,0,0,0,42256000,22178000
153542,,,,0,0,0,83709,0,0,0,200817,157619
153621,9738827,-3486519,0,695616,0,4928214,5367529,0,0,0,3905519,2307439
153825,19634505,-251461,0,1365046,0,23610055,18710126,0,0,0,10072525,6766693
153834,156165851,-2668638,0,1508577,0,42958742,40616003,0,0,0,30647530,15680283
153861,8664000,-253000,0,174000,0,4858000,16330000,0,0,0,10012000,4410000
153977,14303035,912494,3,2168550,0,663093,13958435,0,0,0,6231986,4130912
154004,56945422,-2746899,0,2533594,810989,16723937,20905022,0,0,0,12398255,7500815
154013,23685712,807280,0,0,0,13385602,21695529,0,0,0,11092439,6692201
154101,49865162,-1713040,0,1444033,0,15532917,13329038,0,0,0,10391933,5541322
154156,131691660,-331453,0,0,0,1951982,52223492,0,0,0,18655289,10566054
154174,60165369,7222573,0,0,0,2652585,66879050,0,0,0,28329019,16791864
154235,140287449,-3543017,0,2548182,0,34647153,49590068,0,0,0,29480328,18895318
154262,,,,299018,0,20430,3111323,0,0,0,2750861,1609634
154350,76209455,-7894918,0,3367045,0,21703392,23626507,0,0,0,15411135,8714810
154493,14942276,486341,0,3594796,0,16883330,49389216,0,0,0,25811006,15014719
154527,72630840,-3659483,0,2411224,0,27063357,25105535,0,0,0,16391226,7668281
154536,23832148,782439,0,0,0,0,801626,0,0,0,1450322,951055
154590,4305919,2150866,-1172259,1956273,0,13662788,13350918,0,0,0,6963470,3816658
154688,46822815,-3289117,0,1165369,0,12793843,27925749,0,0,0,13156284,6950047
154712,27063005,2644772,0,671328,0,23378736,24263191,0,0,0,14189010,7533570
154721,6143867,57191,0,461809,0,8334789,5766445,0,0,0,3966884,2272722
154749,17604797,-678375,0,495564,0,6253500,6365611,0,0,0,3714376,2254717
154855,2553299,1287052,0,123741,0,4091084,8467013,0,0,0,6181962,1522532
155007,6653946,-216499,0,96217,0,0,1973593,0,0,0,1550941,1191377
155070,4720743,5375571,0,27000,0,1640780,3467181,0,0,0,1117025,810449
155089,48309064,-4829582,0,1107119,0,8207967,20870446,0,0,0,9098553,6541604
155177,11488983,-505161,0,253815,0,4662844,5243359,0,0,0,3739009,2244573
155308,0,203121,0,0,0,0,736281,0,0,0,916020,336039
155335,21331151,3953342,0,1112785,0,13616259,18700979,0,0,0,10578891,6776608
155414,29051759,-1460445,0,566800,0,7321508,9064283,0,0,0,3947414,2736265
155496,3278956,1912953,0,243940,0,818230,2662544,0,0,0,1073633,778385
155511,43076510,-4843734,0,446239,0,8280421,6748762,0,0,0,5389090,3375493
155520,9102343,7928843,0,570147,0,12419777,21327663,0,0,0,10822118,7892048
155627,16880924,-1821049,0,456647,0,9561222,25733978,0,0,0,6903574,5070812
155812,18162593,5258935,0,563057,0,7038816,17239710,0,0,0,10288032,6427445
155900,23326873,-4377990,0,382500,0,6718230,16738757,0,0,0,8879721,4826503
155937,13490868,-323898,0,499319,0,6565738,6285228,0,0,0,3161668,2034625
155973,17362223,2536832,-600,512028,0,7266957,6876882,0,0,0,3435772,1711874
156189,47651369,1884099,0,2454621,0,1205766,4544391,0,0,0,2869064,1445009
156213,53222258,4409295,0,2503240,0,12666593,23044896,0,0,0,14361565,8592280
156222,150830215,-12524200,0,0,0,90480,9009504,0,0,0,11139915,7144329
156286,59739585,5611900,0,6335429,0,49376685,60994024,0,0,0,35232785,21323971
156295,1106228400,-14162281,0,3164609,0,0,8508017,0,0,0,24554351,14306798
156356,12007615,-389709,0,1374039,0,4373735,9735234,0,0,0,6047769,3681623
156365,14218963,1419837,0,5465692,0,18209576,26880388,0,0,0,15341395,9277405
156408,267225299,-12732156,0,2596923,0,20416610,25707839,0,0,0,24416013,12786865
156417,17099861,-629384,0,0,0,0,400688,0,0,0,601401,345904
156541,103855062,29624,0,4593938,0,16937469,43136141,0,0,0,19495588,12275961
156727,0,4425348,0,0,0,0,22884783,0,0,0,8241643,6710991
156745,33359826,-5201919,0,2647549,0,17204839,13536448,0,0,0,8196037,5707498
157030,3010112,531373,0,0,0,79398,415748,0,0,0,256490,70287
157076,25038876,2761962,-5523924,1767912,0,5609024,7821017,0,0,0,3402328,2139274
157100,6265963,-940593,0,881612,0,2884057,5179536,0,0,0,2857958,2517455
157207,36729966,-1125346,0,0,0,0,271077,0,0,0,651232,466199
157216,21639500,-137364,0,6499131,0,23238607,22541734,0,0,0,13312878,8751094
157298,78466598,-9449430,0,0,0,913959,43580,0,0,0,2162858,1346898
157377,21027472,-3222732,0,1706791,0,2426009,10207947,0,0,0,5745139,3044685
157535,19980288,-811841,0,4255550,0,12933144,31457864,0,0,0,11320151,9447797
157748,76807763,-3354749,0,0,0,0,21412312,0,0,0,12629898,7914401
157757,17899218,4609610,0,2899523,0,6296273,29091002,0,0,0,15723261,9772994
157809,17053434,-1882839,0,1642479,0,13680471,19998446,0,0,0,9595641,5915065
157818,170779696,1508062,0,3190665,0,14196746,16995013,0,0,0,11578988,7051810
157863,27480309,-1156362,1,1343205,0,9153545,10663798,0,0,0,5159498,3221724
158325,,,,0,0,0,674878,0,0,0,495648,411894
158334,,,,0,0,0,248730,0,0,0,155260,132430
158477,122482267,-13450349,0,298500,0,6947763,8227302,0,0,0,7150787,4081160
158802,85412805,-14756391,0,898700,0,4439417,15193371,0,0,0,15231193,6662647
159568,35755302,336689,0,1953725,0,2886917,10328540,0,0,0,8467836,4533238
159656,286051000,-31579000,0,3242449,0,55681752,64056000,0,0,0,50294000,26015000
159948,84320372,193955,0,0,0,3224357,8377168,0,0,0,11652221,4893933
160029,5740659,4943915,0,0,0,298434,2644371,0,0,0,1894670,1281218
160065,32543774,513086,0,58400,0,122762,11387567,0,0,0,5863719,3676485
160074,5028229,-106832,0,1340439,0,698988,15596725,0,0,0,9323505,6543507
160409,2403025,-5272918,0,96737,0,0,2337925,1581805,96737,0,3715825,1451789
160524,0,-181232,-271118,9772,0,182858,5037183,2192,0,0,2395159,1117235
160755,1201498000,-63941000,0,0,0,164701000,330654000,0,0,0,313979000,169332000
160904,153332467,-10791636,0,4507195,0,17670394,49826550,0,0,0,25863164,18058757
160959,50031343,-582048,0,0,0,509208,13709377,0,0,0,4813052,2875634
160977,289477687,2828991,0,0,0,26466966,78286408,0,0,0,39275764,21182055
161004,1533424000,-69231000,0,0,0,9135000,54677000,0,0,0,54178000,28477000
161022,1919353,226689,0,75956,0,0,1608110,0,0,0,1593093,1186084
161086,710659000,-32476000,0,87000,0,16109000,63084000,0,0,0,47400000,24489000
161208,945587,-318174,0,7500,0,0,1168884,0,0,0,473436,414172
161457,57262121,36510525,0,794250,169000,37410906,152216910,0,0,0,68135173,38836379
161509,7199967,228613,0,85700,0,5916643,8345511,0,0,0,5110349,2608079
161518,15344279,-605319,0,259725,0,15730212,23808112,0,0,0,14436277,9070257
161563,10299795,-951762,0,407625,0,8753886,10882820,0,0,0,4638833,3079269
161572,13347763,-1347811,0,124162,0,6240396,10153837,0,0,0,4371174,2676488
162061,5023909,466009,0,386962,0,2465038,11911346,0,486874,0,3431900,2447988
162210,2539130,835311,0,287900,0,3465865,14940225,0,0,0,9850684,5677392
162654,217928000,-17472000,0,2577733,0,25793415,33341000,307783,1732344,36250,26344953,14201644
162760,74563027,-5487565,0,1472606,0,19357395,23998541,0,0,0,14941586,9364477
162928,4273127000,-14928000,0,1833000,0,242928000,575736000,0,19326000,0,1879545000,847883000
163046,192929774,769010,0,868815,0,73119406,133103713,0,5103994,0,67180874,42483916
163295,87278176,2731462,0,882200,0,30114011,62357529,0,2307117,0,31645028,14858257
163462,46932151,2577871,0,1065273,0,29696497,37893246,0,0,0,20941315,13640219
163532,43683157,1957165,-1705796,71400,0,0,4415929,0,0,0,2538259,2523354
163578,33982752,-2171555,0,0,0,0,33213306,0,1489006,0,22658772,13445420
163976,83893080,-12297791,0,81614,0,9065771,9101538,261972,559498,0,10296644,6114589
164085,0,1547756,0,7200,0,0,14007498,0,0,0,4246792,3325118
164173,69789686,-3986940,0,4521977,0,37304329,58504406,0,3762980,0,41106173,24421944
164216,210380359,-3649179,0,0,0,19535221,35039677,0,0,0,20922189,10935268
164270,114359000,-7335000,0,1815000,0,31090000,34933000,0,2306000,0,22822000,12421000
164368,50131175,6243347,0,0,0,0,53699677,0,0,0,11293809,4430855
164447,15669086,1056508,0,865108,0,27819038,39091012,0,0,0,17923570,10837611
164465,2277427674,-163194575,0,113500,0,34781654,48262365,0,0,0,54591298,29798238
164474,17134420,-3270567,-14420,0,0,1021393,1495062,0,0,0,1940049,1317874
164492,6948189,1500895,0,399367,5760,14713774,18813276,0,0,0,5898422,4868808
164562,102382357,1050852,-4667879,861862,0,34964381,39549611,0,0,0,22572077,14931494
164580,346696532,-10165848,0,209700,0,34062294,112257389,0,0,0,52141151,33971782
164614,0,61863,-123726,10450,0,384090,1070260,0,0,0,222991,198591
164632,53782494,2737589,0,781824,0,11199214,42542883,0,0,0,19116042,11903254
164720,4280799,550686,-582653,992247,0,0,30474012,0,0,0,10503775,7669090
164739,250558000,-11375000,0,713000,0,71877000,142725000,0,0,0,72117000,43999000
164748,316410569,-8500592,0,122000,0,37900977,154604582,0,0,0,107682629,62963110
164872,8952219,-619247,0,40333,0,345369,16447264,0,0,0,5342688,2599609
164915,1816037,-155412,0,0,0,36204,1295699,0,0,0,578839,529423
164924,2417926288,-66706668,0,848550,0,131495899,416018316,0,0,0,298570659,170302167
164988,1758418000,57800000,0,1175500,67510,310423981,985920000,0,0,0,939942173,447805226
165015,899917986,-64740744,0,614300,0,80012324,148035535,0,0,0,118461772,74723217
165060,,,,25350,0,0,4456932,0,0,0,2173672,1945231
165167,19021678,-1283525,0,165650,0,2205674,22465323,0,0,0,10168934,6463007
165264,2857812,1704269,0,0,0,0,13818470,0,0,0,6701716,4166510
165334,392340000,-30153000,0,662796,0,52908455,66497000,0,0,0,43382000,28765000
165495,340829,-206365,0,0,0,0,573066,0,0,0,653833,326471
165529,114592367,-1169522,0,778821,0,30656371,51373187,0,0,0,28942274,20061621
165574,37462766,-4075515,0,224250,0,21041335,19809168,0,0,0,9289781,4824777
165644,20628336,-3575727,0,0,0,8744195,10423964,0,0,0,5873569,3997941
165662,144803811,6009869,0,499249,0,36455240,131491027,0,0,0,53926927,33215387
165671,125652312,-13837963,0,737564,0,28155761,36104601,0,0,0,18206619,9258123
165699,67265303,14499993,0,172500,29845,27271357,65124559,0,0,0,30127564,18480930
165705,53818933,-7886340,0,0,0,114056,60938,0,0,0,1334175,887998
165802,16121976,-208393,0,88000,0,10637315,20355922,0,0,0,11251122,5943178
165884,4152045,-1687701,0,0,0,2063651,6301056,0,0,0,4201973,2737740
165936,41402189,-832223,0,596891,0,24425566,35517313,0,0,0,20477316,10506056
165945,49943778,-1846465,0,0,0,4434878,10688655,126677,0,0,8394239,5598078
166018,38238751,3250081,0,125000,0,30933787,33143651,0,0,0,20811521,12323315
166027,67346408000,-2004713000,0,657000,0,193719000,815213000,0,0,0,1255703000,615914000
166045,2377213,34878,0,0,0,432305,4183723,0,0,0,6379830,4814340
166054,23093986,1472218,0,0,0,1433053,2169414,0,0,0,3348587,2020913
166124,688461737,-38268990,-3,510900,0,40960291,86646475,0,0,0,64408248,31335415
166391,38415096,1059159,0,685766,0,29189747,38373454,0,0,0,15191071,9229908
166407,,,,9150,0,0,4048193,0,0,0,5132245,3605575
166452,173948692,-6723488,0,0,0,10279258,72785354,0,0,0,38885276,25028298
166489,6178598,-347284,0,0,0,3103137,4146180,0,0,0,2476612,1693688
166656,663342274,77617810,0,98600,0,28740505,224997602,0,0,0,79658614,46300575
166683,17478438000,-604486000,0,180000,0,175809000,340005000,0,0,0,805883000,405120000
166717,1772255,1697802,0,0,0,1196111,23226951,0,0,0,10542087,7181714
166850,50568448,4994754,0,414700,0,49447217,69223307,0,0,0,33026244,21667830
166869,27643000,1364000,0,0,0,4910030,42932000,0,0,0,25800000,16028629
166911,662700,488756,0,101108,1000,3973104,6826863,0,0,0,3486902,2132825
166939,683417570,-21937284,0,310088,0,33454257,46852472,0,0,0,55152365,28452342
166948,23526670,2129218,-1,649550,0,18613782,20268228,0,0,0,12636220,7128605
166984,0,0,-42744218,0,0,2704057,12952235,0,0,0,7610344,4784658
167057,97658143,6697587,0,14050,0,10435052,24481170,0,0,0,22819935,14542450
167093,16852301,3751571,0,0,0,350627,20367579,0,0,0,13985295,8053481
167215,86580214,229250,0,0,0,10327883,18457284,0,0,0,7110426,4892255
167251,0,1861751,0,480194,0,12562281,11988753,0,0,0,5461609,3376657
167260,16215412,3266699,1,287771,0,18494371,22226730,0,0,0,7224835,4931045
167297,,,,0,0,155456,3444789,0,0,0,3004591,1220745
167358,840271000,3222000,0,2062000,0,275561000,780170000,0,0,0,405882000,220909735
167394,10180553,2942742,0,666450,0,12366926,20160775,0,0,0,11625007,7721833
167455,9262014,225798,0,339950,0,4240612,7402498,0,0,0,4700606,1749627
167464,4308677,-4531,0,0,0,0,1772500,0,0,0,714488,482394
167598,32822944,655491,0,504250,0,20293921,34238224,0,0,0,17796859,11458856
167677,42766769,-6255434,0,0,0,0,2150980,0,0,0,4552335,1225488
167783,174112627,-8249516,-300,341200,0,36117463,118962431,0,0,0,89671791,36278557
167792,7734752,-2171076,0,0,0,7948709,8492601,0,0,0,6731239,3352199
167835,1746263953,-177640641,0,461881,0,36440790,74071994,0,0,0,85796981,46119032
167899,61048258,-7600734,0,329300,0,38975584,57055109,0,0,0,37542928,18257020
167996,183498968,-13162081,0,927348,0,44397557,47544624,0,0,0,33392287,17236778
168005,183248467,16463910,0,1887998,0,77796577,185336053,0,0,0,75340733,45691922
168148,1955846184,-93213757,0,453613,0,114033147,361621880,0,5000000,0,253254075,140538541
168218,1823588000,-92528000,0,88000,0,0,55074000,0,0,0,103480000,44776000
168227,86651907,677212,0,970021,0,44899218,82888538,379056,350200,0,44770333,26448579
168254,67099532,-4344002,0,874018,0,41034020,76781494,0,0,0,39863839,24142555
168281,196158144,-15160907,0,410220,0,30792939,37592713,0,0,0,29167722,13666347
168290,51397865,-6596799,0,388378,0,10477769,23899013,0,0,0,18116031,10027131
168342,2322388125,-122421241,0,0,0,24170391,68254411,0,0,0,97208614,46683381
168421,490388000,31275000,0,856000,0,61694000,154987000,0,0,0,106640000,62264000
168528,34206398,863221,0,1710649,0,28290408,23806392,0,0,0,14229690,8406695
168546,182115613,-16491729,0,1283610,0,27246638,21489480,147553,0,0,19810840,9495879
168591,113554759,-1946215,0,0,31346,23998897,21120691,0,0,0,16339833,8983015
168740,57129365,-7178534,0,283240,0,29110378,43921350,0,0,0,37921337,19420343
168786,36896603,7014688,0,0,0,21836656,22345700,0,0,0,11456836,6733084
168847,318576737,-1082950,0,5966092,0,12833501,148106327,0,0,0,71203692,38246857
169080,197087353,-4172109,0,0,0,42361359,69582087,0,0,0,53849507,24110148
169099,41571029,-162895,0,0,0,318923,1213670,0,0,0,4615938,2292221
169220,0,-112305,0,0,0,0,2992763,0,0,0,1770920,1237256
169327,84370,-300797,0,269776,0,2084361,6402474,1199,0,0,2278365,1405690
169363,6872716,4855244,0,432154,0,7459808,9545434,0,0,0,7354409,3798661
169424,12636076,-5705190,0,0,0,1113583,4700522,0,0,0,7969664,2910344
169442,54674037,-9757747,0,1490434,0,16187398,31679405,0,0,0,14657312,7859358
169479,53559226,-2149735,0,3727917,0,15666195,97341464,0,0,0,31463040,21067840
169628,7015228,-1203276,0,0,0,15027905,17134648,0,0,0,13490281,8499308
169716,62689959,-2241654,0,2165665,0,54416318,114662994,0,0,0,68160037,42119394
169983,93378754,-2241362,0,1514732,0,27338013,44690473,0,0,0,22011790,13603853
170000,2013138,216310,0,470248,0,1643498,5178694,0,0,0,5423680,2679952
170037,11757667,7417910,0,1504366,0,14237973,26621366,0,0,0,12360865,6737189
170091,597136,-527655,0,138907,0,712664,691615,0,0,0,730204,572980
170286,542613103,602089,0,0,0,7799486,14803752,0,0,0,35285331,16024680
170301,190007753,-15813172,0,1959352,29567,0,63640775,0,0,0,37554429,22719654
170532,221151361,-19401049,0,763174,0,30284739,26366174,0,0,0,24680798,13036769
170675,49990839,4673096,0,1122006,0,16664114,59926863,0,0,0,27186864,15332725
170806,35619098,-5305728,0,1690991,0,13348234,34277280,0,0,0,20186273,12836457
170842,4678743,-6508522,0,848533,0,0,11010831,0,0,0,7505704,6419644
170967,1924199,2498664,0,23116,0,0,11175293,0,0,0,4746855,3255031
171012,,,,0,0,0,1423747,0,0,0,256201,256201
171322,,,,0,0,0,5500584,0,0,0,2580315,1647074
171492,130630303,9874822,0,0,0,14451243,44127086,0,0,0,19164435,9757039
171599,16817663,4680053,0,0,0,8216391,11647667,0,0,0,5566740,3726057
171881,2210516,-907060,0,245046,0,1255026,2694103,0,0,0,2561150,1323421
172033,0,836369,0,26663,0,0,3489906,0,0,0,2929986,2219184
172264,10875808,5469089,0,1937804,32663,0,21663577,0,0,0,11369539,7054789
172334,14628399,567913,0,0,0,16562796,34361879,442309,0,0,23007817,11513925
172440,4575100,-505740,0,589612,0,2843064,7353902,0,0,0,3893943,2130965
172477,26657112,-898220,0,0,0,10124852,43790106,83003,0,0,21085665,10740533
172608,35866260,237751,0,303136,0,0,25614583,0,0,0,8412060,4050380
172705,41109897,4411024,0,0,0,129144,1325512,0,0,0,3092894,1753311
172927,,,,22976,0,0,193584,0,118750,0,455070,332849
173045,39872512,15848869,0,5047118,0,33168919,51773289,0,0,0,30985246,18414974
173142,44813629,-3723572,0,913247,0,4484568,6211949,0,0,0,6756307,3236209
173160,49447145,-1027138,0,4308305,0,32736639,65847096,0,0,0,36178224,22669555
173179,,,,0,0,341066,2525427,0,0,0,2803380,1954518
173258,877939816,-21666024,0,439091,0,26304940,61512194,0,0,0,57304177,29167694
173300,158785264,1322277,0,2629727,0,31991386,40109234,0,0,0,28939673,15193474
173328,34271157,6758018,0,3208085,0,6878394,44778010,0,0,0,16469486,11329350
173452,13642609,-234089,0,291308,0,1567117,11170372,0,0,0,7147651,3452279
173647,186752309,13984775,0,3651964,0,49563308,44623680,0,0,0,36359511,16490920
173665,83009251,-16835025,0,4249111,0,37880950,58201439,90675,0,0,27733580,16233229
173683,,,,0,0,399217,2178320,0,0,0,1027027,736137
173896,92087460,4618733,-9237466,0,0,0,3047883,0,0,0,6273102,2976730
173902,731417000,-74695000,0,641000,0,25079000,50625000,0,0,0,42584000,23615000
173957,,,,669287,0,0,4518133,0,0,0,5366339,4156016
173966,,,,0,0,0,6395975,0,0,0,17502336,10465914
174127,56132239,-646606,0,799960,0,9457999,15144394,0,0,0,9969398,5923613
174437,6307316,-3321299,1,1375236,0,7575652,13308182,0,0,0,8548407,4652884
174491,18176406,4965913,0,3279719,0,19594884,39790330,0,0,0,19872693,12455403
174507,10553322,509591,0,0,0,1241014,20911455,0,0,0,8994010,5295544
174525,511786,209458,0,211966,0,380786,1164138,0,0,0,537345,387067
174747,62838108,6181935,0,0,0,38227376,39351555,0,0,0,23992929,12632480
174792,189291435,688194,0,0,0,33434935,33797004,0,0,0,25614714,12248824
174817,48477665,5385583,0,1445608,0,19860324,55363772,0,0,0,29171728,17346286
174844,473317141,-11437247,0,1753822,0,57958996,67093650,0,0,0,54028620,25469789
174862,8164466,-202000,0,1016564,0,5125155,11421201,0,0,0,3404319,1936461
174899,69145989,1384646,0,4236646,0,34602012,58132658,0,0,0,32287901,17799301
174914,528054506,-30239869,0,5930598,0,102791671,179936881,0,0,0,133657132,79477210
175005,159547797,-5851650,0,4318856,0,29458735,69739726,0,0,0,42573215,26407284
175120,,,,206511,0,1130567,12365,0,0,0,2917292,1442851
175139,9422593,-2131468,0,0,0,0,584621,0,0,0,1509807,929176
175227,24008204,271301,0,998592,34545,100525,20411657,0,0,0,13491750,6833722
175281,32285161,-1905852,0,27500,0,15831682,13665547,0,0,0,10684681,6031634
175421,6043705,3447657,0,415655,0,12824846,39570077,0,0,0,11690280,9332969
175430,13912609,-362097,0,0,0,1943218,2790363,0,0,0,3656396,2076777
175980,118466624,-14887077,0,443752,0,11769734,11351398,0,0,0,13743188,8349333
176053,76568443,2289726,0,1890312,0,26880807,53649655,0,0,0,39107732,23712052
176318,37168480,438980,0,22688,113505,314303,7755110,0,0,0,3433201,2889844
176336,20908,-153685,0,0,0,16207,54476,0,0,0,87187,81535
176406,6252907,1461022,-619594,173388,0,0,6981590,0,0,0,4703204,1646121
176451,1218021,207835,0,0,0,66408,383747,0,0,0,358237,296500
176479,31113686,8085671,0,1694963,0,8819218,51852457,0,0,0,29097697,17321258
176600,3227487,224403,0,0,0,0,1307454,0,0,0,896620,641486
176619,,,,0,0,306840,1654440,0,0,0,1300287,958156
176628,9202313,480468,0,459549,294441,12899574,21842801,0,0,0,13003790,7793862
176664,196608,-693436,0,0,0,860886,2709159,0,0,0,1255946,852388
176770,,,,243392,0,0,9290497,0,0,0,6148194,3765101
176789,5501096,-1061716,0,0,0,180481,2200569,0,0,0,1407959,1223803
176910,1456616,467380,0,0,0,1422341,1444376,0,0,0,889563,580412
176947,38601297,11333800,0,1367825,0,11382497,25882721,0,0,0,17104134,10626427
177038,20285871,865776,0,0,0,0,11852389,0,0,0,5499185,3169728
177065,152357627,-5123275,0,2706086,0,8653320,85804262,0,0,0,55522032,31204637
177083,337085,434189,0,0,2575184,0,2128277,0,0,0,577876,309688
177092,102221074,11504481,0,0,0,0,3159887,0,0,0,6228997,4378528
177117,101887846,-8549989,0,0,0,2132519,1987300,698054,0,0,6527667,2834147
177126,23595087,-179009,0,0,0,1590940,3045387,0,0,0,2793466,1797566
177144,20146026,1002319,0,458000,0,10569572,10823977,0,0,0,4634631,3308714
177214,71879531,-8608909,0,1513682,698708,13268942,34129233,0,0,0,21480748,13297510
177278,20540277,-1922243,0,0,0,0,927250,0,0,0,2708572,1265304
177339,7940549,-3861439,0,0,0,13368412,20968068,0,0,0,13920812,7789173
177418,18365845,-5521976,0,492667,0,9168223,21704037,0,0,0,11890644,7061109
177542,8292298,-1530567,0,395975,0,5310625,9813054,0,0,0,5117166,3776240
177719,0,-396219,0,185150,0,24920,19641508,0,0,0,8272889,5392957
177746,66839759,10034810,0,213244,0,10640327,11413561,0,0,0,7931346,4466209
177816,19840943,-768821,0,0,0,0,1263199,0,0,0,4122375,1668015
177834,148752196,-1188460,0,0,0,809124,114836235,0,0,0,71112732,34854565
177931,,,,56276,15265,0,354896,0,0,0,187901,110814
177968,170751000,-7936669,0,2390993,0,0,141684301,0,0,0,48842796,30380613
177986,33766443,-1352630,0,30859,0,71490,23668020,0,0,0,13254270,7628948
178059,46745658,6584247,0,910270,0,22811636,68261684,0,0,0,32680927,20663826
178208,357500,3808067,0,0,0,234572,6651058,0,0,0,2730454,1632929
178244,5531254,454791,0,598825,0,13215054,28058777,0,0,0,13673118,7311245
178369,4822063,94800,0,523500,0,15136550,8902785,0,0,0,5543246,4301529
