UNITID,EFFYLEV,EFYTOTLT,XEYTOTLM,EFYTOTLM,EFYTOTLW
242653,2,7687,R,3415,4272
242653,4,2827,R,900,1927
242662,1,6121,R,2474,3647
242662,2,5655,R,2319,3336
242662,4,466,R,155,311
242680,1,2512,R,1041,1471
242680,2,2317,R,988,1329
242680,4,195,R,53,142
242699,1,2397,R,821,1576
242699,2,2267,R,753,1514
242699,4,130,R,68,62
242705,1,5056,R,2840,2216
242705,2,4913,R,2783,2130
242705,4,143,R,57,86
242723,1,892,R,393,499
242723,4,892,R,393,499
242750,1,178,R,74,104
242750,2,178,R,74,104
242820,1,1620,R,1377,243
242820,2,1620,R,1377,243
242945,1,373,R,133,240
242945,2,373,R,133,240
242954,1,101,R,21,80
242954,2,101,R,21,80
242972,1,7339,R,2340,4999
242972,2,6801,R,2203,4598
242972,4,538,R,137,401
242981,1,1819,R,718,1101
242981,2,1764,R,703,1061
242981,4,55,R,15,40
243072,1,2837,R,1095,1742
243072,2,2837,R,1095,1742
243081,1,826,R,279,547
243081,4,826,R,279,547
243106,1,3606,R,1595,2011
243106,2,3606,R,1595,2011
243115,1,4109,R,1734,2375
243115,2,4109,R,1734,2375
243133,1,5118,R,2461,2657
243133,2,5118,R,2461,2657
243142,1,4212,R,1636,2576
243142,2,4212,R,1636,2576
243151,1,3859,R,1352,2507
243151,2,3859,R,1352,2507
243179,1,4219,R,1516,2703
243179,2,4219,R,1516,2703
243188,1,1750,R,820,930
243188,2,1750,R,820,930
243197,1,13412,R,7209,6203
243197,2,12285,R,6590,5695
243197,4,1127,R,619,508
243203,1,2340,R,742,1598
243203,2,445,R,117,328
243203,4,1895,R,625,1270
243212,1,3719,R,1599,2120
243212,2,3719,R,1599,2120
243221,1,17455,R,6753,10702
243221,2,13693,R,5277,8416
243221,4,3762,R,1476,2286
243346,1,14734,R,5802,8932
243346,2,13204,R,5371,7833
243346,4,1530,R,431,1099
243443,1,5404,R,2051,3353
243443,2,4697,R,1848,2849
243443,4,707,R,203,504
243498,1,273,R,178,95
243498,4,273,R,178,95
243568,1,522,R,229,293
243568,2,177,R,45,132
243568,4,345,R,184,161
243577,1,5173,R,3989,1184
243577,2,4085,R,3267,818
243577,4,1088,R,722,366
243586,1,1715,R,692,1023
243586,2,1569,R,643,926
243586,4,146,R,49,97
243601,1,19715,R,7980,11735
243601,2,16383,R,6856,9527
243601,4,3332,R,1124,2208
243638,1,2701,R,1221,1480
243638,2,2701,R,1221,1480
243647,1,800,R,353,447
243647,2,800,R,353,447
243665,1,2797,R,915,1882
243665,2,2573,R,862,1711
243665,4,224,R,53,171
243744,1,20200,R,11779,8421
243744,2,8302,R,4348,3954
243744,4,11898,R,7431,4467
243780,1,43161,R,24982,18179
243780,2,31985,R,18582,13403
243780,4,11176,R,6400,4776
243799,1,57,R,7,50
243799,2,57,R,7,50
243823,1,1408,R,671,737
243823,2,443,R,141,302
243823,4,965,R,530,435
243832,1,2590,R,887,1703
243832,2,2423,R,798,1625
243832,4,167,R,89,78
243841,1,1101,R,309,792
243841,2,1101,R,309,792
244233,1,780,R,202,578
244233,2,780,R,202,578
244279,1,264,R,16,248
244279,2,264,R,16,248
244437,1,31783,R,12711,19072
244437,2,31783,R,12711,19072
244446,1,5666,R,2061,3605
244446,2,5666,R,2061,3605
244491,1,123,R,8,115
244491,2,123,R,8,115
244561,1,547,R,153,394
244561,2,547,R,153,394
244613,1,403,R,387,16
244613,2,403,R,387,16
245069,1,72,R,15,57
245069,2,72,R,15,57
245281,1,67,R,51,16
245281,2,67,R,51,16
245290,1,57,R,25,32
245290,2,57,R,25,32
245342,1,1625,R,964,661
245342,2,1625,R,964,661
245421,1,106,R,12,94
245421,2,106,R,12,94
245430,1,156,R,15,141
245430,2,156,R,15,141
245625,1,3537,R,1528,2009
245625,2,3537,R,1528,2009
245652,1,474,R,283,191
245652,2,358,R,211,147
245652,4,116,R,72,44
245731,1,34,R,34,0
245731,2,17,R,17,0
245731,4,17,R,17,0
245777,1,144,R,144,0
245777,2,102,R,102,0
245777,4,42,R,42,0
245838,1,1592,R,448,1144
245838,2,668,R,222,446
245838,4,924,R,226,698
245847,1,559,R,163,396
245847,2,227,R,81,146
245847,4,332,R,82,250
245865,1,936,R,177,759
245865,4,936,R,177,759
245883,1,888,R,166,722
245883,2,197,R,51,146
245883,4,691,R,115,576
245892,1,264,R,64,200
245892,2,69,R,18,51
245892,4,195,R,46,149
245953,1,2948,R,1116,1832
245953,2,2345,R,914,1431
245953,4,603,R,202,401
245962,1,464,R,99,365
245962,2,464,R,99,365
245980,1,70,R,3,67
245980,2,70,R,3,67
245999,1,3077,R,1634,1443
245999,2,3077,R,1634,1443
246017,1,413,R,289,124
246017,2,413,R,289,124
246035,1,386,R,57,329
246035,2,386,R,57,329
246071,1,120,R,8,112
246071,2,120,R,8,112
246202,1,714,R,127,587
246202,2,714,R,127,587
246266,1,1054,R,301,753
246266,2,1054,R,301,753
246345,1,190,R,84,106
246345,4,190,R,84,106
246354,1,17722,R,6956,10766
246354,2,17722,R,6956,10766
246406,1,62,R,9,53
246406,2,62,R,9,53
246415,1,93,R,8,85
246415,2,93,R,8,85
246460,1,127,R,25,102
246460,2,127,R,25,102
246789,1,117,R,75,42
246789,4,117,R,75,42
246813,1,5798,R,2050,3748
246813,2,5798,R,2050,3748
246895,1,965,R,293,672
246895,2,965,R,293,672
246974,1,765,R,76,689
246974,2,765,R,76,689
247010,1,59,R,2,57
247010,2,59,R,2,57
247047,1,133,R,6,127
247047,2,133,R,6,127
247065,1,1199,R,192,1007
247065,2,1199,R,192,1007
247153,1,434,R,171,263
247153,2,434,R,171,263
247162,1,124,R,47,77
247162,2,24,R,11,13
247162,4,100,R,36,64
247409,1,310,R,24,286
247409,2,310,R,24,286
247603,1,3934,R,1839,2095
247603,2,3934,R,1839,2095
247649,1,539,R,379,160
247649,2,539,R,379,160
247700,1,663,R,187,476
247700,2,663,R,187,476
247773,1,77,R,77,0
247773,2,68,R,68,0
247773,4,9,R,9,0
247825,1,59,R,34,25
247825,2,32,R,16,16
247825,4,27,R,18,9
247834,1,42465,R,18961,23504
247834,2,42465,R,18961,23504
247940,1,4989,R,2141,2848
247940,2,4989,R,2141,2848
248192,1,37,R,2,35
248192,2,37,R,2,35
248305,1,134,R,6,128
248305,2,134,R,6,128
248527,1,53,R,2,51
248527,2,53,R,2,51
248606,1,1463,R,898,565
248606,2,1463,R,898,565
248624,1,136,R,32,104
248624,2,136,R,32,104
248633,1,84,R,6,78
248633,2,84,R,6,78
248660,1,285,R,25,260
248660,2,285,R,25,260
248703,1,259,R,9,250
248703,2,259,R,9,250
248846,1,128,R,7,121
248846,2,128,R,7,121
248882,1,436,R,129,307
248882,2,436,R,129,307
248925,1,1333,R,745,588
248925,2,1333,R,745,588
248934,1,17942,R,7581,10361
248934,2,17719,R,7447,10272
248934,4,223,R,134,89
249140,1,567,R,127,440
249140,2,567,R,127,440
249238,1,499,R,40,459
249238,2,499,R,40,459
249566,1,534,R,489,45
249566,2,534,R,489,45
249609,1,279,R,145,134
249609,2,279,R,145,134
250027,1,320,R,99,221
250027,2,320,R,99,221
250072,1,223,R,10,213
250072,2,223,R,10,213
250285,1,638,R,597,41
250285,2,638,R,597,41
250601,1,592,R,207,385
250601,2,592,R,207,385
250744,1,976,R,82,894
250744,2,976,R,82,894
250902,1,96,R,12,84
250902,2,96,R,12,84
250993,1,578,R,294,284
250993,2,578,R,294,284
251075,1,372,R,51,321
251075,2,372,R,51,321
251260,1,7127,R,3087,4040
251260,2,7127,R,3087,4040
251312,1,2211,R,512,1699
251312,2,1578,R,346,1232
251312,4,633,R,166,467
260293,1,1279,R,289,990
260293,2,1118,R,268,850
260293,4,161,R,21,140
260336,1,44,R,3,41
260336,2,44,R,3,41
260354,1,114,R,22,92
260354,2,114,R,22,92
260363,1,31,R,1,30
260363,2,31,R,1,30
260372,1,649,R,259,390
260372,2,649,R,259,390
260664,1,511,R,439,72
260664,2,511,R,439,72
260691,1,1745,R,412,1333
260691,2,1745,R,412,1333
260789,1,1031,R,258,773
260789,2,1031,R,258,773
260813,1,294,R,40,254
260813,2,294,R,40,254
260901,1,67107,R,18155,48952
260901,2,53104,R,14781,38323
260901,4,14003,R,3374,10629
260910,1,528,R,94,434
260910,2,467,R,82,385
260910,4,61,R,12,49
260929,1,240,R,21,219
260929,2,240,R,21,219
260947,1,52,R,30,22
260947,2,52,R,30,22
260956,1,231,R,129,102
260956,4,231,R,129,102
260965,1,103,R,5,98
260965,2,103,R,5,98
260992,1,1327,R,162,1165
260992,2,1327,R,162,1165
261436,1,1277,R,54,1223
261436,2,1277,R,54,1223
261676,1,181,R,13,168
261676,2,181,R,13,168
261685,1,190,R,17,173
261685,2,190,R,17,173
261719,1,404,R,17,387
261719,2,404,R,17,387
261773,1,16,R,3,13
261773,2,16,R,3,13
261861,1,158,R,6,152
261861,2,158,R,6,152
262022,1,202,R,106,96
262022,4,202,R,106,96
262031,1,9698,R,4228,5470
262031,2,9698,R,4228,5470
262086,1,12014,R,4394,7620
262086,2,5596,R,2232,3364
262086,4,6418,R,2162,4256
262129,1,884,R,340,544
262129,2,884,R,340,544
262165,1,129,R,91,38
262165,2,129,R,91,38
262332,1,1683,R,763,920
262332,2,1683,R,763,920
262341,1,1003,R,895,108
262341,2,1003,R,895,108
262369,1,172,R,4,168
262369,2,172,R,4,168
262402,1,324,R,317,7
262402,2,324,R,317,7
262466,1,139,R,70,69
262466,2,139,R,70,69
262509,1,628,R,126,502
262509,2,628,R,126,502
362700,1,586,R,91,495
362700,2,586,R,91,495
362782,1,280,R,5,275
362782,2,280,R,5,275
363013,1,118,R,8,110
363013,2,118,R,8,110
363077,1,274,R,58,216
363077,2,274,R,58,216
363147,1,185,R,8,177
363147,2,185,R,8,177
363165,1,1327,R,694,633
363165,2,1327,R,694,633
363439,1,433,R,82,351
363439,2,433,R,82,351
363590,1,482,R,60,422
363590,2,482,R,60,422
363633,1,2200,R,1031,1169
363633,2,2200,R,1031,1169
363679,1,233,R,16,217
363679,2,233,R,16,217
363712,1,32,R,32,0
363712,2,32,R,32,0
363721,1,352,R,138,214
363721,4,352,R,138,214
363882,1,86,R,2,84
363882,2,86,R,2,84
363907,1,1373,R,611,762
363907,2,1018,R,530,488
363907,4,355,R,81,274
363916,1,544,R,182,362
363916,2,490,R,177,313
363916,4,54,R,5,49
363934,1,857,R,721,136
363934,2,819,R,691,128
363934,4,38,R,30,8
364016,1,12516,R,5567,6949
364016,2,12516,R,5567,6949
364025,1,19040,R,9093,9947
364025,2,19040,R,9093,9947
364122,1,6,Z,0,6
364122,2,6,Z,0,6
364168,1,470,R,364,106
364168,2,470,R,364,106
364335,1,407,R,48,359
364335,2,407,R,48,359
364548,1,338,R,207,131
364548,2,338,R,207,131
364575,1,42,R,2,40
364575,2,42,R,2,40
364627,1,458,R,221,237
364627,2,458,R,221,237
364636,1,140,R,50,90
364636,2,140,R,50,90
364751,1,158,R,7,151
364751,2,158,R,7,151
364760,1,95,R,6,89
364760,2,95,R,6,89
364946,1,467,R,194,273
364946,2,467,R,194,273
364955,1,961,R,166,795
364955,2,961,R,166,795
364964,1,185,R,81,104
364964,2,185,R,81,104
364973,1,697,R,378,319
364973,2,697,R,378,319
365055,1,578,R,230,348
365055,2,578,R,230,348
365091,1,515,R,32,483
365091,2,515,R,32,483
365125,1,220,R,8,212
365125,2,220,R,8,212
365198,1,812,R,406,406
365198,2,812,R,406,406
365204,1,7990,R,2596,5394
365204,2,7990,R,2596,5394
365213,1,554,R,266,288
365213,2,554,R,266,288
365240,1,47,R,46,1
365240,2,47,R,46,1
365374,1,1542,R,815,727
365374,2,1542,R,815,727
365383,1,182,R,11,171
365383,2,182,R,11,171
365426,1,291,R,132,159
365426,4,291,R,132,159
365480,1,830,R,421,409
365480,2,830,R,421,409
365505,1,72,R,14,58
365505,2,72,R,14,58
365693,1,206,R,15,191
365693,2,206,R,15,191
365763,1,73,R,26,47
365763,2,73,R,26,47
365824,1,300,R,12,288
365824,2,300,R,12,288
365833,1,431,R,32,399
365833,2,431,R,32,399
366003,1,294,R,158,136
366003,2,214,R,122,92
366003,4,80,R,36,44
366155,1,30,R,20,10
366155,2,30,R,20,10
366191,1,1744,R,1701,43
366191,2,1744,R,1701,43
366252,1,6161,R,3837,2324
366252,2,6161,R,3837,2324
366261,1,342,R,122,220
366261,2,342,R,122,220
366270,1,637,R,44,593
366270,2,637,R,44,593
366289,1,270,R,138,132
366289,2,270,R,138,132
366340,1,1244,R,511,733
366340,2,1244,R,511,733
366368,1,120,R,44,76
366368,4,120,R,44,76
366395,1,33443,R,15543,17900
366395,2,33443,R,15543,17900
366401,1,12629,R,6123,6506
366401,2,12629,R,6123,6506
366438,1,110,R,2,108
366438,2,110,R,2,108
366465,1,3196,R,1049,2147
366465,2,3196,R,1049,2147
366535,1,562,R,119,443
366535,2,562,R,119,443
366553,1,1903,R,403,1500
366553,2,1903,R,403,1500
366571,1,23,R,4,19
366571,2,23,R,4,19
366605,1,87,R,25,62
366605,4,87,R,25,62
366623,1,103,R,46,57
366623,2,103,R,46,57
366632,1,28,R,2,26
366632,2,28,R,2,26
366711,1,13297,R,5242,8055
366711,2,12644,R,5040,7604
366711,4,653,R,202,451
366748,1,1392,R,546,846
366748,2,703,R,285,418
366748,4,689,R,261,428
366793,1,81,R,36,45
366793,4,81,R,36,45
366960,1,715,R,98,617
366960,2,715,R,98,617
367024,1,1273,R,302,971
367024,2,1123,R,252,871
367024,4,150,R,50,100
367051,1,121,R,3,118
367051,2,121,R,3,118
367088,1,98,R,4,94
367088,2,98,R,4,94
367097,1,166,R,15,151
367097,2,166,R,15,151
367103,1,89,R,35,54
367103,2,89,R,35,54
367112,1,1165,R,235,930
367112,2,1165,R,235,930
367158,1,150,R,11,139
367158,2,150,R,11,139
367194,1,484,R,346,138
367194,2,465,R,329,136
367194,4,19,R,17,2
367334,1,459,R,430,29
367334,2,459,R,430,29
367361,1,94,R,36,58
367361,2,94,R,36,58
367398,1,518,R,74,444
367398,2,518,R,74,444
367431,1,56,R,3,53
367431,2,56,R,3,53
367459,1,11172,R,4833,6339
367459,2,11172,R,4833,6339
367839,1,191,R,81,110
367839,2,144,R,57,87
367839,4,47,R,24,23
367875,1,249,R,87,162
367875,2,249,R,87,162
367884,1,2413,R,890,1523
367884,2,2068,R,773,1295
367884,4,345,R,117,228
367909,1,274,R,55,219
367909,2,274,R,55,219
367936,1,2184,R,542,1642
367936,2,737,R,187,550
367936,4,1447,R,355,1092
367954,1,2877,R,1098,1779
367954,4,2877,R,1098,1779
367972,1,208,R,10,198
367972,2,208,R,10,198
367981,1,147,R,4,143
367981,2,147,R,4,143
368036,1,45,R,4,41
368036,2,45,R,4,41
368230,1,239,R,22,217
368230,2,239,R,22,217
368364,1,361,R,198,163
368364,2,361,R,198,163
368407,1,110,R,8,102
368407,2,110,R,8,102
368443,1,1255,R,354,901
368443,2,1255,R,354,901
368452,1,341,R,149,192
368452,2,341,R,149,192
368540,1,41,R,2,39
368540,2,41,R,2,39
368629,1,1155,R,206,949
368629,2,1155,R,206,949
368647,1,43,R,3,40
368647,2,43,R,3,40
368771,1,236,R,73,163
368771,2,236,R,73,163
368780,1,553,R,174,379
368780,2,553,R,174,379
368832,1,64,R,15,49
368832,2,64,R,15,49
368911,1,2430,R,701,1729
368911,2,2430,R,701,1729
369002,1,405,R,195,210
369002,4,405,R,195,210
369109,1,83,R,7,76
369109,2,83,R,7,76
369400,1,3923,R,3790,133
369400,2,3923,R,3790,133
369419,1,2512,R,1803,709
369419,2,2512,R,1803,709
369446,1,73,R,3,70
369446,2,73,R,3,70
369455,1,131,R,47,84
369455,2,131,R,47,84
369516,1,489,R,152,337
369516,2,489,R,152,337
369659,1,307,R,79,228
369659,4,307,R,79,228
369668,1,318,R,139,179
369668,2,318,R,139,179
369686,1,271,R,24,247
369686,2,271,R,24,247
369695,1,126,R,19,107
369695,2,126,R,19,107
369783,1,711,R,50,661
369783,2,711,R,50,661
369862,1,812,R,170,642
369862,2,812,R,170,642
369905,1,592,R,87,505
369905,2,592,R,87,505
369950,1,336,R,306,30
369950,2,336,R,306,30
371034,1,23,R,13,10
371034,2,23,R,13,10
371052,1,684,R,123,561
371052,2,684,R,123,561
371690,1,1448,R,212,1236
371690,2,1448,R,212,1236
371830,1,114,R,74,40
371830,2,114,R,74,40
371928,1,174,R,64,110
371928,2,174,R,64,110
371964,1,301,R,132,169
371964,2,301,R,132,169
372000,1,94,R,16,78
372000,2,94,R,16,78
372028,1,218,R,29,189
372028,2,218,R,29,189
372073,1,488,R,172,316
372073,2,488,R,172,316
372082,1,274,R,89,185
372082,2,274,R,89,185
372240,1,38,R,1,37
372240,2,38,R,1,37
372329,1,3250,R,450,2800
372329,2,3250,R,450,2800
372356,1,99,R,3,96
372356,2,99,R,3,96
372462,1,226,R,14,212
372462,2,226,R,14,212
372718,1,402,R,58,344
372718,2,402,R,58,344
372772,1,462,R,102,360
372772,2,462,R,102,360
372921,1,1148,R,464,684
372921,2,1148,R,464,684
372958,1,550,R,180,370
372958,2,550,R,180,370
373058,1,232,R,88,144
373058,2,232,R,88,144
373085,1,381,R,97,284
373085,2,381,R,97,284
373216,1,67,R,3,64
373216,2,67,R,3,64
373456,1,22,R,3,19
373456,2,22,R,3,19
373526,1,651,R,560,91
373526,2,651,R,560,91
373678,1,257,R,129,128
373678,2,257,R,129,128
373696,1,239,R,102,137
373696,2,239,R,102,137
373711,1,94,R,10,84
373711,2,94,R,10,84
373784,1,1191,R,779,412
373784,2,1191,R,779,412
374024,1,445,R,106,339
374024,4,445,R,106,339
374316,1,101,R,56,45
374316,2,101,R,56,45
374343,1,94,Z,0,94
374343,2,94,Z,0,94
374440,1,19,R,1,18
374440,2,19,R,1,18
374574,1,762,R,114,648
374574,2,762,R,114,648
374592,1,95,R,8,87
374592,2,95,R,8,87
374875,1,1437,R,307,1130
374875,2,1437,R,307,1130
374927,1,98,R,0,98
374927,2,98,R,0,98
374972,1,940,R,299,641
374972,2,940,R,299,641
374990,1,99,R,10,89
374990,2,99,R,10,89
375106,1,192,R,174,18
375106,2,192,R,174,18
375230,1,109,R,109,0
375230,2,109,R,109,0
375300,1,249,R,10,239
375300,2,249,R,10,239
375319,1,106,R,4,102
375319,2,106,R,4,102
375373,1,316,R,69,247
375373,2,316,R,69,247
375407,1,151,R,42,109
375407,2,151,R,42,109
375416,1,737,R,163,574
375416,2,737,R,163,574
375489,1,572,R,72,500
375489,2,572,R,72,500
375540,1,123,R,1,122
375540,2,123,R,1,122
375568,1,78,R,18,60
375568,2,78,R,18,60
375647,1,80,R,9,71
375647,2,80,R,9,71
375656,1,193,R,65,128
375656,2,193,R,65,128
375683,1,1007,R,496,511
375683,2,1007,R,496,511
375692,1,195,R,107,88
375692,2,195,R,107,88
375708,1,129,R,39,90
375708,2,129,R,39,90
375717,1,114,R,46,68
375717,2,114,R,46,68
375726,1,815,R,421,394
375726,2,815,R,421,394
375735,1,279,R,118,161
375735,2,279,R,118,161
375744,1,522,R,322,200
375744,2,522,R,322,200
375753,1,29,R,28,1
375753,2,29,R,28,1
375762,1,114,R,42,72
375762,2,114,R,42,72
375841,1,395,R,209,186
375841,2,395,R,209,186
375939,1,391,R,94,297
375939,2,391,R,94,297
375966,1,161,R,24,137
375966,2,161,R,24,137
375984,1,523,R,45,478
375984,2,523,R,45,478
376224,1,977,R,264,713
376224,2,977,R,264,713
376242,1,470,R,299,171
376242,2,470,R,299,171
376288,1,96,R,32,64
376288,2,96,R,32,64
376321,1,3196,R,891,2305
376321,2,3196,R,891,2305
376330,1,536,R,99,437
376330,2,536,R,99,437
376385,1,1389,R,513,876
376385,2,1389,R,513,876
376446,1,148,R,10,138
376446,2,148,R,10,138
376631,1,58,R,6,52
376631,2,58,R,6,52
376677,1,165,R,66,99
376677,2,165,R,66,99
376695,1,1319,R,668,651
376695,2,1319,R,668,651
377111,1,601,R,181,420
377111,2,601,R,181,420
377193,1,67,R,3,64
377193,2,67,R,3,64
377218,1,251,R,251,0
377218,2,251,R,251,0
377272,1,52,R,5,47
377272,2,52,R,5,47
377281,1,79,R,5,74
377281,2,79,R,5,74
377315,1,114,R,1,113
377315,2,114,R,1,113
377342,1,768,R,136,632
377342,2,768,R,136,632
377449,1,457,R,106,351
377449,2,457,R,106,351
377458,1,472,R,27,445
377458,2,472,R,27,445
377485,1,61,R,1,60
377485,2,61,R,1,60
377546,1,119,R,30,89
377546,2,119,R,30,89
377555,1,6403,R,3119,3284
377555,2,5748,R,2836,2912
377555,4,655,R,283,372
377564,1,5666,R,2615,3051
377564,2,4818,R,2301,2517
377564,4,848,R,314,534
377652,1,582,R,164,418
377652,2,582,R,164,418
377661,1,286,R,81,205
377661,2,286,R,81,205
377670,1,242,R,59,183
377670,2,242,R,59,183
377722,1,579,R,43,536
377722,2,579,R,43,536
377759,1,52,R,40,12
377759,2,52,R,40,12
378105,1,302,R,33,269
378105,2,302,R,33,269
378576,1,1016,R,264,752
378576,2,207,R,61,146
378576,4,809,R,203,606
378886,1,284,R,100,184
378886,2,284,R,100,184
378956,1,992,R,946,46
378956,2,992,R,946,46
379621,1,76,R,9,67
379621,2,76,R,9,67
379746,1,122,R,6,116
379746,2,122,R,6,116
379782,1,362,R,42,320
379782,2,362,R,42,320
380067,1,183,R,3,180
380067,2,183,R,3,180
380094,1,105,R,21,84
380094,2,105,R,21,84
380359,1,635,R,200,435
380359,2,635,R,200,435
380368,1,2682,R,1156,1526
380368,2,2682,R,1156,1526
380377,1,907,R,282,625
380377,2,907,R,282,625
380438,1,641,R,170,471
380438,2,641,R,170,471
380456,1,138,R,4,134
380456,2,138,R,4,134
380465,1,1073,R,582,491
380465,2,581,R,375,206
380465,4,492,R,207,285
380474,1,493,R,116,377
380474,2,493,R,116,377
381255,1,187,R,135,52
381255,2,187,R,135,52
381282,1,269,R,144,125
381282,2,269,R,144,125
381325,1,234,R,69,165
381325,2,234,R,69,165
381352,1,145,R,39,106
381352,4,145,R,39,106
381361,1,90,R,20,70
381361,2,90,R,20,70
381370,1,374,R,13,361
381370,2,374,R,13,361
381404,1,469,R,25,444
381404,2,469,R,25,444
381459,1,289,R,201,88
381459,4,289,R,201,88
381486,1,18,Z,0,18
381486,2,18,Z,0,18
381529,1,410,R,113,297
381529,2,410,R,113,297
381699,1,41,R,4,37
381699,2,41,R,4,37
381732,1,281,R,38,243
381732,2,281,R,38,243
381866,1,90,R,16,74
381866,2,90,R,16,74
381945,1,575,R,195,380
381945,2,575,R,195,380
382063,1,547,R,318,229
382063,2,215,R,139,76
382063,4,332,R,179,153
382258,1,172,R,39,133
382258,2,172,R,39,133
382267,1,146,R,43,103
382267,2,146,R,43,103
382276,1,405,R,117,288
382276,2,405,R,117,288
382416,1,83,R,19,64
382416,2,83,R,19,64
382461,1,70,R,0,70
382461,2,70,R,0,70
382504,1,459,R,120,339
382504,2,459,R,120,339
382771,1,935,R,300,635
382771,2,935,R,300,635
382780,1,268,R,10,258
382780,2,268,R,10,258
382896,1,726,R,119,607
382896,2,726,R,119,607
382902,1,97,R,3,94
382902,2,97,R,3,94
382911,1,140,R,70,70
382911,2,140,R,70,70
382957,1,689,R,240,449
382957,2,689,R,240,449
383020,1,94,R,15,79
383020,2,27,R,2,25
383020,4,67,R,13,54
383084,1,5722,R,2579,3143
383084,2,5722,R,2579,3143
383163,1,489,R,22,467
383163,2,489,R,22,467
383172,1,50,R,10,40
383172,2,50,R,10,40
383190,1,3958,R,1561,2397
383190,2,3958,R,1561,2397
383279,1,248,R,84,164
383279,2,248,R,84,164
383297,1,336,R,13,323
383297,2,336,R,13,323
383312,1,86,R,31,55
383312,2,86,R,31,55
383330,1,109,R,33,76
383330,2,109,R,33,76
383367,1,312,R,66,246
383367,2,312,R,66,246
383464,1,162,R,19,143
383464,2,162,R,19,143
383525,1,151,R,26,125
