UNITID,EFFYLEV,EFYTOTLT,XEYTOTLM,EFYTOTLM,EFYTOTLW
418056,2,154,R,20,134
418065,1,393,R,51,342
418065,2,393,R,51,342
418083,1,69,R,13,56
418083,2,69,R,13,56
418126,1,877,R,231,646
418126,2,605,R,153,452
418126,4,272,R,78,194
418171,1,58,R,56,2
418171,2,58,R,56,2
418199,1,281,R,121,160
418199,2,281,R,121,160
418205,1,621,R,298,323
418205,2,621,R,298,323
418223,1,126,R,10,116
418223,2,126,R,10,116
418250,1,389,R,212,177
418250,2,389,R,212,177
418269,1,166,R,98,68
418269,2,166,R,98,68
418278,1,95,R,50,45
418278,2,95,R,50,45
418296,1,837,R,443,394
418296,2,837,R,443,394
418302,1,600,R,279,321
418302,2,600,R,279,321
418320,1,955,R,552,403
418320,2,955,R,552,403
418339,1,581,R,335,246
418339,2,581,R,335,246
418348,1,698,R,463,235
418348,2,698,R,463,235
418357,1,72,R,13,59
418357,2,72,R,13,59
418384,1,26,R,3,23
418384,2,26,R,3,23
418409,1,1090,R,892,198
418409,2,1090,R,892,198
418427,1,140,R,11,129
418427,2,140,R,11,129
418445,1,66,R,6,60
418445,2,66,R,6,60
418454,1,196,R,84,112
418454,2,196,R,84,112
418481,1,53,R,6,47
418481,2,53,R,6,47
418515,1,245,R,20,225
418515,2,245,R,20,225
418524,1,58,R,5,53
418524,2,58,R,5,53
418533,1,609,R,112,497
418533,2,609,R,112,497
418542,1,146,R,28,118
418542,2,146,R,28,118
418560,1,111,R,24,87
418560,2,111,R,24,87
418588,1,63,R,2,61
418588,2,63,R,2,61
418603,1,88,R,6,82
418603,2,88,R,6,82
418612,1,30,R,3,27
418612,2,30,R,3,27
418658,1,592,R,551,41
418658,2,592,R,551,41
418755,1,116,R,30,86
418755,2,116,R,30,86
418764,1,198,R,48,150
418764,2,198,R,48,150
418773,1,789,R,278,511
418773,2,789,R,278,511
418782,1,495,R,476,19
418782,2,495,R,476,19
418870,1,394,R,126,268
418870,2,394,R,126,268
418889,1,294,R,281,13
418889,2,294,R,281,13
418913,1,42,R,20,22
418913,2,42,R,20,22
418968,1,68,R,0,68
418968,2,68,R,0,68
419031,1,38,R,6,32
419031,2,38,R,6,32
419095,1,67,R,7,60
419095,2,67,R,7,60
419147,1,30,R,1,29
419147,2,30,R,1,29
419156,1,56,R,3,53
419156,2,56,R,3,53
419183,1,457,R,91,366
419183,2,457,R,91,366
419217,1,91,R,25,66
419217,2,91,R,25,66
419226,1,624,R,257,367
419226,2,624,R,257,367
419235,1,230,R,64,166
419235,2,230,R,64,166
419244,1,262,R,243,19
419244,2,262,R,243,19
419253,1,204,R,167,37
419253,2,204,R,167,37
419271,1,18,R,2,16
419271,2,18,R,2,16
419280,1,56,R,0,56
419280,2,56,R,0,56
419314,1,31,R,1,30
419314,2,31,R,1,30
419332,1,32,R,25,7
419332,2,32,R,25,7
419341,1,118,R,65,53
419341,2,118,R,65,53
419411,1,303,R,99,204
419411,2,303,R,99,204
419420,1,100,R,53,47
419420,2,100,R,53,47
419457,1,883,R,233,650
419457,2,155,R,56,99
419457,4,728,R,177,551
419484,1,24,R,2,22
419484,2,24,R,2,22
419633,1,124,R,12,112
419633,2,124,R,12,112
419660,1,755,R,195,560
419660,2,755,R,195,560
419703,1,623,R,593,30
419703,2,623,R,593,30
419712,1,209,R,202,7
419712,2,209,R,202,7
419721,1,289,R,271,18
419721,2,289,R,271,18
420006,1,319,R,58,261
420006,2,295,R,51,244
420006,4,24,R,7,17
420024,1,431,R,74,357
420024,2,431,R,74,357
420042,1,1770,R,1119,651
420042,2,1511,R,949,562
420042,4,259,R,170,89
420103,1,322,R,63,259
420103,2,322,R,63,259
420130,1,317,R,27,290
420130,2,317,R,27,290
420200,1,83,R,2,81
420200,2,83,R,2,81
420246,1,450,R,116,334
420246,4,450,R,116,334
420255,1,116,R,115,1
420255,2,116,R,115,1
420307,1,5341,R,1337,4004
420307,2,5207,R,1302,3905
420307,4,134,R,35,99
420316,1,1056,R,268,788
420316,2,1056,R,268,788
420325,1,103,R,103,0
420325,2,99,R,99,0
420325,4,4,R,4,0
420343,1,1163,R,1133,30
420343,2,1163,R,1133,30
420370,1,509,R,195,314
420370,2,509,R,195,314
420398,1,27477,R,12270,15207
420398,2,27477,R,12270,15207
420431,1,2330,R,931,1399
420431,2,2330,R,931,1399
420440,1,2364,R,849,1515
420440,2,2364,R,849,1515
420459,1,439,R,260,179
420459,2,439,R,260,179
420468,1,422,R,118,304
420468,2,422,R,118,304
420495,1,214,R,19,195
420495,2,214,R,19,195
420538,1,1935,R,793,1142
420538,2,1935,R,793,1142
420556,1,1693,R,664,1029
420556,2,1693,R,664,1029
420574,1,4551,R,3218,1333
420574,2,4076,R,2915,1161
420574,4,475,R,303,172
420608,1,150,R,14,136
420608,2,150,R,14,136
420705,1,219,R,130,89
420705,4,219,R,130,89
420723,1,601,R,268,333
420723,2,601,R,268,333
420866,1,337,R,70,267
420866,2,100,R,26,74
420866,4,237,R,44,193
420981,1,889,R,251,638
420981,2,889,R,251,638
421513,1,208,R,47,161
421513,2,208,R,47,161
421540,1,294,R,152,142
421540,2,294,R,152,142
421559,1,194,R,102,92
421559,2,194,R,102,92
421610,1,66,R,1,65
421610,2,66,R,1,65
421665,1,31,R,0,31
421665,2,31,R,0,31
421708,1,948,R,137,811
421708,2,948,R,137,811
421717,1,52,R,29,23
421717,2,52,R,29,23
421771,1,64,R,4,60
421771,2,64,R,4,60
421832,1,485,R,206,279
421832,2,485,R,206,279
421841,1,311,R,135,176
421841,2,311,R,135,176
421878,1,229,R,19,210
421878,2,229,R,19,210
421896,1,628,R,298,330
421896,2,628,R,298,330
422190,1,92,R,6,86
422190,2,92,R,6,86
422695,1,429,R,55,374
422695,2,429,R,55,374
422835,1,303,R,54,249
422835,2,303,R,54,249
423120,1,704,R,31,673
423120,2,704,R,31,673
423397,1,44,R,44,0
423397,2,44,R,44,0
423643,1,3669,R,1844,1825
423643,4,3669,R,1844,1825
423652,1,689,R,243,446
423652,2,689,R,243,446
423980,1,1732,R,887,845
423980,2,1732,R,887,845
425250,1,180,R,25,155
425250,2,180,R,25,155
425889,1,509,R,73,436
425889,2,509,R,73,436
425986,1,496,R,56,440
425986,2,496,R,56,440
426314,1,20833,R,17956,2877
426314,2,14848,R,13184,1664
426314,4,5985,R,4772,1213
427308,1,218,R,23,195
427308,2,218,R,23,195
427335,1,32,R,0,32
427335,2,32,R,0,32
427894,1,256,R,244,12
427894,2,256,R,244,12
427919,1,246,R,103,143
427919,2,246,R,103,143
427973,1,384,R,349,35
427973,2,384,R,349,35
427982,1,389,R,31,358
427982,2,389,R,31,358
427991,1,849,R,485,364
427991,2,849,R,485,364
428000,1,182,R,91,91
428000,2,182,R,91,91
428019,1,308,R,140,168
428019,2,308,R,140,168
428055,1,464,R,135,329
428055,2,464,R,135,329
428073,1,28,R,0,28
428073,2,28,R,0,28
428125,1,153,R,105,48
428125,2,153,R,105,48
428143,1,383,R,32,351
428143,2,383,R,32,351
428170,1,1135,R,190,945
428170,2,1135,R,190,945
428259,1,388,R,101,287
428259,2,299,R,78,221
428259,4,89,R,23,66
428268,1,716,R,209,507
428268,2,223,R,77,146
428268,4,493,R,132,361
428286,1,863,R,461,402
428286,2,863,R,461,402
428295,1,416,R,395,21
428295,2,416,R,395,21
428392,1,3348,R,1557,1791
428392,2,3348,R,1557,1791
428444,1,1449,R,742,707
428444,2,1449,R,742,707
429012,1,664,R,642,22
429012,2,664,R,642,22
429085,1,154,R,49,105
429085,4,154,R,49,105
429094,1,230,R,56,174
429094,4,230,R,56,174
429100,1,83,R,8,75
429100,2,83,R,8,75
429128,1,1471,R,88,1383
429128,2,1471,R,88,1383
430096,1,401,R,135,266
430096,2,401,R,135,266
430157,1,220,R,213,7
430157,2,220,R,213,7
430166,1,236,R,227,9
430166,2,236,R,227,9
430184,1,4883,R,1635,3248
430184,2,3622,R,1208,2414
430184,4,1261,R,427,834
430218,1,191,R,17,174
430218,2,191,R,17,174
430227,1,209,R,11,198
430227,2,209,R,11,198
430245,1,898,R,148,750
430245,2,898,R,148,750
430254,1,151,R,28,123
430254,2,151,R,28,123
430306,1,59,R,6,53
430306,2,59,R,6,53
430342,1,192,R,95,97
430342,2,192,R,95,97
430403,1,162,R,20,142
430403,2,162,R,20,142
430421,1,342,R,29,313
430421,2,342,R,29,313
430485,1,70,R,28,42
430485,2,70,R,28,42
430564,1,132,R,35,97
430564,2,132,R,35,97
430582,1,428,R,137,291
430582,2,428,R,137,291
430670,1,336,R,156,180
430670,2,37,R,12,25
430670,4,299,R,144,155
430704,1,175,R,59,116
430704,2,16,R,5,11
430704,4,159,R,54,105
430795,1,277,R,93,184
430795,2,277,R,93,184
430810,1,484,R,156,328
430810,2,399,R,130,269
430810,4,85,R,26,59
430883,1,58,R,3,55
430883,2,58,R,3,55
430908,1,102,R,11,91
430908,2,102,R,11,91
430935,1,1089,R,827,262
430935,2,1089,R,827,262
430971,1,113,R,19,94
430971,2,113,R,19,94
431017,1,118,R,46,72
431017,2,118,R,46,72
431071,1,115,R,25,90
431071,2,115,R,25,90
431099,1,155,R,4,151
431099,2,155,R,4,151
431105,1,188,R,18,170
431105,2,188,R,18,170
431123,1,550,R,546,4
431123,2,550,R,546,4
431141,1,2206,R,915,1291
431141,2,2206,R,915,1291
431169,1,158,R,33,125
431169,2,158,R,33,125
431187,1,58,R,55,3
431187,2,58,R,55,3
431196,1,173,R,18,155
431196,2,173,R,18,155
431202,1,65,R,3,62
431202,2,65,R,3,62
431266,1,76,R,6,70
431266,2,76,R,6,70
431275,1,100,R,9,91
431275,2,100,R,9,91
431284,1,109,R,14,95
431284,2,109,R,14,95
431309,1,30,R,15,15
431309,2,30,R,15,15
431558,1,400,R,119,281
431558,2,400,R,119,281
431594,1,22,R,0,22
431594,4,22,R,0,22
431600,1,115,R,19,96
431600,2,115,R,19,96
431691,1,36,R,9,27
431691,2,36,R,9,27
431707,1,38,R,3,35
431707,2,38,R,3,35
431716,1,525,R,270,255
431716,2,525,R,270,255
431770,1,40,R,7,33
431770,2,40,R,7,33
431886,1,912,R,152,760
431886,2,912,R,152,760
431929,1,374,R,78,296
431929,2,374,R,78,296
431956,1,222,R,45,177
431956,2,222,R,45,177
431965,1,162,R,61,101
431965,2,162,R,61,101
431983,1,117,R,117,0
431983,2,117,R,117,0
432074,1,207,R,85,122
432074,2,207,R,85,122
432117,1,168,R,11,157
432117,2,168,R,11,157
432223,1,484,R,219,265
432223,2,421,R,179,242
432223,4,63,R,40,23
432241,1,305,R,112,193
432241,2,281,R,101,180
432241,4,24,R,11,13
432269,1,166,R,141,25
432269,2,166,R,141,25
432302,1,476,R,100,376
432302,2,476,R,100,376
432348,1,112,R,69,43
432348,4,112,R,69,43
432357,1,242,R,58,184
432357,4,242,R,58,184
432384,1,689,R,166,523
432384,2,689,R,166,523
432524,1,171,R,66,105
432524,2,171,R,66,105
432533,1,1302,R,741,561
432533,2,1302,R,741,561
433004,1,361,R,102,259
433004,2,354,R,98,256
433004,4,7,R,4,3
433013,1,788,R,214,574
433013,2,788,R,214,574
433040,1,39,R,2,37
433040,2,39,R,2,37
433068,1,489,R,245,244
433068,2,489,R,245,244
433101,1,915,R,99,816
433101,2,915,R,99,816
433138,1,274,R,68,206
433138,2,274,R,68,206
433165,1,9,R,3,6
433165,2,9,R,3,6
433174,1,551,R,54,497
433174,2,551,R,54,497
433217,1,10,R,2,8
433217,4,10,R,2,8
433387,1,101229,R,37502,63727
433387,2,76073,R,28630,47443
433387,4,25156,R,8872,16284
433420,1,591,R,181,410
433420,2,564,R,166,398
433420,4,27,R,15,12
433466,1,793,R,90,703
433466,2,793,R,90,703
433536,1,798,R,125,673
433536,2,751,R,115,636
433536,4,47,R,10,37
433563,1,130,R,30,100
433563,2,130,R,30,100
433660,1,16674,R,7277,9397
433660,2,15223,R,6780,8443
433660,4,1451,R,497,954
433970,1,184,R,20,164
433970,2,184,R,20,164
434016,1,168,R,75,93
434016,2,168,R,75,93
434061,1,9727,R,4265,5462
434061,2,9727,R,4265,5462
434140,1,1624,R,377,1247
434140,2,1624,R,377,1247
434159,1,493,R,310,183
434159,2,493,R,310,183
434274,1,135,R,23,112
434274,2,135,R,23,112
434283,1,69,R,10,59
434283,2,69,R,10,59
434292,1,1,R,0,1
434292,2,1,R,0,1
434308,1,876,R,181,695
434308,2,876,R,181,695
434317,1,384,R,94,290
434317,2,384,R,94,290
434344,1,250,R,14,236
434344,2,250,R,14,236
434362,1,43,R,43,0
434362,2,43,R,43,0
434380,1,46,R,4,42
434380,2,46,R,4,42
434432,1,49,R,6,43
434432,2,49,R,6,43
434441,1,136,R,36,100
434441,4,136,R,36,100
434469,1,127,R,22,105
434469,2,127,R,22,105
434496,1,109,R,3,106
434496,2,109,R,3,106
434502,1,148,R,8,140
434502,2,148,R,8,140
434520,1,636,R,191,445
434520,2,636,R,191,445
434539,1,487,R,192,295
434539,2,487,R,192,295
434584,1,731,R,291,440
434584,2,731,R,291,440
434672,1,30387,R,12110,18277
434672,2,30387,R,12110,18277
434690,1,303,R,300,3
434690,2,303,R,300,3
434715,1,991,R,437,554
434715,4,991,R,437,554
434751,1,165,R,50,115
434751,2,165,R,50,115
434812,1,155,R,5,150
434812,2,155,R,5,150
434821,1,1448,R,101,1347
434821,2,1448,R,101,1347
434830,1,345,R,15,330
434830,2,345,R,15,330
434900,1,817,R,254,563
434900,2,817,R,254,563
434937,1,37,R,37,0
434937,2,37,R,37,0
434973,1,314,R,183,131
434973,2,275,R,162,113
434973,4,39,R,21,18
435000,1,1031,R,393,638
435000,2,56,R,15,41
435000,4,975,R,378,597
436003,1,267,R,40,227
436003,2,267,R,40,227
436012,1,379,R,29,350
436012,2,379,R,29,350
436021,1,60,R,12,48
436021,4,60,R,12,48
436030,1,366,R,12,354
436030,2,366,R,12,354
436067,1,51,R,5,46
436067,2,51,R,5,46
436094,1,770,R,200,570
436094,2,290,R,86,204
436094,4,480,R,114,366
436100,1,45,R,3,42
436100,2,45,R,3,42
436182,1,132,R,39,93
436182,2,132,R,39,93
436191,1,622,R,328,294
436191,2,622,R,328,294
436261,1,119,R,26,93
436261,4,119,R,26,93
436270,1,236,R,72,164
436270,2,236,R,72,164
436304,1,2682,R,1137,1545
436304,2,2682,R,1137,1545
436429,1,3747,R,2930,817
436429,2,3747,R,2930,817
436438,1,749,R,253,496
436438,2,341,R,140,201
436438,4,408,R,113,295
436465,1,348,R,83,265
436465,2,348,R,83,265
436483,1,469,R,123,346
436483,2,469,R,123,346
436553,1,354,R,78,276
436553,2,354,R,78,276
436599,1,119,R,44,75
436599,2,119,R,44,75
436614,1,90,R,58,32
436614,2,62,R,37,25
436614,4,28,R,21,7
436632,1,179,R,14,165
436632,2,179,R,14,165
436641,1,220,R,52,168
436641,2,220,R,52,168
436650,1,475,R,36,439
436650,2,475,R,36,439
436775,1,322,R,28,294
436775,2,322,R,28,294
436818,1,2830,R,1312,1518
436818,2,2830,R,1312,1518
436827,1,869,R,450,419
436827,2,869,R,450,419
436836,1,1984,R,969,1015
436836,2,1984,R,969,1015
437060,1,402,R,265,137
437060,2,402,R,265,137
437097,1,3277,R,2335,942
437097,2,2411,R,1717,694
437097,4,866,R,618,248
437103,1,11676,R,4731,6945
437103,2,11676,R,4731,6945
437237,1,118,R,110,8
437237,2,118,R,110,8
437316,1,456,R,97,359
437316,2,456,R,97,359
437325,1,520,R,104,416
437325,2,471,R,86,385
437325,4,49,R,18,31
437529,1,324,R,146,178
437529,2,324,R,146,178
437556,1,827,R,294,533
437556,2,827,R,294,533
437608,1,301,R,196,105
437608,2,301,R,196,105
437635,1,494,R,123,371
437635,2,494,R,123,371
437653,1,227,R,94,133
437653,2,227,R,94,133
437705,1,13,R,0,13
437705,2,13,R,0,13
437732,1,381,R,62,319
437732,2,381,R,62,319
437750,1,243,R,221,22
437750,2,243,R,221,22
437769,1,260,R,10,250
437769,2,260,R,10,250
437778,1,487,R,46,441
437778,2,487,R,46,441
437857,1,218,R,6,212
437857,2,218,R,6,212
437936,1,1191,R,157,1034
437936,2,1191,R,157,1034
438151,1,1631,R,988,643
438151,2,1452,R,862,590
438151,4,179,R,126,53
438179,1,630,R,163,467
438179,2,630,R,163,467
438212,1,391,R,145,246
438212,2,391,R,145,246
438221,1,496,R,127,369
438221,2,496,R,127,369
438258,1,860,R,134,726
438258,2,860,R,134,726
438267,1,350,R,121,229
438267,2,350,R,121,229
438285,1,732,R,114,618
438285,2,732,R,114,618
438337,1,306,R,110,196
438337,2,306,R,110,196
438498,1,7086,R,3054,4032
438498,2,5017,R,1731,3286
438498,4,2069,R,1323,746
438504,1,2463,R,2392,71
438504,2,2463,R,2392,71
438586,1,965,R,392,573
438586,2,849,R,350,499
438586,4,116,R,42,74
438647,1,516,R,170,346
438647,2,516,R,170,346
438656,1,696,R,86,610
438656,2,696,R,86,610
438674,1,114,R,11,103
438674,2,114,R,11,103
438708,1,1145,R,380,765
438708,2,1145,R,380,765
438735,1,277,R,255,22
438735,2,277,R,255,22
438805,1,896,R,297,599
438805,2,896,R,297,599
438869,1,68,R,12,56
438869,2,68,R,12,56
438902,1,429,R,106,323
438902,2,389,R,93,296
438902,4,40,R,13,27
438984,1,150,R,50,100
438984,2,150,R,50,100
439020,1,123,R,35,88
439020,2,32,R,11,21
439020,4,91,R,24,67
439057,1,189,R,57,132
439057,2,97,R,31,66
439057,4,92,R,26,66
439118,1,745,R,128,617
439118,2,745,R,128,617
439127,1,343,R,30,313
439127,2,343,R,30,313
439145,1,6349,R,2557,3792
439145,2,6349,R,2557,3792
439190,1,4733,R,2435,2298
439190,2,4733,R,2435,2298
439288,1,1630,R,673,957
439288,2,1590,R,657,933
439288,4,40,R,16,24
439297,1,301,R,82,219
439297,2,271,R,73,198
439297,4,30,R,9,21
439367,1,820,R,269,551
439367,2,820,R,269,551
439394,1,180,R,44,136
439394,2,16,R,5,11
439394,4,164,R,39,125
439446,1,202,R,48,154
439446,2,66,R,15,51
439446,4,136,R,33,103
439455,1,448,R,43,405
439455,2,448,R,43,405
439473,1,322,R,92,230
439473,2,322,R,92,230
439482,1,436,R,29,407
439482,2,436,R,29,407
439491,1,518,R,128,390
439491,2,518,R,128,390
439507,1,230,R,33,197
439507,2,230,R,33,197
439570,1,1071,R,77,994
439570,2,1071,R,77,994
439613,1,292,R,159,133
439613,2,292,R,159,133
439622,1,808,R,161,647
439622,2,808,R,161,647
439631,1,76,R,6,70
439631,2,76,R,6,70
439668,1,302,R,281,21
439668,2,302,R,281,21
439686,1,478,R,44,434
439686,2,478,R,44,434
439701,1,1025,R,489,536
439701,2,693,R,331,362
439701,4,332,R,158,174
439738,1,644,R,99,545
439738,2,644,R,99,545
439747,1,131,R,15,116
439747,2,131,R,15,116
439774,1,62,R,7,55
439774,2,62,R,7,55
439783,1,220,R,97,123
439783,2,94,R,39,55
439783,4,126,R,58,68
439792,1,601,R,74,527
439792,2,601,R,74,527
439817,1,175,R,105,70
439817,4,175,R,105,70
439844,1,82,R,1,81
439844,2,82,R,1,81
439862,1,121,R,61,60
439862,2,114,R,55,59
439862,4,7,R,6,1
439871,1,142,R,17,125
439871,2,142,R,17,125
439899,1,64,R,32,32
439899,2,64,R,32,32
439905,1,502,R,44,458
439905,2,502,R,44,458
439914,1,40,R,9,31
439914,4,40,R,9,31
439932,1,29,R,1,28
439932,2,29,R,1,28
439969,1,201,R,75,126
439969,2,74,R,31,43
439969,4,127,R,44,83
439978,1,61,R,4,57
439978,2,61,R,4,57
439996,1,126,R,28,98
439996,2,126,R,28,98
440004,1,42,R,18,24
440004,4,42,R,18,24
440031,1,520,R,223,297
440031,4,520,R,223,297
440059,1,1141,R,1050,91
440059,2,1141,R,1050,91
440077,1,49,R,3,46
440077,2,49,R,3,46
440086,1,501,R,122,379
440086,2,501,R,122,379
440101,1,245,R,11,234
440101,2,245,R,11,234
440174,1,134,R,10,124
440174,2,134,R,10,124
440217,1,29,R,2,27
440217,2,29,R,2,27
440226,1,108,R,2,106
440226,2,108,R,2,106
440262,1,682,R,658,24
440262,2,682,R,658,24
440271,1,166,R,61,105
440271,2,166,R,61,105
440323,1,312,R,29,283
440323,2,312,R,29,283
440332,1,576,R,123,453
440332,2,576,R,123,453
440341,1,1271,R,743,528
440341,2,1271,R,743,528
440396,1,184,R,86,98
440396,2,147,R,64,83
440396,4,37,R,22,15
440402,1,5737,R,2394,3343
440402,2,5737,R,2394,3343
440411,1,134,R,58,76
440411,2,5,R,3,2
440411,4,129,R,55,74
440420,1,149,R,112,37
440420,2,127,R,96,31
440420,4,22,R,16,6
440457,1,134,R,44,90
440457,2,133,R,44,89
440457,4,1,Z,0,1
440466,1,114,R,45,69
440466,2,110,R,42,68
440466,4,4,R,3,1
440651,1,1722,R,486,1236
440651,2,1722,R,486,1236
440721,1,491,R,128,363
440721,2,491,R,128,363
440730,1,820,R,349,471
440730,2,820,R,349,471
440749,1,505,R,370,135
440749,2,505,R,370,135
440758,1,258,R,70,188
440758,2,258,R,70,188
440767,1,589,R,178,411
440767,2,589,R,178,411
440776,1,48,R,9,39
440776,2,48,R,9,39
440794,1,641,R,246,395
440794,2,641,R,246,395
440819,1,104,R,48,56
440819,2,104,R,48,56
440828,1,1376,R,628,748
440828,2,1119,R,547,572
440828,4,257,R,81,176
440855,1,268,R,13,255
440855,2,268,R,13,255
440873,1,1072,R,637,435
440873,2,1072,R,637,435
440882,1,249,R,173,76
440882,2,249,R,173,76
440891,1,242,R,199,43
440891,2,242,R,199,43
440907,1,742,R,199,543
440907,2,742,R,199,543
440916,1,620,R,283,337
440916,4,620,R,283,337
440925,1,141,R,52,89
440925,2,141,R,52,89
440952,1,425,R,102,323
440952,2,425,R,102,323
440989,1,964,R,768,196
440989,2,964,R,768,196
441016,1,780,R,72,708
441016,2,780,R,72,708
441025,1,1126,R,260,866
441025,2,1126,R,260,866
441052,1,2178,R,545,1633
441052,2,2178,R,545,1633
441070,1,150,R,55,95
441070,2,150,R,55,95
441089,1,717,R,682,35
441089,2,717,R,682,35
441104,1,406,R,93,313
441104,4,406,R,93,313
441131,1,307,R,93,214
441131,4,307,R,93,214
441168,1,141,R,14,127
441168,2,141,R,14,127
441201,1,66,R,14,52
441201,2,66,R,14,52
441210,1,231,R,126,105
441210,2,231,R,126,105
441229,1,1356,R,601,755
441229,2,1356,R,601,755
441256,1,160,R,2,158
441256,2,160,R,2,158
441308,1,2729,R,715,2014
441308,4,2729,R,715,2014
441317,1,42,R,9,33
441317,2,42,R,9,33
441335,1,26,R,2,24
441335,2,26,R,2,24
441353,1,8,R,1,7
441353,2,8,R,1,7
441362,1,578,R,73,505
441362,2,578,R,73,505
441371,1,530,R,58,472
441371,2,530,R,58,472
441380,1,481,R,326,155
441380,2,481,R,326,155
441405,1,84,R,10,74
441405,2,84,R,10,74
441414,1,365,R,124,241
441414,2,365,R,124,241
441423,1,588,R,94,494
441423,2,588,R,94,494
441478,1,281,R,195,86
441478,2,94,R,73,21
441478,4,187,R,122,65
441487,1,246,R,17,229
441487,2,246,R,17,229
441496,1,273,R,244,29
441496,2,273,R,244,29
441502,1,652,R,54,598
441502,2,652,R,54,598
441511,1,1264,R,440,824
441511,2,996,R,365,631
441511,4,268,R,75,193
441548,1,134,R,45,89
441548,2,134,R,45,89
441575,1,1023,R,136,887
441575,2,1023,R,136,887
441593,1,77,R,6,71
441593,2,77,R,6,71
441609,1,171,R,171,0
441609,2,171,R,171,0
441618,1,33,R,4,29
441618,2,33,R,4,29
441636,1,549,R,123,426
441636,2,549,R,123,426
441645,1,228,R,3,225
441645,2,228,R,3,225
441663,1,460,R,82,378
441663,2,460,R,82,378
441672,1,73,R,4,69
441672,2,73,R,4,69
441690,1,427,R,262,165
441690,2,392,R,244,148
441690,4,35,R,18,17
441706,1,143,R,74,69
441706,2,143,R,74,69
441742,1,1440,R,185,1255
441742,2,1440,R,185,1255
441760,1,3666,R,2020,1646
441760,2,3666,R,2020,1646
441779,1,97,R,3,94
441779,2,97,R,3,94
441788,1,880,R,824,56
441788,2,880,R,824,56
441830,1,99,R,23,76
441830,2,99,R,23,76
441858,1,250,R,35,215
441858,2,250,R,35,215
441876,1,333,R,8,325
441876,2,333,R,8,325
441900,1,4938,R,1194,3744
441900,2,4938,R,1194,3744
441919,1,754,R,162,592
441919,2,754,R,162,592
441928,1,1135,R,183,952
441928,2,1135,R,183,952
441937,1,6762,R,2374,4388
441937,2,6483,R,2304,4179
441937,4,279,R,70,209
441973,1,1415,R,746,669
441973,2,1415,R,746,669
441982,1,403,R,202,201
441982,2,403,R,202,201
442037,1,385,R,77,308
442037,2,385,R,77,308
442046,1,750,R,99,651
442046,2,750,R,99,651
442064,1,95,R,25,70
442064,4,95,R,25,70
442073,1,869,R,289,580
442073,2,869,R,289,580
442134,1,867,R,98,769
442134,2,867,R,98,769
442161,1,670,R,260,410
442161,2,588,R,224,364
442161,4,82,R,36,46
442204,1,179,R,31,148
442204,2,179,R,31,148
442213,1,72,R,0,72
442213,2,72,R,0,72
442222,1,615,R,167,448
442222,2,371,R,108,263
442222,4,244,R,59,185
442240,1,436,R,70,366
442240,2,436,R,70,366
442295,1,289,R,142,147
442295,4,289,R,142,147
442329,1,1483,R,1426,57
442329,2,1483,R,1426,57
442356,1,1693,R,215,1478
442356,2,1634,R,207,1427
442356,4,59,R,8,51
442383,1,293,R,42,251
442383,2,293,R,42,251
442392,1,159,R,50,109
442392,4,159,R,50,109
442408,1,297,R,259,38
442408,2,297,R,259,38
442426,1,671,R,61,610
442426,2,671,R,61,610
442435,1,93,R,27,66
442435,2,93,R,27,66
442523,1,95,R,29,66
442523,2,95,R,29,66
442569,1,18043,R,9679,8364
442569,2,15378,R,8196,7182
442569,4,2665,R,1483,1182
442578,1,148,R,32,116
442578,2,148,R,32,116
442602,1,785,R,129,656
442602,2,785,R,129,656
442611,1,1849,R,1762,87
442611,2,1849,R,1762,87
442620,1,456,R,61,395
442620,2,456,R,61,395
442639,1,224,R,153,71
442639,2,74,R,57,17
442639,4,150,R,96,54
442657,1,377,R,66,311
442657,2,377,R,66,311
442718,1,533,R,86,447
442718,2,533,R,86,447
442727,1,561,R,185,376
442727,2,561,R,185,376
442745,1,74,R,31,43
442745,2,74,R,31,43
442781,1,302,R,132,170
442781,2,302,R,132,170
442790,1,547,R,122,425
442790,2,547,R,122,425
442806,1,1637,R,793,844
442806,4,1637,R,793,844
442815,1,627,R,113,514
442815,2,627,R,113,514
442842,1,253,R,65,188
442842,2,84,R,29,55
442842,4,169,R,36,133
442879,1,1378,R,142,1236
442879,2,1378,R,142,1236
442888,1,255,R,204,51
442888,2,255,R,204,51
442897,1,167,R,52,115
442897,2,139,R,43,96
442897,4,28,R,9,19
442930,1,1360,R,539,821
442930,2,1314,R,512,802
442930,4,46,R,27,19
442949,1,98,R,0,98
442949,2,98,R,0,98
442967,1,199,R,26,173
442967,2,199,R,26,173
442976,1,186,R,31,155
442976,2,186,R,31,155
442985,1,265,R,68,197
442985,2,265,R,68,197
443021,1,155,R,137,18
443021,2,155,R,137,18
443030,1,79,R,22,57
443030,4,79,R,22,57
443049,1,632,R,398,234
443049,2,320,R,188,132
443049,4,312,R,210,102
443058,1,36,R,21,15
443058,2,36,R,21,15
443076,1,180,R,98,82
443076,4,180,R,98,82
443100,1,242,R,96,146
443100,2,242,R,96,146
443128,1,1664,R,813,851
443128,4,1664,R,813,851
443137,1,266,R,54,212
443137,2,266,R,54,212
443146,1,224,R,148,76
443146,2,224,R,148,76
443173,1,42,R,2,40
443173,2,42,R,2,40
443207,1,1057,R,1011,46
443207,2,1057,R,1011,46
443216,1,263,R,248,15
443216,2,263,R,248,15
443225,1,76,R,69,7
