UNITID,EFFYLEV,EFYTOTLT,EFYTOTLM,EFYTOTLW
237118,4,137,51,86
237127,1,33,0,33
237127,2,33,0,33
237136,1,311,179,132
237136,2,304,174,130
237136,4,7,5,2
237145,1,35,1,34
237145,2,35,1,34
237172,1,403,267,136
237172,2,403,267,136
237181,1,854,440,414
237181,2,826,425,401
237181,4,28,15,13
237215,1,1734,670,1064
237215,2,1734,670,1064
237242,1,127,111,16
237242,2,127,111,16
237303,1,164,54,110
237303,2,164,54,110
237312,1,3102,1721,1381
237312,2,2344,1319,1025
237312,4,758,402,356
237321,1,119,13,106
237321,2,119,13,106
237330,1,2957,1191,1766
237330,2,2456,1073,1383
237330,4,501,118,383
237358,1,918,385,533
237358,2,918,385,533
237367,1,4677,2027,2650
237367,2,4359,1927,2432
237367,4,318,100,218
237385,1,2269,1282,987
237385,2,2269,1282,987
237437,1,1297,371,926
237437,2,1297,371,926
237473,1,154,100,54
237473,2,154,100,54
237491,1,66,21,45
237491,2,66,21,45
237525,1,17613,7143,10470
237525,2,11018,4756,6262
237525,4,6595,2387,4208
237543,1,182,74,108
237543,2,182,74,108
237552,1,154,19,135
237552,2,154,19,135
237561,1,85,19,66
237561,2,85,19,66
237570,1,103,7,96
237570,2,103,7,96
237598,1,260,46,214
237598,2,260,46,214
237613,1,109,10,99
237613,2,109,10,99
237640,1,515,269,246
237640,2,463,240,223
237640,4,52,29,23
237686,1,3349,1317,2032
237686,2,3349,1317,2032
237701,1,1732,763,969
237701,2,1732,763,969
237729,1,222,74,148
237729,2,222,74,148
237783,1,1029,467,562
237783,2,776,355,421
237783,4,253,112,141
237792,1,4712,1901,2811
237792,2,4162,1757,2405
237792,4,550,144,406
237817,1,2096,780,1316
237817,2,2096,780,1316
237844,1,169,139,30
237844,2,169,139,30
237880,1,832,429,403
237880,4,832,429,403
237899,1,4040,1799,2241
237899,2,3852,1744,2108
237899,4,188,55,133
237905,1,52,7,45
237905,2,45,7,38
237905,4,7,0,7
237932,1,2558,996,1562
237932,2,2342,931,1411
237932,4,216,65,151
237950,1,1497,883,614
237950,2,1497,883,614
237969,1,1625,695,930
237969,2,1434,648,786
237969,4,191,47,144
237978,1,120,30,90
237978,2,120,30,90
237987,1,237,60,177
237987,2,237,60,177
237996,1,702,105,597
237996,2,702,105,597
238005,1,83,13,70
238005,2,83,13,70
238014,1,2924,1088,1836
238014,2,2924,1088,1836
238032,1,32188,16400,15788
238032,2,24343,13115,11228
238032,4,7845,3285,4560
238078,1,1610,679,931
238078,2,1168,529,639
238078,4,442,150,292
238096,1,56,3,53
238096,2,56,3,53
238166,1,128,5,123
238166,2,128,5,123
238175,1,200,5,195
238175,2,200,5,195
238193,1,2427,72,2355
238193,2,1681,2,1679
238193,4,746,70,676
238263,1,20084,9170,10914
238263,2,19998,9148,10850
238263,4,86,22,64
238324,1,482,44,438
238324,2,435,43,392
238324,4,47,1,46
238333,1,1467,669,798
238333,2,1467,669,798
238397,1,3095,1263,1832
238397,2,3095,1263,1832
238430,1,3638,1263,2375
238430,2,2102,719,1383
238430,4,1536,544,992
238458,1,3915,1361,2554
238458,2,3255,1156,2099
238458,4,660,205,455
238476,1,3276,1491,1785
238476,2,3087,1419,1668
238476,4,189,72,117
238573,1,179,16,163
238573,2,175,16,159
238573,4,4,0,4
238616,1,9718,3001,6717
238616,2,4543,1629,2914
238616,4,5175,1372,3803
238661,1,4237,1168,3069
238661,2,2001,608,1393
238661,4,2236,560,1676
238722,1,16326,8616,7710
238722,2,16326,8616,7710
238759,1,13115,5904,7211
238759,2,13115,5904,7211
238786,1,98,6,92
238786,2,98,6,92
238810,1,77,6,71
238810,2,77,6,71
238980,1,4601,1832,2769
238980,2,3515,1484,2031
238980,4,1086,348,738
239008,1,4927,2335,2592
239008,2,4927,2335,2592
239017,1,1583,717,866
239017,2,1583,717,866
239071,1,1342,631,711
239071,2,1118,476,642
239071,4,224,155,69
239080,1,3243,886,2357
239080,2,1842,536,1306
239080,4,1401,350,1051
239105,1,11949,5607,6342
239105,2,8488,3998,4490
239105,4,3461,1609,1852
239169,1,1240,655,585
239169,4,1240,655,585
239220,1,4649,2009,2640
239220,2,4649,2009,2640
239248,1,21780,9568,12212
239248,2,21780,9568,12212
239309,1,629,226,403
239309,2,629,226,403
239318,1,3126,2313,813
239318,2,2825,2101,724
239318,4,301,212,89
239372,1,9611,4785,4826
239372,2,9611,4785,4826
239390,1,1596,72,1524
239390,2,828,2,826
239390,4,768,70,698
239424,1,103,89,14
239424,4,103,89,14
239442,1,1644,591,1053
239442,2,1644,591,1053
239460,1,8812,3567,5245
239460,2,8812,3567,5245
239488,1,12804,4997,7807
239488,2,12804,4997,7807
239512,1,597,293,304
239512,2,597,293,304
239628,1,810,402,408
239628,2,810,402,408
239637,1,96,88,8
239637,4,96,88,8
239716,1,2291,1005,1286
239716,2,2176,953,1223
239716,4,115,52,63
239743,1,1381,408,973
239743,2,509,175,334
239743,4,872,233,639
239877,1,85,4,81
239877,2,85,4,81
239910,1,3786,1735,2051
239910,2,3786,1735,2051
239929,1,1183,299,884
239929,2,1183,299,884
240055,1,17351,7857,9494
240055,2,17351,7857,9494
240107,1,7126,1510,5616
240107,2,2170,533,1637
240107,4,4956,977,3979
240116,1,8589,3968,4621
240116,2,8589,3968,4621
240125,1,11616,5792,5824
240125,2,11616,5792,5824
240170,1,5878,2667,3211
240170,2,5878,2667,3211
240189,1,14331,7001,7330
240189,2,12637,6287,6350
240189,4,1694,714,980
240198,1,4146,1515,2631
240198,2,4146,1515,2631
240213,1,97,23,74
240213,4,97,23,74
240240,1,185,27,158
240240,2,185,27,158
240268,1,11770,4582,7188
240268,2,10944,4285,6659
240268,4,826,297,529
240277,1,8169,2681,5488
240277,2,7719,2553,5166
240277,4,450,128,322
240329,1,11775,4960,6815
240329,2,10385,4553,5832
240329,4,1390,407,983
240338,1,1479,639,840
240338,2,1264,560,704
240338,4,215,79,136
240365,1,16289,6377,9912
240365,2,14287,5882,8405
240365,4,2002,495,1507
240374,1,5270,2436,2834
240374,2,4963,2337,2626
240374,4,307,99,208
240392,1,5157,1129,4028
240392,2,4560,993,3567
240392,4,597,136,461
240417,1,11079,5603,5476
240417,2,9288,5026,4262
240417,4,1791,577,1214
240426,1,3027,1145,1882
240426,2,2862,1096,1766
240426,4,165,49,116
240444,1,45931,22650,23281
240444,2,33400,16399,17001
240444,4,12531,6251,6280
240453,1,31328,14563,16765
240453,2,25552,12268,13284
240453,4,5776,2295,3481
240462,1,10072,6232,3840
240462,2,8727,5521,3206
240462,4,1345,711,634
240471,1,6751,2621,4130
240471,2,6126,2433,3693
240471,4,625,188,437
240480,1,10347,4748,5599
240480,2,9724,4591,5133
240480,4,623,157,466
240505,1,4960,2140,2820
240505,2,4960,2140,2820
240514,1,2790,1274,1516
240514,2,2790,1274,1516
240596,1,2421,1065,1356
240596,2,2421,1065,1356
240620,1,6320,2606,3714
240620,2,6320,2606,3714
240657,1,2383,938,1445
240657,2,2383,938,1445
240666,1,6731,4043,2688
240666,2,6731,4043,2688
240693,1,5347,2806,2541
240693,2,5347,2806,2541
240709,1,51,1,50
240709,2,51,1,50
240718,1,750,713,37
240718,2,750,713,37
240727,1,14306,6913,7393
240727,2,11301,5478,5823
240727,4,3005,1435,1570
240736,1,1635,523,1112
240736,2,1635,523,1112
240745,1,3214,1431,1783
240745,2,3214,1431,1783
240754,1,4591,1966,2625
240754,2,4233,1843,2390
240754,4,358,123,235
240790,1,1348,543,805
240790,2,1348,543,805
240879,1,540,164,376
240879,2,540,164,376
240985,1,600,205,395
240985,2,600,205,395
241100,1,843,446,397
241100,2,769,423,346
241100,4,74,23,51
241128,1,1119,502,617
241128,2,1056,493,563
241128,4,63,9,54
241146,1,1338,429,909
241146,2,1338,429,909
241182,1,924,282,642
241182,2,924,282,642
241191,1,1623,591,1032
241191,2,1517,568,949
241191,4,106,23,83
241216,1,1804,1334,470
241216,2,1686,1260,426
241216,4,118,74,44
241225,1,2221,745,1476
241225,2,1722,609,1113
241225,4,499,136,363
241304,1,2059,699,1360
241304,2,1889,651,1238
241304,4,170,48,122
241331,1,2091,385,1706
241331,2,579,95,484
241331,4,1512,290,1222
241377,1,2216,912,1304
241377,2,1841,813,1028
241377,4,375,99,276
241386,1,633,158,475
241386,2,566,143,423
241386,4,67,15,52
241395,1,1162,376,786
241395,2,748,286,462
241395,4,414,90,324
241410,1,8376,3297,5079
241410,2,5954,2480,3474
241410,4,2422,817,1605
241517,1,1210,308,902
241517,2,1210,308,902
241614,1,403,225,178
241614,2,318,187,131
241614,4,85,38,47
241720,1,1625,712,913
241720,2,1625,712,913
241739,1,15943,5689,10254
241739,2,13075,4722,8353
241739,4,2868,967,1901
241766,1,486,338,148
241766,2,440,307,133
241766,4,46,31,15
241793,1,621,265,356
241793,4,621,265,356
241836,1,1716,570,1146
241836,2,1616,552,1064
241836,4,100,18,82
241906,1,451,113,338
241906,2,451,113,338
241951,1,603,211,392
241951,2,603,211,392
242042,1,750,440,310
242042,2,750,440,310
242112,1,1901,811,1090
242112,2,1901,811,1090
242121,1,778,275,503
242121,2,778,275,503
242130,1,686,217,469
242130,2,686,217,469
242149,1,689,262,427
242149,2,689,262,427
242316,1,310,119,191
242316,2,310,119,191
242413,1,608,531,77
242413,2,608,531,77
242422,1,14853,6444,8409
242422,2,14853,6444,8409
242556,1,1108,643,465
242556,2,1108,643,465
242565,1,667,450,217
242565,2,667,450,217
242583,1,795,520,275
242583,2,795,520,275
242617,1,5473,2480,2993
242617,2,4664,2230,2434
242617,4,809,250,559
242626,1,5092,2297,2795
242626,2,4765,2185,2580
242626,4,327,112,215
242635,1,5044,1984,3060
242635,2,4531,1849,2682
242635,4,513,135,378
242644,1,2454,940,1514
242644,2,2386,923,1463
242644,4,68,17,51
242653,1,10514,4315,6199
242653,2,7687,3415,4272
242653,4,2827,900,1927
242662,1,6121,2474,3647
242662,2,5655,2319,3336
242662,4,466,155,311
242680,1,2512,1041,1471
242680,2,2317,988,1329
242680,4,195,53,142
242699,1,2397,821,1576
242699,2,2267,753,1514
242699,4,130,68,62
242705,1,5056,2840,2216
242705,2,4913,2783,2130
242705,4,143,57,86
242723,1,892,393,499
242723,4,892,393,499
242750,1,178,74,104
242750,2,178,74,104
242820,1,1620,1377,243
242820,2,1620,1377,243
242945,1,373,133,240
242945,2,373,133,240
242954,1,101,21,80
242954,2,101,21,80
242972,1,7339,2340,4999
242972,2,6801,2203,4598
242972,4,538,137,401
242981,1,1819,718,1101
242981,2,1764,703,1061
242981,4,55,15,40
243072,1,2837,1095,1742
243072,2,2837,1095,1742
243081,1,826,279,547
243081,4,826,279,547
243106,1,3606,1595,2011
243106,2,3606,1595,2011
243115,1,4109,1734,2375
243115,2,4109,1734,2375
243133,1,5118,2461,2657
243133,2,5118,2461,2657
243142,1,4212,1636,2576
243142,2,4212,1636,2576
243151,1,3859,1352,2507
243151,2,3859,1352,2507
243179,1,4219,1516,2703
243179,2,4219,1516,2703
243188,1,1750,820,930
243188,2,1750,820,930
243197,1,13412,7209,6203
243197,2,12285,6590,5695
243197,4,1127,619,508
243203,1,2340,742,1598
243203,2,445,117,328
243203,4,1895,625,1270
243212,1,3719,1599,2120
243212,2,3719,1599,2120
243221,1,17455,6753,10702
243221,2,13693,5277,8416
243221,4,3762,1476,2286
243346,1,14734,5802,8932
243346,2,13204,5371,7833
243346,4,1530,431,1099
243443,1,5404,2051,3353
243443,2,4697,1848,2849
243443,4,707,203,504
243498,1,273,178,95
243498,4,273,178,95
243568,1,522,229,293
243568,2,177,45,132
243568,4,345,184,161
243577,1,5173,3989,1184
243577,2,4085,3267,818
243577,4,1088,722,366
243586,1,1715,692,1023
243586,2,1569,643,926
243586,4,146,49,97
243601,1,19715,7980,11735
243601,2,16383,6856,9527
243601,4,3332,1124,2208
243638,1,2701,1221,1480
243638,2,2701,1221,1480
243647,1,800,353,447
243647,2,800,353,447
243665,1,2797,915,1882
243665,2,2573,862,1711
243665,4,224,53,171
243744,1,20200,11779,8421
243744,2,8302,4348,3954
243744,4,11898,7431,4467
243780,1,43161,24982,18179
243780,2,31985,18582,13403
243780,4,11176,6400,4776
243799,1,57,7,50
243799,2,57,7,50
243823,1,1408,671,737
243823,2,443,141,302
243823,4,965,530,435
243832,1,2590,887,1703
243832,2,2423,798,1625
243832,4,167,89,78
243841,1,1101,309,792
243841,2,1101,309,792
244233,1,780,202,578
244233,2,780,202,578
244279,1,264,16,248
244279,2,264,16,248
244437,1,31783,12711,19072
244437,2,31783,12711,19072
244446,1,5666,2061,3605
244446,2,5666,2061,3605
244491,1,123,8,115
244491,2,123,8,115
244561,1,547,153,394
244561,2,547,153,394
244613,1,403,387,16
244613,2,403,387,16
245069,1,72,15,57
245069,2,72,15,57
245281,1,67,51,16
245281,2,67,51,16
245290,1,57,25,32
245290,2,57,25,32
245342,1,1625,964,661
245342,2,1625,964,661
245421,1,106,12,94
245421,2,106,12,94
245430,1,156,15,141
245430,2,156,15,141
245625,1,3537,1528,2009
245625,2,3537,1528,2009
245652,1,474,283,191
245652,2,358,211,147
245652,4,116,72,44
245731,1,34,34,0
245731,2,17,17,0
245731,4,17,17,0
245777,1,144,144,0
245777,2,102,102,0
245777,4,42,42,0
245838,1,1592,448,1144
245838,2,668,222,446
245838,4,924,226,698
245847,1,559,163,396
245847,2,227,81,146
245847,4,332,82,250
245865,1,936,177,759
245865,4,936,177,759
245883,1,888,166,722
245883,2,197,51,146
245883,4,691,115,576
245892,1,264,64,200
245892,2,69,18,51
245892,4,195,46,149
245953,1,2948,1116,1832
245953,2,2345,914,1431
245953,4,603,202,401
245962,1,464,99,365
245962,2,464,99,365
245980,1,70,3,67
245980,2,70,3,67
245999,1,3077,1634,1443
245999,2,3077,1634,1443
246017,1,413,289,124
246017,2,413,289,124
246035,1,386,57,329
246035,2,386,57,329
246071,1,120,8,112
246071,2,120,8,112
246202,1,714,127,587
246202,2,714,127,587
246266,1,1054,301,753
246266,2,1054,301,753
246345,1,190,84,106
246345,4,190,84,106
246354,1,17722,6956,10766
246354,2,17722,6956,10766
246406,1,62,9,53
246406,2,62,9,53
246415,1,93,8,85
246415,2,93,8,85
246460,1,127,25,102
246460,2,127,25,102
246789,1,117,75,42
246789,4,117,75,42
246813,1,5798,2050,3748
246813,2,5798,2050,3748
246895,1,965,293,672
246895,2,965,293,672
246974,1,765,76,689
246974,2,765,76,689
247010,1,59,2,57
247010,2,59,2,57
247047,1,133,6,127
247047,2,133,6,127
247065,1,1199,192,1007
247065,2,1199,192,1007
247153,1,434,171,263
247153,2,434,171,263
247162,1,124,47,77
247162,2,24,11,13
247162,4,100,36,64
247409,1,310,24,286
247409,2,310,24,286
247603,1,3934,1839,2095
247603,2,3934,1839,2095
247649,1,539,379,160
247649,2,539,379,160
247700,1,663,187,476
247700,2,663,187,476
247773,1,77,77,0
247773,2,68,68,0
247773,4,9,9,0
247825,1,59,34,25
247825,2,32,16,16
247825,4,27,18,9
247834,1,42465,18961,23504
247834,2,42465,18961,23504
247940,1,4989,2141,2848
247940,2,4989,2141,2848
248192,1,37,2,35
248192,2,37,2,35
248305,1,134,6,128
248305,2,134,6,128
248527,1,53,2,51
248527,2,53,2,51
248606,1,1463,898,565
248606,2,1463,898,565
248624,1,136,32,104
248624,2,136,32,104
248633,1,84,6,78
248633,2,84,6,78
248660,1,285,25,260
248660,2,285,25,260
248703,1,259,9,250
248703,2,259,9,250
248846,1,128,7,121
248846,2,128,7,121
248882,1,436,129,307
248882,2,436,129,307
248925,1,1333,745,588
248925,2,1333,745,588
248934,1,17942,7581,10361
248934,2,17719,7447,10272
248934,4,223,134,89
249140,1,567,127,440
249140,2,567,127,440
249238,1,499,40,459
249238,2,499,40,459
249566,1,534,489,45
249566,2,534,489,45
249609,1,279,145,134
249609,2,279,145,134
250027,1,320,99,221
250027,2,320,99,221
250072,1,223,10,213
250072,2,223,10,213
250285,1,638,597,41
250285,2,638,597,41
250601,1,592,207,385
250601,2,592,207,385
250744,1,976,82,894
250744,2,976,82,894
250902,1,96,12,84
250902,2,96,12,84
250993,1,578,294,284
250993,2,578,294,284
251075,1,372,51,321
251075,2,372,51,321
251260,1,7127,3087,4040
251260,2,7127,3087,4040
251312,1,2211,512,1699
251312,2,1578,346,1232
251312,4,633,166,467
260293,1,1279,289,990
260293,2,1118,268,850
260293,4,161,21,140
260336,1,44,3,41
260336,2,44,3,41
260354,1,114,22,92
260354,2,114,22,92
260363,1,31,1,30
260363,2,31,1,30
260372,1,649,259,390
260372,2,649,259,390
260664,1,511,439,72
260664,2,511,439,72
260691,1,1745,412,1333
260691,2,1745,412,1333
260789,1,1031,258,773
260789,2,1031,258,773
260813,1,294,40,254
260813,2,294,40,254
260901,1,67107,18155,48952
260901,2,53104,14781,38323
260901,4,14003,3374,10629
260910,1,528,94,434
260910,2,467,82,385
260910,4,61,12,49
260929,1,240,21,219
260929,2,240,21,219
260947,1,52,30,22
260947,2,52,30,22
260956,1,231,129,102
260956,4,231,129,102
260965,1,103,5,98
260965,2,103,5,98
260992,1,1327,162,1165
260992,2,1327,162,1165
261436,1,1277,54,1223
261436,2,1277,54,1223
261676,1,181,13,168
261676,2,181,13,168
261685,1,190,17,173
261685,2,190,17,173
261719,1,404,17,387
261719,2,404,17,387
261773,1,16,3,13
261773,2,16,3,13
261861,1,158,6,152
261861,2,158,6,152
262022,1,202,106,96
262022,4,202,106,96
262031,1,9698,4228,5470
262031,2,9698,4228,5470
262086,1,12014,4394,7620
262086,2,5596,2232,3364
262086,4,6418,2162,4256
262129,1,884,340,544
262129,2,884,340,544
262165,1,129,91,38
262165,2,129,91,38
262332,1,1683,763,920
262332,2,1683,763,920
262341,1,1003,895,108
262341,2,1003,895,108
262369,1,172,4,168
262369,2,172,4,168
262402,1,324,317,7
262402,2,324,317,7
262466,1,139,70,69
262466,2,139,70,69
262509,1,628,126,502
262509,2,628,126,502
362700,1,586,91,495
362700,2,586,91,495
362782,1,280,5,275
362782,2,280,5,275
363013,1,118,8,110
363013,2,118,8,110
363077,1,274,58,216
363077,2,274,58,216
363147,1,185,8,177
363147,2,185,8,177
363165,1,1327,694,633
363165,2,1327,694,633
363439,1,433,82,351
363439,2,433,82,351
363590,1,482,60,422
363590,2,482,60,422
363633,1,2200,1031,1169
363633,2,2200,1031,1169
363679,1,233,16,217
363679,2,233,16,217
363712,1,32,32,0
363712,2,32,32,0
363721,1,352,138,214
363721,4,352,138,214
363882,1,86,2,84
363882,2,86,2,84
363907,1,1373,611,762
363907,2,1018,530,488
363907,4,355,81,274
363916,1,544,182,362
363916,2,490,177,313
363916,4,54,5,49
363934,1,857,721,136
363934,2,819,691,128
363934,4,38,30,8
364016,1,12516,5567,6949
364016,2,12516,5567,6949
364025,1,19040,9093,9947
364025,2,19040,9093,9947
364122,1,6,0,6
364122,2,6,0,6
364168,1,470,364,106
364168,2,470,364,106
364335,1,407,48,359
364335,2,407,48,359
364548,1,338,207,131
364548,2,338,207,131
364575,1,42,2,40
364575,2,42,2,40
364627,1,458,221,237
364627,2,458,221,237
364636,1,140,50,90
364636,2,140,50,90
364751,1,158,7,151
364751,2,158,7,151
364760,1,95,6,89
364760,2,95,6,89
364946,1,467,194,273
364946,2,467,194,273
364955,1,961,166,795
364955,2,961,166,795
364964,1,185,81,104
364964,2,185,81,104
364973,1,697,378,319
364973,2,697,378,319
365055,1,578,230,348
365055,2,578,230,348
365091,1,515,32,483
365091,2,515,32,483
365125,1,220,8,212
365125,2,220,8,212
365198,1,812,406,406
365198,2,812,406,406
365204,1,7990,2596,5394
365204,2,7990,2596,5394
365213,1,554,266,288
365213,2,554,266,288
365240,1,47,46,1
365240,2,47,46,1
365374,1,1542,815,727
365374,2,1542,815,727
365383,1,182,11,171
365383,2,182,11,171
365426,1,291,132,159
365426,4,291,132,159
365480,1,830,421,409
365480,2,830,421,409
365505,1,72,14,58
365505,2,72,14,58
365693,1,206,15,191
365693,2,206,15,191
365763,1,73,26,47
365763,2,73,26,47
365824,1,300,12,288
365824,2,300,12,288
365833,1,431,32,399
365833,2,431,32,399
366003,1,294,158,136
366003,2,214,122,92
366003,4,80,36,44
366155,1,30,20,10
366155,2,30,20,10
366191,1,1744,1701,43
366191,2,1744,1701,43
366252,1,6161,3837,2324
366252,2,6161,3837,2324
366261,1,342,122,220
366261,2,342,122,220
366270,1,637,44,593
366270,2,637,44,593
